,match_type,date,home,away,score,points
0,Bundesliga 2009/2010,08/08/2009,A,1. FSV Mainz 05,2:2 (2:1),1
1,Bundesliga 2009/2010,15/08/2009,H,1899 Hoffenheim,1:0 (0:0),3
2,Bundesliga 2009/2010,22/08/2009,A,SC Freiburg,5:0 (1:0),3
3,Bundesliga 2009/2010,29/08/2009,H,VfL Bochum,2:1 (1:1),3
4,Bundesliga 2009/2010,12/09/2009,A,VfL Wolfsburg,3:2 (1:0),3
5,Bundesliga 2009/2010,20/09/2009,H,Werder Bremen,0:0 (0:0),1
6,Bundesliga 2009/2010,26/09/2009,A,1. FC Köln,1:0 (0:0),3
7,Bundesliga 2009/2010,03/10/2009,H,1. FC Nürnberg,4:0 (3:0),3
8,Bundesliga 2009/2010,17/10/2009,A,Hamburger SV,0:0 (0:0),1
9,Bundesliga 2009/2010,23/10/2009,H,Borussia Dortmund,1:1 (0:1),1
10,Bundesliga 2009/2010,31/10/2009,A,FC Schalke 04,2:2 (2:0),1
11,Bundesliga 2009/2010,06/11/2009,H,Eintracht Frankfurt,4:0 (3:0),3
12,Bundesliga 2009/2010,22/11/2009,A,Bayern München,1:1 (1:1),1
13,Bundesliga 2009/2010,29/11/2009,H,VfB Stuttgart,4:0 (2:0),3
14,Bundesliga 2009/2010,05/12/2009,A,Hannover 96,0:0 (0:0),1
15,Bundesliga 2009/2010,11/12/2009,A,Hertha BSC,2:2 (0:1),1
16,Bundesliga 2009/2010,19/12/2009,H,Bor. Mönchengladbach,3:2 (1:1),3
17,Bundesliga 2009/2010,16/01/2010,H,1. FSV Mainz 05,4:2 (3:1),3
18,Bundesliga 2009/2010,24/01/2010,A,1899 Hoffenheim,3:0 (1:0),3
19,Bundesliga 2009/2010,31/01/2010,H,SC Freiburg,3:1 (3:0),3
20,Bundesliga 2009/2010,06/02/2010,A,VfL Bochum,1:1 (1:0),1
21,Bundesliga 2009/2010,13/02/2010,H,VfL Wolfsburg,2:1 (0:0),3
22,Bundesliga 2009/2010,21/02/2010,A,Werder Bremen,2:2 (1:1),1
23,Bundesliga 2009/2010,27/02/2010,H,1. FC Köln,0:0 (0:0),1
24,Bundesliga 2009/2010,07/03/2010,A,1. FC Nürnberg,2:3 (0:2),0
25,Bundesliga 2009/2010,14/03/2010,H,Hamburger SV,4:2 (1:1),3
26,Bundesliga 2009/2010,20/03/2010,A,Borussia Dortmund,0:3 (0:0),0
27,Bundesliga 2009/2010,27/03/2010,H,FC Schalke 04,0:2 (0:2),0
28,Bundesliga 2009/2010,03/04/2010,A,Eintracht Frankfurt,2:3 (1:1),0
29,Bundesliga 2009/2010,10/04/2010,H,Bayern München,1:1 (0:0),1
30,Bundesliga 2009/2010,17/04/2010,A,VfB Stuttgart,1:2 (1:1),0
31,Bundesliga 2009/2010,24/04/2010,H,Hannover 96,3:0 (1:0),3
32,Bundesliga 2009/2010,01/05/2010,H,Hertha BSC,1:1 (0:1),1
33,Bundesliga 2009/2010,08/05/2010,A,Bor. Mönchengladbach,1:1 (1:0),1
34,DFB-Pokal 2009/2010,31/07/2009,A,SV Babelsberg 03,1:0 (0:0),3
35,DFB-Pokal 2009/2010,23/09/2009,A,1. FC Kaiserslautern,1:2 (0:1),0
