,match_type,date,home,away,score,points
0,Primeira Liga 2001/2002,10/08/2001,A,Varzim SC,2:2,1
1,Primeira Liga 2001/2002,18/08/2001,H,SC Salgueiros,2:0,3
2,Primeira Liga 2001/2002,24/08/2001,H,Vitória Setúbal,3:2,3
3,Primeira Liga 2001/2002,08/09/2001,A,SC Beira-Mar,3:3,1
4,Primeira Liga 2001/2002,14/09/2001,H,FC Porto,0:0,1
5,Primeira Liga 2001/2002,22/09/2001,A,Os Belenenses,1:1,1
6,Primeira Liga 2001/2002,29/09/2001,H,FC Alverca,3:2,3
7,Primeira Liga 2001/2002,12/10/2001,A,União Leiria,1:1,1
8,Primeira Liga 2001/2002,19/10/2001,H,Gil Vicente,2:0,3
9,Primeira Liga 2001/2002,25/10/2001,A,SC Farense,2:0,3
10,Primeira Liga 2001/2002,02/11/2001,H,Vitória Guimarães,0:0,1
11,Primeira Liga 2001/2002,23/11/2001,A,Sporting Braga,1:0 (0:0),3
12,Primeira Liga 2001/2002,01/12/2001,H,CD Santa Clara,2:1,3
13,Primeira Liga 2001/2002,07/12/2001,A,Paços de Ferreira,1:2,0
14,Primeira Liga 2001/2002,14/12/2001,H,Sporting CP,2:2,1
15,Primeira Liga 2001/2002,22/12/2001,A,Boavista,0:1,0
16,Primeira Liga 2001/2002,04/01/2002,H,CS Marítimo,1:1,1
17,Primeira Liga 2001/2002,11/01/2002,H,Varzim SC,3:2,3
18,Primeira Liga 2001/2002,18/01/2002,A,SC Salgueiros,4:1,3
19,Primeira Liga 2001/2002,26/01/2002,A,Vitória Setúbal,1:1,1
20,Primeira Liga 2001/2002,02/02/2002,H,SC Beira-Mar,4:1,3
21,Primeira Liga 2001/2002,09/02/2002,A,FC Porto,2:3,0
22,Primeira Liga 2001/2002,16/02/2002,H,Os Belenenses,2:1,3
23,Primeira Liga 2001/2002,23/02/2002,A,FC Alverca,3:1,3
24,Primeira Liga 2001/2002,01/03/2002,H,União Leiria,0:2 (0:1),0
25,Primeira Liga 2001/2002,08/03/2002,A,Gil Vicente,2:0 (2:0),3
26,Primeira Liga 2001/2002,17/03/2002,H,SC Farense,5:0,3
27,Primeira Liga 2001/2002,22/03/2002,A,Vitória Guimarães,4:1,3
28,Primeira Liga 2001/2002,29/03/2002,H,Sporting Braga,1:1,1
29,Primeira Liga 2001/2002,05/04/2002,A,CD Santa Clara,0:0,1
30,Primeira Liga 2001/2002,13/04/2002,H,Paços de Ferreira,4:0,3
31,Primeira Liga 2001/2002,20/04/2002,A,Sporting CP,1:1,1
32,Primeira Liga 2001/2002,27/04/2002,H,Boavista,2:1,3
33,Primeira Liga 2001/2002,04/05/2002,A,CS Marítimo,2:3,0
34,Taça 2001/2002,17/11/2001,A,FC Infesta,3:0,3
35,Taça 2001/2002,11/12/2001,H,CS Marítimo,1:1 aet,1
36,Taça 2001/2002,18/12/2001,A,CS Marítimo,0:1,0
