,match_type,date,home,away,score,points
0,Champions League 2009/2010,16/09/2009,H,Rangers FC,1:1 (1:0),1
1,Champions League 2009/2010,29/09/2009,A,FC Unirea,1:1 (1:0),1
2,Champions League 2009/2010,20/10/2009,H,Sevilla FC,1:3 (0:1),0
3,Champions League 2009/2010,04/11/2009,A,Sevilla FC,1:1 (0:1),1
4,Champions League 2009/2010,24/11/2009,A,Rangers FC,2:0 (1:0),3
5,Champions League 2009/2010,09/12/2009,H,FC Unirea,3:1 (3:0),3
6,Champions League 2009/2010,23/02/2010,H,FC Barcelona,1:1 (1:0),1
7,Champions League 2009/2010,17/03/2010,A,FC Barcelona,0:4 (0:2),0
8,Champions League Qual. 2009/2010,18/08/2009,A,FC Timişoara,2:0 (2:0),3
9,Champions League Qual. 2009/2010,26/08/2009,H,FC Timişoara,0:0 (0:0),1
10,Bundesliga 2009/2010,07/08/2009,A,VfL Wolfsburg,0:2 (0:0),0
11,Bundesliga 2009/2010,15/08/2009,H,SC Freiburg,4:2 (0:0),3
12,Bundesliga 2009/2010,22/08/2009,A,Borussia Dortmund,1:1 (0:1),1
13,Bundesliga 2009/2010,29/08/2009,H,1. FC Nürnberg,0:0 (0:0),1
14,Bundesliga 2009/2010,12/09/2009,A,Hamburger SV,1:3 (0:1),0
15,Bundesliga 2009/2010,19/09/2009,H,1. FC Köln,0:2 (0:1),0
16,Bundesliga 2009/2010,26/09/2009,A,Eintracht Frankfurt,3:0 (2:0),3
17,Bundesliga 2009/2010,04/10/2009,H,Werder Bremen,0:2 (0:1),0
18,Bundesliga 2009/2010,17/10/2009,H,FC Schalke 04,1:2 (0:1),0
19,Bundesliga 2009/2010,24/10/2009,A,Hannover 96,0:1 (0:1),0
20,Bundesliga 2009/2010,31/10/2009,H,Bayern München,0:0 (0:0),1
21,Bundesliga 2009/2010,07/11/2009,A,Bor. Mönchengladbach,0:0 (0:0),1
22,Bundesliga 2009/2010,21/11/2009,H,Hertha BSC,1:1 (0:0),1
23,Bundesliga 2009/2010,29/11/2009,A,Bayer Leverkusen,0:4 (0:2),0
24,Bundesliga 2009/2010,05/12/2009,H,VfL Bochum,1:1 (0:0),1
25,Bundesliga 2009/2010,13/12/2009,A,1. FSV Mainz 05,1:1 (1:0),1
26,Bundesliga 2009/2010,19/12/2009,H,1899 Hoffenheim,3:1 (1:1),3
27,Bundesliga 2009/2010,16/01/2010,H,VfL Wolfsburg,3:1 (1:0),3
28,Bundesliga 2009/2010,22/01/2010,A,SC Freiburg,1:0 (1:0),3
29,Bundesliga 2009/2010,31/01/2010,H,Borussia Dortmund,4:1 (1:0),3
30,Bundesliga 2009/2010,06/02/2010,A,1. FC Nürnberg,2:1 (1:0),3
31,Bundesliga 2009/2010,13/02/2010,H,Hamburger SV,1:3 (0:1),0
32,Bundesliga 2009/2010,20/02/2010,A,1. FC Köln,5:1 (3:1),3
33,Bundesliga 2009/2010,27/02/2010,H,Eintracht Frankfurt,2:1 (2:1),3
34,Bundesliga 2009/2010,06/03/2010,A,Werder Bremen,2:2 (2:0),1
35,Bundesliga 2009/2010,12/03/2010,A,FC Schalke 04,1:2 (0:0),0
36,Bundesliga 2009/2010,20/03/2010,H,Hannover 96,2:0 (1:0),3
37,Bundesliga 2009/2010,27/03/2010,A,Bayern München,2:1 (1:1),3
38,Bundesliga 2009/2010,03/04/2010,H,Bor. Mönchengladbach,2:1 (0:1),3
39,Bundesliga 2009/2010,10/04/2010,A,Hertha BSC,1:0 (0:0),3
40,Bundesliga 2009/2010,17/04/2010,H,Bayer Leverkusen,2:1 (1:1),3
41,Bundesliga 2009/2010,23/04/2010,A,VfL Bochum,2:0 (2:0),3
42,Bundesliga 2009/2010,01/05/2010,H,1. FSV Mainz 05,2:2 (0:0),1
43,Bundesliga 2009/2010,08/05/2010,A,1899 Hoffenheim,1:1 (1:1),1
44,DFB-Pokal 2009/2010,01/08/2009,A,SG Sonnenhof Großaspach,4:1 (0:1),3
45,DFB-Pokal 2009/2010,23/09/2009,A,VfB Lübeck,"3:1 (0:1, 1:1) aet",3
46,DFB-Pokal 2009/2010,27/10/2009,A,SpVgg Greuther Fürth,0:1 (0:1),0
