,match_type,date,home,away,score,points
0,Segunda División 2001/2002,24/08/2001,H,Real Jaén,2:0,3
1,Segunda División 2001/2002,31/08/2001,A,SD Eibar,3:0,3
2,Segunda División 2001/2002,07/09/2001,H,Racing Ferrol,1:1,1
3,Segunda División 2001/2002,15/09/2001,A,CD Leganés,3:0,3
4,Segunda División 2001/2002,21/09/2001,H,Levante UD,2:1,3
5,Segunda División 2001/2002,28/09/2001,A,UD Salamanca,0:0,1
6,Segunda División 2001/2002,01/10/2001,H,Recreativo Huelva,1:1,1
7,Segunda División 2001/2002,06/10/2001,A,Sporting Gijón,1:2,0
8,Segunda División 2001/2002,13/10/2001,H,CD Badajoz,1:0,3
9,Segunda División 2001/2002,20/10/2001,A,CD Numancia,2:1,3
10,Segunda División 2001/2002,26/10/2001,H,Albacete,3:2,3
11,Segunda División 2001/2002,02/11/2001,A,Córdoba CF,2:0,3
12,Segunda División 2001/2002,06/11/2001,H,Elche CF,4:0,3
13,Segunda División 2001/2002,10/11/2001,A,Real Murcia,1:3,0
14,Segunda División 2001/2002,17/11/2001,A,Xerez CD,1:0,3
15,Segunda División 2001/2002,23/11/2001,H,Polideportivo Ejido,1:0,3
16,Segunda División 2001/2002,01/12/2001,A,Gimnàstic,2:1,3
17,Segunda División 2001/2002,08/12/2001,H,Real Oviedo,0:0,1
18,Segunda División 2001/2002,15/12/2001,A,CF Extremadura,0:2,0
19,Segunda División 2001/2002,21/12/2001,H,Racing Santander,2:0,3
20,Segunda División 2001/2002,05/01/2002,A,Burgos CF,4:0,3
21,Segunda División 2001/2002,12/01/2002,A,Real Jaén,0:1,0
22,Segunda División 2001/2002,18/01/2002,H,SD Eibar,1:0,3
23,Segunda División 2001/2002,25/01/2002,A,Racing Ferrol,1:1,1
24,Segunda División 2001/2002,01/02/2002,H,CD Leganés,0:2,0
25,Segunda División 2001/2002,06/02/2002,A,Levante UD,4:2,3
26,Segunda División 2001/2002,09/02/2002,H,UD Salamanca,2:1,3
27,Segunda División 2001/2002,15/02/2002,A,Recreativo Huelva,3:1,3
28,Segunda División 2001/2002,23/02/2002,H,Sporting Gijón,0:1,0
29,Segunda División 2001/2002,02/03/2002,A,CD Badajoz,1:0,3
30,Segunda División 2001/2002,08/03/2002,H,CD Numancia,2:2,1
31,Segunda División 2001/2002,15/03/2002,A,Albacete,1:2,0
32,Segunda División 2001/2002,22/03/2002,H,Córdoba CF,0:0,1
33,Segunda División 2001/2002,29/03/2002,A,Elche CF,1:5,0
34,Segunda División 2001/2002,05/04/2002,H,Real Murcia,4:2,3
35,Segunda División 2001/2002,13/04/2002,H,Xerez CD,0:0,1
36,Segunda División 2001/2002,19/04/2002,A,Polideportivo Ejido,2:1,3
37,Segunda División 2001/2002,26/04/2002,H,Gimnàstic,3:3,1
38,Segunda División 2001/2002,04/05/2002,A,Real Oviedo,3:2,3
39,Segunda División 2001/2002,10/05/2002,H,CF Extremadura,3:2,3
40,Segunda División 2001/2002,18/05/2002,A,Racing Santander,0:1,0
41,Segunda División 2001/2002,24/05/2002,H,Burgos CF,1:1,1
42,Copa del Rey 2001/2002,10/10/2001,H,Rayo Vallecano,1:3 (1:2),0
