,match_type,date,home,away,score,points
0,Champions League 2001/2002,11/09/2001,A,AS Roma,2:1 (0:0),3
1,Champions League 2001/2002,19/09/2001,H,Lokomotiv Moskva,4:0 (1:0),3
2,Champions League 2001/2002,26/09/2001,H,RSC Anderlecht,4:1 (0:1),3
3,Champions League 2001/2002,16/10/2001,A,RSC Anderlecht,2:0 (2:0),3
4,Champions League 2001/2002,24/10/2001,H,AS Roma,1:1 (0:1),1
5,Champions League 2001/2002,30/10/2001,A,Lokomotiv Moskva,0:2 (0:1),0
6,Champions League 2001/2002,21/11/2001,A,Sparta Praha,3:2 (2:1),3
7,Champions League 2001/2002,04/12/2001,H,Panathinaikos,3:0 (1:0),3
8,Champions League 2001/2002,19/02/2002,H,FC Porto,1:0 (0:0),3
9,Champions League 2001/2002,27/02/2002,A,FC Porto,2:1 (2:1),3
10,Champions League 2001/2002,12/03/2002,H,Sparta Praha,3:0 (0:0),3
11,Champions League 2001/2002,20/03/2002,A,Panathinaikos,2:2 (1:1),1
12,Champions League 2001/2002,02/04/2002,A,Bayern München,1:2 (1:0),0
13,Champions League 2001/2002,10/04/2002,H,Bayern München,2:0 (0:0),3
14,Champions League 2001/2002,23/04/2002,A,FC Barcelona,2:0 (0:0),3
15,Champions League 2001/2002,01/05/2002,H,FC Barcelona,1:1 (1:0),1
16,Champions League 2001/2002,15/05/2002,N,Bayer Leverkusen,2:1 (2:1),3
17,Primera División 2001/2002,24/08/2001,A,Valencia CF,0:1 (0:1),0
18,Primera División 2001/2002,07/09/2001,H,Málaga CF,1:1 (1:0),1
19,Primera División 2001/2002,14/09/2001,A,Real Betis,1:3 (1:1),0
20,Primera División 2001/2002,21/09/2001,H,Espanyol Barcelona,5:1 (3:0),3
21,Primera División 2001/2002,28/09/2001,H,Real Valladolid,2:2 (2:1),1
22,Primera División 2001/2002,02/10/2001,A,UD Las Palmas,2:4 (2:2),0
23,Primera División 2001/2002,05/10/2001,H,Athletic Bilbao,2:0 (0:0),3
24,Primera División 2001/2002,12/10/2001,A,CD Alavés,0:0 (0:0),1
25,Primera División 2001/2002,20/10/2001,H,Celta Vigo,1:1 (1:1),1
26,Primera División 2001/2002,26/10/2001,A,Villarreal CF,3:2 (0:1),3
27,Primera División 2001/2002,03/11/2001,H,FC Barcelona,2:0 (1:0),3
28,Primera División 2001/2002,10/11/2001,A,Real Zaragoza,1:2 (0:1),0
29,Primera División 2001/2002,16/11/2001,H,Sevilla FC,2:1 (1:0),3
30,Primera División 2001/2002,24/11/2001,A,Rayo Vallecano,3:0 (2:0),3
31,Primera División 2001/2002,30/11/2001,H,CA Osasuna,2:1 (2:0),3
32,Primera División 2001/2002,07/12/2001,A,CD Tenerife,2:0 (1:0),3
33,Primera División 2001/2002,14/12/2001,H,Real Sociedad,3:1 (1:1),3
34,Primera División 2001/2002,22/12/2001,A,RCD Mallorca,1:1 (0:0),1
35,Primera División 2001/2002,04/01/2002,H,Deportivo La Coruña,3:1 (2:1),3
36,Primera División 2001/2002,12/01/2002,H,Valencia CF,1:0 (0:0),3
37,Primera División 2001/2002,18/01/2002,A,Málaga CF,1:1 (0:1),1
38,Primera División 2001/2002,26/01/2002,H,Real Betis,1:1 (1:0),1
39,Primera División 2001/2002,02/02/2002,A,Espanyol Barcelona,1:2 (1:1),0
40,Primera División 2001/2002,05/02/2002,A,Real Valladolid,1:2 (0:0),0
41,Primera División 2001/2002,09/02/2002,H,UD Las Palmas,7:0 (3:0),3
42,Primera División 2001/2002,15/02/2002,A,Athletic Bilbao,1:2 (0:2),0
43,Primera División 2001/2002,22/02/2002,H,CD Alavés,3:1 (1:1),3
44,Primera División 2001/2002,01/03/2002,A,Celta Vigo,1:0 (0:0),3
45,Primera División 2001/2002,08/03/2002,H,Villarreal CF,3:0 (1:0),3
46,Primera División 2001/2002,15/03/2002,A,FC Barcelona,1:1 (1:0),1
47,Primera División 2001/2002,23/03/2002,H,Real Zaragoza,3:1 (1:0),3
48,Primera División 2001/2002,29/03/2002,A,Sevilla FC,1:0 (1:0),3
49,Primera División 2001/2002,06/04/2002,H,Rayo Vallecano,3:1 (2:0),3
50,Primera División 2001/2002,13/04/2002,A,CA Osasuna,1:3 (0:2),0
51,Primera División 2001/2002,19/04/2002,H,CD Tenerife,4:1 (2:1),3
52,Primera División 2001/2002,26/04/2002,A,Real Sociedad,0:3 (0:0),0
53,Primera División 2001/2002,04/05/2002,H,RCD Mallorca,0:0 (0:0),1
54,Primera División 2001/2002,09/05/2002,A,Deportivo La Coruña,0:3 (0:1),0
55,Copa del Rey 2001/2002,10/10/2001,A,UD Pájara Playas,4:0 (1:0),3
56,Copa del Rey 2001/2002,28/11/2001,A,UD Lanzarote,3:1 (1:1),3
57,Copa del Rey 2001/2002,12/12/2001,A,Gimnàstic,0:1 (0:0),0
58,Copa del Rey 2001/2002,18/12/2001,H,Gimnàstic,4:2 (3:2),3
59,Copa del Rey 2001/2002,08/01/2002,H,Rayo Vallecano,4:0 (1:0),3
60,Copa del Rey 2001/2002,16/01/2002,A,Rayo Vallecano,0:1 (0:0),0
61,Copa del Rey 2001/2002,23/01/2002,A,Athletic Bilbao,1:2 (1:0),0
62,Copa del Rey 2001/2002,31/01/2002,H,Athletic Bilbao,3:0 (0:0),3
63,Copa del Rey 2001/2002,06/03/2002,N,Deportivo La Coruña,1:2 (0:2),0
64,Supercopa 2001,19/08/2001,A,Real Zaragoza,1:1 (0:0),1
65,Supercopa 2001,22/08/2001,H,Real Zaragoza,3:0 (0:0),3
