,match_type,date,home,away,score,points
0,Europa League 1992/1993,15/09/1992,A,FC Politechnica Timisoara,1:1 (1:0),1
1,Europa League 1992/1993,29/09/1992,H,FC Politechnica Timisoara,4:0 (1:0),3
2,Europa League 1992/1993,21/10/1992,H,Torpedo Moskva,5:2 (3:2),3
3,Europa League 1992/1993,03/11/1992,A,Torpedo Moskva,2:3 (1:1),0
4,Europa League 1992/1993,25/11/1992,A,Vitesse,1:0 (0:0),3
5,Europa League 1992/1993,09/12/1992,H,Vitesse,1:0 (1:0),3
6,Europa League 1992/1993,01/03/1993,H,Paris Saint-Germain,3:1 (2:0),3
7,Europa League 1992/1993,17/03/1993,A,Paris Saint-Germain,1:4 (0:1),0
8,Primera División 1992/1993,04/09/1992,A,FC Barcelona,1:2 (0:1),0
9,Primera División 1992/1993,12/09/1992,H,Real Burgos,3:0 (1:0),3
10,Primera División 1992/1993,19/09/1992,A,Sporting Gijón,0:0 (0:0),1
11,Primera División 1992/1993,25/09/1992,H,Albacete,3:0 (0:0),3
12,Primera División 1992/1993,03/10/1992,A,Deportivo La Coruña,2:3 (2:1),0
13,Primera División 1992/1993,08/10/1992,H,Valencia CF,2:0 (0:0),3
14,Primera División 1992/1993,18/10/1992,A,CD Logroñés,3:0 (1:0),3
15,Primera División 1992/1993,24/10/1992,H,Athletic Bilbao,2:0 (1:0),3
16,Primera División 1992/1993,30/10/1992,A,Real Zaragoza,1:0 (1:0),3
17,Primera División 1992/1993,07/11/1992,H,Espanyol Barcelona,3:1 (0:1),3
18,Primera División 1992/1993,20/11/1992,A,Cádiz CF,1:1 (0:0),1
19,Primera División 1992/1993,28/11/1992,H,Real Oviedo,3:2 (1:1),3
20,Primera División 1992/1993,05/12/1992,A,Rayo Vallecano,0:2 (0:2),0
21,Primera División 1992/1993,12/12/1992,H,Celta Vigo,1:0 (0:0),3
22,Primera División 1992/1993,18/12/1992,A,Sevilla FC,0:2 (0:1),0
23,Primera División 1992/1993,02/01/1993,H,CA Osasuna,3:0 (0:0),3
24,Primera División 1992/1993,09/01/1993,A,Real Sociedad,5:1 (2:1),3
25,Primera División 1992/1993,15/01/1993,A,Atlético Madrid,1:1 (1:1),1
26,Primera División 1992/1993,23/01/1993,H,CD Tenerife,3:0 (1:0),3
27,Primera División 1992/1993,29/01/1993,H,FC Barcelona,2:1 (2:1),3
28,Primera División 1992/1993,06/02/1993,A,Real Burgos,2:1 (1:0),3
29,Primera División 1992/1993,13/02/1993,H,Sporting Gijón,0:0 (0:0),1
30,Primera División 1992/1993,20/02/1993,A,Albacete,3:0 (0:0),3
31,Primera División 1992/1993,26/02/1993,H,Deportivo La Coruña,2:1 (0:1),3
32,Primera División 1992/1993,06/03/1993,A,Valencia CF,2:1 (0:1),3
33,Primera División 1992/1993,13/03/1993,H,CD Logroñés,2:2 (0:0),1
34,Primera División 1992/1993,20/03/1993,A,Athletic Bilbao,1:1 (1:0),1
35,Primera División 1992/1993,03/04/1993,H,Real Zaragoza,4:0 (3:0),3
36,Primera División 1992/1993,10/04/1993,A,Espanyol Barcelona,3:1 (1:1),3
37,Primera División 1992/1993,17/04/1993,H,Cádiz CF,3:1 (0:1),3
38,Primera División 1992/1993,30/04/1993,A,Real Oviedo,4:0 (2:0),3
39,Primera División 1992/1993,08/05/1993,H,Rayo Vallecano,1:1 (0:0),1
40,Primera División 1992/1993,14/05/1993,A,Celta Vigo,1:1 (1:0),1
41,Primera División 1992/1993,22/05/1993,H,Sevilla FC,5:0 (4:0),3
42,Primera División 1992/1993,29/05/1993,A,CA Osasuna,0:0 (0:0),1
43,Primera División 1992/1993,04/06/1993,H,Real Sociedad,2:0 (0:0),3
44,Primera División 1992/1993,11/06/1993,H,Atlético Madrid,1:0 (0:0),3
45,Primera División 1992/1993,19/06/1993,A,CD Tenerife,0:2 (0:2),0
46,Copa del Rey 1992/1993,25/06/1993,N,Real Zaragoza,2:0 (1:0),3
