,match_type,date,home,away,score,points
0,Champions League 2007/2008,18/09/2007,H,Werder Bremen,2:1 (1:1),3
1,Champions League 2007/2008,03/10/2007,A,Lazio Roma,2:2 (1:1),1
2,Champions League 2007/2008,24/10/2007,H,Olympiakos Piräus,4:2 (1:1),3
3,Champions League 2007/2008,06/11/2007,A,Olympiakos Piräus,0:0 (0:0),1
4,Champions League 2007/2008,28/11/2007,A,Werder Bremen,2:3 (1:2),0
5,Champions League 2007/2008,11/12/2007,H,Lazio Roma,3:1 (3:0),3
6,Champions League 2007/2008,19/02/2008,A,AS Roma,1:2 (1:1),0
7,Champions League 2007/2008,05/03/2008,H,AS Roma,1:2 (0:0),0
8,Primera División 2007/2008,25/08/2007,H,Atlético Madrid,2:1 (1:1),3
9,Primera División 2007/2008,02/09/2007,A,Villarreal CF,5:0 (1:0),3
10,Primera División 2007/2008,15/09/2007,H,UD Almería,3:1 (1:0),3
11,Primera División 2007/2008,23/09/2007,A,Real Valladolid,1:1 (0:0),1
12,Primera División 2007/2008,27/09/2007,H,Real Betis,2:0 (0:0),3
13,Primera División 2007/2008,30/09/2007,A,Getafe CF,1:0 (0:0),3
14,Primera División 2007/2008,07/10/2007,H,Recreativo Huelva,2:0 (0:0),3
15,Primera División 2007/2008,20/10/2007,A,Espanyol Barcelona,1:2 (0:1),0
16,Primera División 2007/2008,28/10/2007,H,Deportivo La Coruña,3:1 (1:1),3
17,Primera División 2007/2008,31/10/2007,A,Valencia CF,5:1 (4:0),3
18,Primera División 2007/2008,03/11/2007,A,Sevilla FC,0:2 (0:2),0
19,Primera División 2007/2008,11/11/2007,H,RCD Mallorca,4:3 (2:2),3
20,Primera División 2007/2008,24/11/2007,A,Real Murcia,1:1 (1:0),1
21,Primera División 2007/2008,01/12/2007,H,Racing Santander,3:1 (2:0),3
22,Primera División 2007/2008,08/12/2007,A,Athletic Bilbao,1:0 (0:0),3
23,Primera División 2007/2008,16/12/2007,H,CA Osasuna,2:0 (1:0),3
24,Primera División 2007/2008,23/12/2007,A,FC Barcelona,1:0 (1:0),3
25,Primera División 2007/2008,06/01/2008,H,Real Zaragoza,2:0 (0:0),3
26,Primera División 2007/2008,13/01/2008,A,Levante UD,2:0 (0:0),3
27,Primera División 2007/2008,20/01/2008,A,Atlético Madrid,2:0 (2:0),3
28,Primera División 2007/2008,27/01/2008,H,Villarreal CF,3:2 (1:1),3
29,Primera División 2007/2008,02/02/2008,A,UD Almería,0:2 (0:1),0
30,Primera División 2007/2008,10/02/2008,H,Real Valladolid,7:0 (5:0),3
31,Primera División 2007/2008,16/02/2008,A,Real Betis,1:2 (1:2),0
32,Primera División 2007/2008,24/02/2008,H,Getafe CF,0:1 (0:0),0
33,Primera División 2007/2008,01/03/2008,A,Recreativo Huelva,3:2 (1:1),3
34,Primera División 2007/2008,08/03/2008,H,Espanyol Barcelona,2:1 (1:1),3
35,Primera División 2007/2008,15/03/2008,A,Deportivo La Coruña,0:1 (0:0),0
36,Primera División 2007/2008,23/03/2008,H,Valencia CF,2:3 (1:1),0
37,Primera División 2007/2008,30/03/2008,H,Sevilla FC,3:1 (2:1),3
38,Primera División 2007/2008,05/04/2008,A,RCD Mallorca,1:1 (1:0),1
39,Primera División 2007/2008,13/04/2008,H,Real Murcia,1:0 (0:0),3
40,Primera División 2007/2008,20/04/2008,A,Racing Santander,2:0 (1:0),3
41,Primera División 2007/2008,27/04/2008,H,Athletic Bilbao,3:0 (1:0),3
42,Primera División 2007/2008,04/05/2008,A,CA Osasuna,2:1 (0:0),3
43,Primera División 2007/2008,07/05/2008,H,FC Barcelona,4:1 (2:0),3
44,Primera División 2007/2008,11/05/2008,A,Real Zaragoza,2:2 (1:1),1
45,Primera División 2007/2008,18/05/2008,H,Levante UD,5:2 (3:0),3
46,Copa del Rey 2007/2008,19/12/2007,A,Alicante CF,1:1,1
47,Copa del Rey 2007/2008,02/01/2008,H,Alicante CF,2:1,3
48,Copa del Rey 2007/2008,10/01/2008,A,RCD Mallorca,1:2,0
49,Copa del Rey 2007/2008,16/01/2008,H,RCD Mallorca,0:1,0
50,Supercopa 2007,11/08/2007,A,Sevilla FC,0:1 (0:1),0
51,Supercopa 2007,19/08/2007,H,Sevilla FC,3:5 (2:3),0
