,match_type,date,home,away,score,points
0,Premier League 1990/1991,24/08/1990,A,Tottenham Hotspur,1:3 (1:1),0
1,Premier League 1990/1991,31/08/1990,H,Everton FC,1:0 (1:0),3
2,Premier League 1990/1991,04/09/1990,H,Aston Villa,2:1 (0:0),3
3,Premier League 1990/1991,07/09/1990,A,Sheffield United,1:1 (0:0),1
4,Premier League 1990/1991,14/09/1990,H,Norwich City,2:1 (2:0),3
5,Premier League 1990/1991,21/09/1990,A,Chelsea FC,1:1 (1:0),1
6,Premier League 1990/1991,28/09/1990,A,Wimbledon FC,1:1 (0:0),1
7,Premier League 1990/1991,06/10/1990,H,Coventry City,2:0 (0:0),3
8,Premier League 1990/1991,20/10/1990,A,Derby County,1:1 (1:0),1
9,Premier League 1990/1991,27/10/1990,H,Manchester United,3:3 (2:1),1
10,Premier League 1990/1991,02/11/1990,A,Sunderland AFC,1:1 (0:1),1
11,Premier League 1990/1991,10/11/1990,H,Leeds United,2:3 (0:2),0
12,Premier League 1990/1991,16/11/1990,A,Luton Town,2:2 (2:0),1
13,Premier League 1990/1991,23/11/1990,A,Liverpool FC,2:2 (0:0),1
14,Premier League 1990/1991,30/11/1990,H,Queens Park Rangers,2:1 (1:0),3
15,Premier League 1990/1991,14/12/1990,H,Tottenham Hotspur,2:1 (0:1),3
16,Premier League 1990/1991,21/12/1990,H,Crystal Palace,0:2 (0:1),0
17,Premier League 1990/1991,25/12/1990,A,Southampton FC,1:2 (1:1),0
18,Premier League 1990/1991,28/12/1990,A,Nottingham Forest,3:1 (2:1),3
19,Premier League 1990/1991,31/12/1990,H,Arsenal FC,0:1 (0:0),0
20,Premier League 1990/1991,12/01/1991,A,Everton FC,0:2 (0:2),0
21,Premier League 1990/1991,18/01/1991,H,Sheffield United,2:0 (1:0),3
22,Premier League 1990/1991,01/02/1991,A,Norwich City,2:1 (2:0),3
23,Premier League 1990/1991,08/02/1991,H,Chelsea FC,2:1 (2:0),3
24,Premier League 1990/1991,01/03/1991,A,Queens Park Rangers,0:1 (0:1),0
25,Premier League 1990/1991,04/03/1991,H,Luton Town,3:0 (3:0),3
26,Premier League 1990/1991,08/03/1991,H,Liverpool FC,0:3 (0:3),0
27,Premier League 1990/1991,15/03/1991,H,Wimbledon FC,1:1 (1:1),1
28,Premier League 1990/1991,22/03/1991,A,Coventry City,1:3 (0:2),0
29,Premier League 1990/1991,29/03/1991,H,Southampton FC,3:3 (0:0),1
30,Premier League 1990/1991,31/03/1991,A,Crystal Palace,3:1 (2:0),3
31,Premier League 1990/1991,05/04/1991,H,Nottingham Forest,3:1 (3:0),3
32,Premier League 1990/1991,09/04/1991,A,Leeds United,2:1 (1:1),3
33,Premier League 1990/1991,16/04/1991,A,Arsenal FC,2:2 (2:2),1
34,Premier League 1990/1991,19/04/1991,H,Derby County,2:1 (1:0),3
35,Premier League 1990/1991,22/04/1991,A,Aston Villa,5:1 (2:0),3
36,Premier League 1990/1991,03/05/1991,A,Manchester United,0:1 (0:1),0
37,Premier League 1990/1991,10/05/1991,H,Sunderland AFC,3:2 (2:2),3
38,FA Cup 1990/1991,05/01/1991,A,Burnley FC,1:0,3
39,FA Cup 1990/1991,25/01/1991,A,Port Vale FC,2:1,3
40,FA Cup 1990/1991,15/02/1991,A,Notts County,0:1,0
41,League Cup 1990/1991,29/10/1990,H,Arsenal FC,1:2,0
