,match_type,date,home,away,score,points
0,Europa League 1979/1980,19/09/1979,H,Real Sociedad,3:0 (0:0),3
1,Europa League 1979/1980,03/10/1979,A,Real Sociedad,0:2 (0:1),0
2,Europa League 1979/1980,24/10/1979,A,Bor. Mönchengladbach,1:1 (0:1),1
3,Europa League 1979/1980,06/11/1979,H,Bor. Mönchengladbach,"2:3 (1:1, 1:1) aet",0
4,Serie A 1979/1980,16/09/1979,H,Pescara Calcio,2:0 (1:0),3
5,Serie A 1979/1980,23/09/1979,A,Udinese Calcio,1:1 (1:0),1
6,Serie A 1979/1980,30/09/1979,H,Lazio Roma,2:1 (1:1),3
7,Serie A 1979/1980,07/10/1979,A,Bologna FC,2:1 (2:1),3
8,Serie A 1979/1980,11/10/1979,H,Juventus,4:0 (0:0),3
9,Serie A 1979/1980,14/10/1979,H,SSC Napoli,1:0 (0:0),3
10,Serie A 1979/1980,21/10/1979,A,US Catanzaro,0:0 (0:0),1
11,Serie A 1979/1980,28/10/1979,H,AC Milan,2:0 (1:0),3
12,Serie A 1979/1980,03/11/1979,A,Torino FC,0:0 (0:0),1
13,Serie A 1979/1980,24/11/1979,A,US Avellino,0:0 (0:0),1
14,Serie A 1979/1980,01/12/1979,A,Cagliari Calcio,1:1 (0:0),1
15,Serie A 1979/1980,08/12/1979,H,AC Perugia,3:2 (1:1),3
16,Serie A 1979/1980,15/12/1979,A,AS Roma,0:1 (0:0),0
17,Serie A 1979/1980,29/12/1979,H,ACF Fiorentina,0:0 (0:0),1
18,Serie A 1979/1980,05/01/1980,A,Ascoli Calcio,1:1 (1:0),1
19,Serie A 1979/1980,12/01/1980,A,Pescara Calcio,2:0 (1:0),3
20,Serie A 1979/1980,19/01/1980,H,Udinese Calcio,2:1 (1:1),3
21,Serie A 1979/1980,26/01/1980,A,Lazio Roma,0:0 (0:0),1
22,Serie A 1979/1980,02/02/1980,H,Bologna FC,0:0 (0:0),1
23,Serie A 1979/1980,09/02/1980,A,SSC Napoli,4:3 (2:2),3
24,Serie A 1979/1980,23/02/1980,H,US Catanzaro,3:1 (2:0),3
25,Serie A 1979/1980,01/03/1980,A,AC Milan,1:0 (0:0),3
26,Serie A 1979/1980,08/03/1980,H,Torino FC,1:1 (0:1),1
27,Serie A 1979/1980,23/03/1980,A,Juventus,0:2 (0:1),0
28,Serie A 1979/1980,30/03/1980,H,US Avellino,3:0 (1:0),3
29,Serie A 1979/1980,05/04/1980,H,Cagliari Calcio,3:3 (1:2),1
30,Serie A 1979/1980,12/04/1980,A,AC Perugia,0:0 (0:0),1
31,Serie A 1979/1980,26/04/1980,H,AS Roma,2:2 (1:2),1
32,Serie A 1979/1980,03/05/1980,A,ACF Fiorentina,2:0 (2:0),3
33,Serie A 1979/1980,10/05/1980,H,Ascoli Calcio,2:4 (0:2),0
