,match_type,date,home,away,score,points
0,Primera División 2013/2014,19/08/2013,A,UD Almería,3:2 (0:1),3
1,Primera División 2013/2014,24/08/2013,H,Real Valladolid,2:1 (1:1),3
2,Primera División 2013/2014,31/08/2013,A,CA Osasuna,3:0 (2:0),3
3,Primera División 2013/2014,14/09/2013,H,Real Madrid,2:2 (1:1),1
4,Primera División 2013/2014,22/09/2013,A,Celta Vigo,0:0 (0:0),1
5,Primera División 2013/2014,26/09/2013,H,Espanyol Barcelona,2:1 (1:0),3
6,Primera División 2013/2014,29/09/2013,A,Real Betis,0:1 (0:1),0
7,Primera División 2013/2014,04/10/2013,H,Granada CF,3:0 (1:0),3
8,Primera División 2013/2014,21/10/2013,A,Athletic Bilbao,0:2 (0:2),0
9,Primera División 2013/2014,27/10/2013,H,Valencia CF,4:1 (2:0),3
10,Primera División 2013/2014,31/10/2013,H,Getafe CF,0:2 (0:1),0
11,Primera División 2013/2014,04/11/2013,A,Elche CF,1:0 (0:0),3
12,Primera División 2013/2014,10/11/2013,H,Atlético Madrid,1:1 (0:1),1
13,Primera División 2013/2014,24/11/2013,A,Levante UD,3:0 (1:0),3
14,Primera División 2013/2014,29/11/2013,H,Málaga CF,1:1 (1:0),1
15,Primera División 2013/2014,14/12/2013,A,FC Barcelona,1:2 (0:1),0
16,Primera División 2013/2014,21/12/2013,H,Sevilla FC,1:2 (0:1),0
17,Primera División 2013/2014,06/01/2014,A,Rayo Vallecano,5:2 (3:0),3
18,Primera División 2013/2014,13/01/2014,H,Real Sociedad,5:1 (3:0),3
19,Primera División 2013/2014,19/01/2014,H,UD Almería,2:0 (1:0),3
20,Primera División 2013/2014,25/01/2014,A,Real Valladolid,0:1 (0:1),0
21,Primera División 2013/2014,03/02/2014,H,CA Osasuna,3:1 (0:0),3
22,Primera División 2013/2014,08/02/2014,A,Real Madrid,2:4 (1:2),0
23,Primera División 2013/2014,15/02/2014,H,Celta Vigo,0:2 (0:0),0
24,Primera División 2013/2014,24/02/2014,A,Espanyol Barcelona,2:1 (1:0),3
25,Primera División 2013/2014,02/03/2014,H,Real Betis,1:1 (0:0),1
26,Primera División 2013/2014,08/03/2014,A,Granada CF,0:2 (0:2),0
27,Primera División 2013/2014,17/03/2014,H,Athletic Bilbao,1:1 (0:0),1
28,Primera División 2013/2014,23/03/2014,A,Valencia CF,1:2 (0:2),0
29,Primera División 2013/2014,27/03/2014,A,Getafe CF,1:0 (1:0),3
30,Primera División 2013/2014,30/03/2014,H,Elche CF,1:1 (1:1),1
31,Primera División 2013/2014,05/04/2014,A,Atlético Madrid,0:1 (0:1),0
32,Primera División 2013/2014,12/04/2014,H,Levante UD,1:0 (0:0),3
33,Primera División 2013/2014,21/04/2014,A,Málaga CF,0:2 (0:1),0
34,Primera División 2013/2014,27/04/2014,H,FC Barcelona,2:3 (1:0),0
35,Primera División 2013/2014,04/05/2014,A,Sevilla FC,0:0 (0:0),1
36,Primera División 2013/2014,10/05/2014,H,Rayo Vallecano,4:0 (2:0),3
37,Primera División 2013/2014,18/05/2014,A,Real Sociedad,2:1 (1:0),3
38,Copa del Rey 2013/2014,06/12/2013,H,Elche CF,2:2 (1:0),1
39,Copa del Rey 2013/2014,17/12/2013,A,Elche CF,1:0 (0:0),3
40,Copa del Rey 2013/2014,09/01/2014,A,Real Sociedad,0:0 (0:0),1
41,Copa del Rey 2013/2014,16/01/2014,H,Real Sociedad,0:1 (0:1),0
