,match_type,date,home,away,score,points
0,Segunda División 1999/2000,20/08/1999,A,UE Lleida,2:2,1
1,Segunda División 1999/2000,28/08/1999,H,UD Salamanca,0:0,1
2,Segunda División 1999/2000,04/09/1999,A,Albacete,2:0,3
3,Segunda División 1999/2000,11/09/1999,H,CD Badajoz,0:0,1
4,Segunda División 1999/2000,18/09/1999,A,Getafe CF,2:0,3
5,Segunda División 1999/2000,25/09/1999,H,SD Eibar,1:5,0
6,Segunda División 1999/2000,02/10/1999,A,Elche CF,0:1,0
7,Segunda División 1999/2000,08/10/1999,H,CF Extremadura,3:0,3
8,Segunda División 1999/2000,11/10/1999,H,Levante UD,1:1,1
9,Segunda División 1999/2000,16/10/1999,A,CD Tenerife,1:3,0
10,Segunda División 1999/2000,23/10/1999,H,Sporting Gijón,1:2,0
11,Segunda División 1999/2000,30/10/1999,A,Recreativo Huelva,4:0,3
12,Segunda División 1999/2000,06/11/1999,H,CD Toledo,4:1,3
13,Segunda División 1999/2000,13/11/1999,A,CP Mérida,1:1,1
14,Segunda División 1999/2000,20/11/1999,H,Atlético Madrid B,1:2,0
15,Segunda División 1999/2000,27/11/1999,A,CD Leganés,0:1,0
16,Segunda División 1999/2000,04/12/1999,H,CA Osasuna,1:0,3
17,Segunda División 1999/2000,10/12/1999,A,SD Compostela,1:1,1
18,Segunda División 1999/2000,18/12/1999,H,Córdoba CF,2:1,3
19,Segunda División 1999/2000,03/01/2000,A,UD Las Palmas,1:2,0
20,Segunda División 1999/2000,07/01/2000,H,CD Logroñés,1:0,3
21,Segunda División 1999/2000,15/01/2000,H,UE Lleida,2:3,0
22,Segunda División 1999/2000,22/01/2000,A,UD Salamanca,2:0,3
23,Segunda División 1999/2000,28/01/2000,H,Albacete,2:0,3
24,Segunda División 1999/2000,05/02/2000,A,CD Badajoz,1:1,1
25,Segunda División 1999/2000,12/02/2000,H,Getafe CF,2:1,3
26,Segunda División 1999/2000,19/02/2000,A,SD Eibar,1:2,0
27,Segunda División 1999/2000,26/02/2000,H,Elche CF,1:0,3
28,Segunda División 1999/2000,04/03/2000,A,CF Extremadura,1:4,0
29,Segunda División 1999/2000,11/03/2000,A,Levante UD,0:0,1
30,Segunda División 1999/2000,18/03/2000,H,CD Tenerife,0:0,1
31,Segunda División 1999/2000,25/03/2000,A,Sporting Gijón,2:1,3
32,Segunda División 1999/2000,01/04/2000,H,Recreativo Huelva,1:1,1
33,Segunda División 1999/2000,08/04/2000,A,CD Toledo,3:1,3
34,Segunda División 1999/2000,15/04/2000,H,CP Mérida,1:0,3
35,Segunda División 1999/2000,22/04/2000,A,Atlético Madrid B,4:1,3
36,Segunda División 1999/2000,29/04/2000,H,CD Leganés,2:0,3
37,Segunda División 1999/2000,06/05/2000,A,CA Osasuna,1:3,0
38,Segunda División 1999/2000,12/05/2000,H,SD Compostela,1:1,1
39,Segunda División 1999/2000,19/05/2000,A,Córdoba CF,4:2,3
40,Segunda División 1999/2000,27/05/2000,H,UD Las Palmas,1:1,1
41,Segunda División 1999/2000,03/06/2000,A,CD Logroñés,0:1,0
42,Copa del Rey 1999/2000,10/11/1999,H,CD Leganés,0:1 (0:0),0
43,Copa del Rey 1999/2000,01/12/1999,A,CD Leganés,"3:0 (0:0, 1:0) aet",3
44,Copa del Rey 1999/2000,14/12/1999,A,Barakaldo CF,0:0 (0:0),1
45,Copa del Rey 1999/2000,11/01/2000,H,Barakaldo CF,1:0 (0:0),3
46,Copa del Rey 1999/2000,19/01/2000,A,SD Compostela,0:3 (0:2),0
47,Copa del Rey 1999/2000,01/02/2000,H,SD Compostela,"2:4 (0:0, 3:0, 3:0) pso",0
