,match_type,date,home,away,score,points
0,Europa League 2009/2010,17/09/2009,A,CD Nacional,3:2 (1:0),3
1,Europa League 2009/2010,01/10/2009,H,Athletic Bilbao,3:1 (2:0),3
2,Europa League 2009/2010,22/10/2009,A,Austria Wien,2:2 (1:0),1
3,Europa League 2009/2010,05/11/2009,H,Austria Wien,2:0 (0:0),3
4,Europa League 2009/2010,03/12/2009,H,CD Nacional,4:1 (2:0),3
5,Europa League 2009/2010,16/12/2009,A,Athletic Bilbao,3:0 (3:0),3
6,Europa League 2009/2010,18/02/2010,A,FC Twente,0:1 (0:1),0
7,Europa League 2009/2010,25/02/2010,H,FC Twente,4:1 (3:1),3
8,Europa League 2009/2010,11/03/2010,A,Valencia CF,1:1 (1:0),1
9,Europa League 2009/2010,18/03/2010,H,Valencia CF,4:4 (1:3),1
10,Europa League Qual. 2009/2010,20/08/2009,H,FK Aktobe,6:3 (3:2),3
11,Europa League Qual. 2009/2010,27/08/2009,A,FK Aktobe,2:0 (2:0),3
12,Bundesliga 2009/2010,08/08/2009,H,Eintracht Frankfurt,2:3 (2:2),0
13,Bundesliga 2009/2010,15/08/2009,A,Bayern München,1:1 (1:0),1
14,Bundesliga 2009/2010,23/08/2009,H,Bor. Mönchengladbach,3:0 (2:0),3
15,Bundesliga 2009/2010,30/08/2009,A,Hertha BSC,3:2 (0:0),3
16,Bundesliga 2009/2010,13/09/2009,H,Hannover 96,0:0 (0:0),1
17,Bundesliga 2009/2010,20/09/2009,A,Bayer Leverkusen,0:0 (0:0),1
18,Bundesliga 2009/2010,26/09/2009,H,1. FSV Mainz 05,3:0 (1:0),3
19,Bundesliga 2009/2010,04/10/2009,A,VfB Stuttgart,2:0 (1:0),3
20,Bundesliga 2009/2010,17/10/2009,H,1899 Hoffenheim,2:0 (2:0),3
21,Bundesliga 2009/2010,25/10/2009,A,VfL Bochum,4:1 (2:1),3
22,Bundesliga 2009/2010,31/10/2009,A,1. FC Nürnberg,2:2 (0:2),1
23,Bundesliga 2009/2010,08/11/2009,H,Borussia Dortmund,1:1 (1:0),1
24,Bundesliga 2009/2010,21/11/2009,A,SC Freiburg,6:0 (1:0),3
25,Bundesliga 2009/2010,28/11/2009,H,VfL Wolfsburg,2:2 (0:1),1
26,Bundesliga 2009/2010,06/12/2009,A,1. FC Köln,0:0 (0:0),1
27,Bundesliga 2009/2010,12/12/2009,H,FC Schalke 04,0:2 (0:0),0
28,Bundesliga 2009/2010,20/12/2009,A,Hamburger SV,1:2 (0:2),0
29,Bundesliga 2009/2010,16/01/2010,A,Eintracht Frankfurt,0:1 (0:0),0
30,Bundesliga 2009/2010,23/01/2010,H,Bayern München,2:3 (1:2),0
31,Bundesliga 2009/2010,30/01/2010,A,Bor. Mönchengladbach,3:4 (2:4),0
32,Bundesliga 2009/2010,05/02/2010,H,Hertha BSC,2:1 (0:0),3
33,Bundesliga 2009/2010,13/02/2010,A,Hannover 96,5:1 (4:0),3
34,Bundesliga 2009/2010,21/02/2010,H,Bayer Leverkusen,2:2 (1:1),1
35,Bundesliga 2009/2010,27/02/2010,A,1. FSV Mainz 05,2:1 (1:1),3
36,Bundesliga 2009/2010,06/03/2010,H,VfB Stuttgart,2:2 (0:2),1
37,Bundesliga 2009/2010,14/03/2010,A,1899 Hoffenheim,1:0 (0:0),3
38,Bundesliga 2009/2010,20/03/2010,H,VfL Bochum,3:2 (0:1),3
39,Bundesliga 2009/2010,27/03/2010,H,1. FC Nürnberg,4:2 (3:0),3
40,Bundesliga 2009/2010,03/04/2010,A,Borussia Dortmund,1:2 (0:2),0
41,Bundesliga 2009/2010,10/04/2010,H,SC Freiburg,4:0 (1:0),3
42,Bundesliga 2009/2010,17/04/2010,A,VfL Wolfsburg,4:2 (1:2),3
43,Bundesliga 2009/2010,24/04/2010,H,1. FC Köln,1:0 (0:0),3
44,Bundesliga 2009/2010,01/05/2010,A,FC Schalke 04,2:0 (0:0),3
45,Bundesliga 2009/2010,08/05/2010,H,Hamburger SV,1:1 (0:0),1
46,DFB-Pokal 2009/2010,02/08/2009,A,1. FC Union Berlin,5:0 (3:0),3
47,DFB-Pokal 2009/2010,23/09/2009,H,FC St. Pauli,2:1 (1:0),3
48,DFB-Pokal 2009/2010,28/10/2009,H,1. FC Kaiserslautern,3:0 (2:0),3
49,DFB-Pokal 2009/2010,09/02/2010,H,1899 Hoffenheim,2:1 (1:0),3
50,DFB-Pokal 2009/2010,23/03/2010,H,FC Augsburg,2:0 (1:0),3
51,DFB-Pokal 2009/2010,15/05/2010,N,Bayern München,0:4 (0:1),0
