,match_type,date,home,away,score,points
0,Champions League 2012/2013,19/09/2012,H,Galatasaray,1:0 (1:0),3
1,Champions League 2012/2013,02/10/2012,A,CFR Cluj,2:1 (1:1),3
2,Champions League 2012/2013,23/10/2012,H,Sporting Braga,3:2 (1:2),3
3,Champions League 2012/2013,07/11/2012,A,Sporting Braga,3:1 (0:0),3
4,Champions League 2012/2013,20/11/2012,A,Galatasaray,0:1 (0:0),0
5,Champions League 2012/2013,05/12/2012,H,CFR Cluj,0:1 (0:0),0
6,Champions League 2012/2013,13/02/2013,A,Real Madrid,1:1 (1:1),1
7,Champions League 2012/2013,05/03/2013,H,Real Madrid,1:2 (0:0),0
8,Premier League 2012/2013,20/08/2012,A,Everton FC,0:1 (0:0),0
9,Premier League 2012/2013,25/08/2012,H,Fulham FC,3:2 (3:1),3
10,Premier League 2012/2013,02/09/2012,A,Southampton FC,3:2 (1:1),3
11,Premier League 2012/2013,15/09/2012,H,Wigan Athletic,4:0 (0:0),3
12,Premier League 2012/2013,23/09/2012,A,Liverpool FC,2:1 (0:0),3
13,Premier League 2012/2013,29/09/2012,H,Tottenham Hotspur,2:3 (0:2),0
14,Premier League 2012/2013,07/10/2012,A,Newcastle United,3:0 (2:0),3
15,Premier League 2012/2013,20/10/2012,H,Stoke City,4:2 (2:1),3
16,Premier League 2012/2013,28/10/2012,A,Chelsea FC,3:2 (2:1),3
17,Premier League 2012/2013,03/11/2012,H,Arsenal FC,2:1 (1:0),3
18,Premier League 2012/2013,10/11/2012,A,Aston Villa,3:2 (0:1),3
19,Premier League 2012/2013,17/11/2012,A,Norwich City,0:1 (0:0),0
20,Premier League 2012/2013,24/11/2012,H,Queens Park Rangers,3:1 (0:0),3
21,Premier League 2012/2013,28/11/2012,H,West Ham United,1:0 (1:0),3
22,Premier League 2012/2013,01/12/2012,A,Reading FC,4:3 (4:3),3
23,Premier League 2012/2013,09/12/2012,A,Manchester City,3:2 (2:0),3
24,Premier League 2012/2013,15/12/2012,H,Sunderland AFC,3:1 (2:0),3
25,Premier League 2012/2013,23/12/2012,A,Swansea City,1:1 (1:1),1
26,Premier League 2012/2013,26/12/2012,H,Newcastle United,4:3 (1:2),3
27,Premier League 2012/2013,29/12/2012,H,West Bromwich Albion,2:0 (1:0),3
28,Premier League 2012/2013,01/01/2013,A,Wigan Athletic,4:0 (2:0),3
29,Premier League 2012/2013,13/01/2013,H,Liverpool FC,2:1 (1:0),3
30,Premier League 2012/2013,20/01/2013,A,Tottenham Hotspur,1:1 (1:0),1
31,Premier League 2012/2013,30/01/2013,H,Southampton FC,2:1 (2:1),3
32,Premier League 2012/2013,02/02/2013,A,Fulham FC,1:0 (0:0),3
33,Premier League 2012/2013,10/02/2013,H,Everton FC,2:0 (2:0),3
34,Premier League 2012/2013,23/02/2013,A,Queens Park Rangers,2:0 (1:0),3
35,Premier League 2012/2013,02/03/2013,H,Norwich City,4:0 (1:0),3
36,Premier League 2012/2013,16/03/2013,H,Reading FC,1:0 (1:0),3
37,Premier League 2012/2013,30/03/2013,A,Sunderland AFC,1:0 (1:0),3
38,Premier League 2012/2013,08/04/2013,H,Manchester City,1:2 (0:0),0
39,Premier League 2012/2013,14/04/2013,A,Stoke City,2:0 (1:0),3
40,Premier League 2012/2013,17/04/2013,A,West Ham United,2:2 (1:1),1
41,Premier League 2012/2013,22/04/2013,H,Aston Villa,3:0 (3:0),3
42,Premier League 2012/2013,28/04/2013,A,Arsenal FC,1:1 (1:1),1
43,Premier League 2012/2013,05/05/2013,H,Chelsea FC,0:1 (0:0),0
44,Premier League 2012/2013,12/05/2013,H,Swansea City,2:1 (1:0),3
45,Premier League 2012/2013,19/05/2013,A,West Bromwich Albion,5:5 (3:1),1
46,FA Cup 2012/2013,05/01/2013,A,West Ham United,2:2 (1:1),1
47,FA Cup 2012/2013,16/01/2013,H,West Ham United,1:0 (1:0),3
48,FA Cup 2012/2013,26/01/2013,H,Fulham FC,4:1 (1:0),3
49,FA Cup 2012/2013,18/02/2013,H,Reading FC,2:1 (0:0),3
50,FA Cup 2012/2013,10/03/2013,H,Chelsea FC,2:2 (2:0),1
51,FA Cup 2012/2013,01/04/2013,A,Chelsea FC,0:1 (0:0),0
52,League Cup 2012/2013,26/09/2012,H,Newcastle United,2:1 (1:0),3
53,League Cup 2012/2013,31/10/2012,A,Chelsea FC,"4:5 (2:1, 3:3) aet",0
