Date,Open,High,Low,Close,Volume,OpenInt
1969-06-30,42.9,42.9,40.8,41.4
1969-07-31,41.4,42.3,41.4,41.6
1969-08-29,41.6,41.6,40.9,41.1
1969-09-30,40.9,41.3,40.9,40.9
1969-10-31,41,41.2,40,40
1969-11-28,39.8,39.8,35.7,35.9
1969-12-31,35.7,35.7,35.2,35.4
1970-01-30,35.4,35.4,34.9,35.2
1970-02-27,35.2,35.2,35.1,35.2
1970-03-31,35.2,35.5,35.1,35.4
1970-04-30,35.5,36.2,35.5,36.1
1970-05-29,36.1,36.4,35.8,35.8
1970-06-30,35.6,35.9,35.3,35.7
1970-07-31,35.7,35.7,35.5,35.5
1970-08-31,35.5,36.1,35.5,36.1
1970-09-30,36.1,36.6,36.1,36.6
1970-10-30,36.6,39.9,36.6,37.5
1970-11-30,37.9,37.9,37,37.8
1970-12-31,37.7,37.9,37.4,37.6
1971-01-29,37.7,38.4,37.7,38.4
1971-02-26,38.4,39.2,38.4,39.1
1971-03-31,39,39.3,39,39.1
1971-04-30,39.2,39.9,39.1,39.9
1971-05-31,39.7,41.5,39.7,41.1
1971-06-30,41.1,41.1,39.8,40.4
1971-07-30,40.5,42.7,40.5,42.7
1971-08-31,42.6,44.2,41,41
1971-09-30,41.4,43.4,41.4,42.9
1971-10-29,42.7,43,42.6,42.6
1971-11-30,42.4,43.9,42.4,43.9
1971-12-31,43.8,44.2,43,43.8
1972-01-31,44.3,47.6,44.3,47.4
1972-02-29,48.4,49.5,47.3,48.5
1972-03-31,48.3,48.7,48.3,48.6
1972-04-28,48.6,49.9,48.6,49.9
1972-05-31,50.6,59.7,50.6,59.7
1972-06-30,59.5,65.1,59.5,64.9
1972-07-31,65.8,68.6,65.1,68.6
1972-08-31,69.6,70.3,65.4,67.1
1972-09-29,67.1,67.5,61.5,64.5
1972-10-31,64.4,65.9,64.4,64.6
1972-11-30,64.3,64.4,60.6,63.9
1972-12-29,64.5,65.7,63.2,65.2
1973-01-31,65.4,66.3,64.2,66.3
1973-02-28,66.9,86.8,66.9,85.3
1973-03-30,86,90.3,80.3,90.3
1973-04-30,89.5,91.5,89.5,91
1973-05-31,91,115,90.6,115
1973-06-29,118,126.3,115.8,123.5
1973-07-31,121.3,126.3,114.5,115.9
1973-08-31,117.8,117.8,94.3,103.8
1973-09-28,105.4,106.4,100.3,100.3
1973-10-31,97,104,97,98.3
1973-11-30,102,102,101.2,101.2
1973-12-31,100.5,114.5,100.5,114.5
1974-01-31,116.8,141.3,116.8,132.8
1974-02-28,130.8,175.3,130.8,162.8
1974-03-29,167.8,177.8,159.3,173.3
1974-04-30,174.4,179.8,167.3,169.5
1974-05-31,169.8,169.9,154.3,157
1974-06-28,155.8,162,144.5,144.5
1974-07-31,143.3,157.8,134.3,156.2
1974-08-30,159.6,159.6,151.8,156.3
1974-09-30,158,158,145.7,151.5
1974-10-31,156,168.5,154.3,167.2
1974-11-29,168,190.8,168,185.3
1974-12-31,186,195.5,174.5,185.7
1975-01-31,186,187.5,169,178
1975-02-28,179.1,189,174.5,183
1975-03-31,183.3,183.6,175,179.5
1975-04-30,179.7,179.9,162.3,166.8
1975-05-30,167,176.9,163.4,169
1975-06-30,164.5,168.5,162.4,167.8
1975-07-31,168.3,177.6,163.6,173.4
1975-08-29,173.8,173.9,162.5,162.8
1975-09-30,152.8,156.3,129,142.2
1975-10-31,145,148,138.5,142.8
1975-11-28,143.5,155.3,139.5,147.8
1975-12-31,147.7,153.5,144.4,148.8
1976-01-30,148.7,148.8,129,134
1976-02-27,135.8,138.4,133.6,136.5
1976-03-31,136.6,138.4,130.5,132.7
1976-04-30,132.8,133.5,129.9,132.5
1976-05-31,132.2,133.2,127.3,130.1
1976-06-30,130.6,136,125.7,126
1976-07-30,125.7,127.1,107.7,114.2
1976-08-31,113.7,115.2,100,103.2
1976-09-30,104.3,121,104.1,116.1
1976-10-29,115.8,126,112.9,123.8
1976-11-30,122.8,141,122.8,132.6
1976-12-31,132,144.5,131.3,137.7
1977-01-31,137.7,140.8,127.5,138.8
1977-02-28,134,146.9,133.5,146
1977-03-31,144.3,156.3,143.6,151
1977-04-29,150.5,154.7,144.8,148
1977-05-31,147.9,152.1,145.5,147.1
1977-06-30,147.7,148.5,139.8,146.1
1977-07-29,146,149.9,142.7,147.1
1977-08-31,147.2,150.2,144,148.1
1977-09-30,147.7,157.1,147.4,156.4
1977-10-31,157.8,166.8,155.4,162.7
1977-11-30,163.8,169.9,154.7,162.3
1977-12-30,162.8,167.9,157.1,167.5
1978-01-31,169.9,183.7,165.5,181.5
1978-02-28,181.9,188.5,176,187.1
1978-03-31,187.5,195.7,178.1,186.2
1978-04-28,185.7,185.9,166.8,170.6
1978-05-31,170.3,194.3,169.2,192.8
1978-06-30,191.6,195.5,187.2,189.2
1978-07-31,189.9,210,188.6,209.8
1978-08-31,214,221.5,201.5,210.6
1978-09-29,212,224.6,207.6,220.9
1978-10-31,220.5,249.4,220.2,240.7
1978-11-30,230.7,230.7,194.2,196.4
1978-12-29,196,251,195.8,229
1979-01-31,229.1,243.2,216.6,236.6
1979-02-28,235,258.8,232,252.9
1979-03-30,250.7,252.9,235,243.8
1979-04-30,243.8,250.7,231.8,249.2
1979-05-31,250,282,246.1,281.1
1979-06-29,280.5,294.7,275,283.8
1979-07-31,284.3,319.5,282.3,297.3
1979-08-31,299,330,288,326.7
1979-09-28,334,409,330.5,404.5
1979-10-31,416.5,444.5,373,385.7
1979-11-30,381.5,432.8,365,430.5
1979-12-31,440,543,433,541
1980-01-31,582.8,909.9,574,704
1980-02-29,700,742.5,617,640
1980-03-31,643,660,453,519
1980-04-30,525,570,483,507
1980-05-30,500,562.5,482,555
1980-06-30,580,666,560,654
1980-07-31,670,696,604,642
1980-08-29,643,679.5,620,656
1980-09-30,656,748.5,654.8,688.5
1980-10-31,699,708.5,627,642
1980-11-28,640,665,593,644.5
1980-12-31,656,657,558,599.5
1981-01-30,593.5,612,498,512.5
1981-02-27,505,530.5,485,486.5
1981-03-31,471,568,453,525.5
1981-04-30,524,545.5,476,489
1981-05-29,488,503,464.8,492.5
1981-06-30,495.5,499.8,427,428.5
1981-07-31,426.5,431.5,397,423.2
1981-08-31,411,463,405,443.5
1981-09-30,441,482.5,428,443
1981-10-30,446,469,426.5,431.2
1981-11-30,432,436,392.5,413.3
1981-12-31,407,437,396.5,402.8
1982-01-29,399,411,369,391.8
1982-02-26,387,394.4,362.7,364.5
1982-03-31,362.5,366.5,312.5,334.2
1982-04-30,334.5,377.5,328.8,346.5
1982-05-31,351,351,327.5,329
1982-06-30,325.5,343,297.5,317.8
1982-07-30,314,377,308.3,355.5
1982-08-31,364.5,441,340.2,418.5
1982-09-30,413.5,509,396,404.8
1982-10-29,408.5,465,390,423
1982-11-30,431,449.5,398,449
1982-12-31,446,468.8,435,453
1983-01-31,455,519,449.5,518.2
1983-02-28,517.5,520,423.7,423.7
1983-03-31,416,442,406.5,422
1983-04-29,422,450.8,422,433.5
1983-05-31,431,452.5,417.8,418.5
1983-06-30,420,428.3,401,418.5
1983-07-29,419.5,441.6,409.5,427.4
1983-08-31,427,441,418.5,424.8
1983-09-30,426.3,429,401,407.8
1983-10-31,396,408.8,378,378.8
1983-11-30,377.8,414,373,409
1983-12-30,405,410,375.5,388
1984-01-31,385.5,386.2,362.5,379.2
1984-02-29,384,406,379.1,398.9
1984-03-30,398.2,410.5,385.5,394.3
1984-04-30,394.5,395,377.8,379.6
1984-05-31,379.8,395.5,370,393.6
1984-06-29,399.3,405.3,370,376.1
1984-07-31,373,374.3,332,350.3
1984-08-31,350.5,369,349,358
1984-09-28,350,356.5,341.6,351.3
1984-10-31,352,355.8,333.5,336
1984-11-30,335.7,353.5,325.2,333.5
1984-12-31,332.5,337,306.6,309.7
1985-01-31,307,311,296.7,307.4
1985-02-28,306,308.5,282.6,288.7
1985-03-29,288.7,339,287,334.1
1985-04-30,324.5,338.6,315,316.5
1985-05-31,317.3,329.8,308.6,319.5
1985-06-28,320.1,331.3,312.5,317.7
1985-07-31,317.1,337.5,308.3,335.2
1985-08-30,333,351,326.5,339.8
1985-09-30,335,336.5,318.2,327.1
1985-10-31,326,335.7,324.9,326.7
1985-11-29,325.7,336.9,322.1,327.3
1985-12-31,327.8,332.4,315.5,331.1
1986-01-31,329.8,369.5,328,352.9
1986-02-28,351,357.5,331.7,341
1986-03-31,340.5,359.6,334,334.8
1986-04-30,336,352.5,330.8,348.1
1986-05-30,348,348.8,337.7,347.1
1986-06-30,346.2,355,336.5,347.7
1986-07-31,348.2,371.3,343.3,369.7
1986-08-29,367,404.5,364,393.3
1986-09-30,399,446,397.1,429.8
1986-10-31,430.3,446.5,400,405.5
1986-11-28,405,413.8,376.5,394.8
1986-12-31,402,408,386.5,406.9
1987-01-30,406.5,425,399,408.9
1987-02-27,409.7,413.5,391.4,407.4
1987-03-31,406.6,429.9,403,422.7
1987-04-30,422.5,480.5,418.5,456.5
1987-05-29,455.5,481.5,445.5,456
1987-06-30,449.5,468.8,437.6,452.2
1987-07-31,451.5,475.7,442.5,475.1
1987-08-31,486,490.2,456.9,458.7
1987-09-30,462,474.8,458,458.8
1987-10-30,459.8,496,457.9,471.2
1987-11-30,472.3,503,456,497.2
1987-12-31,493.5,507.4,475,488.9
1988-01-29,484,488.5,454,458.5
1988-02-29,458.5,461.9,425.1,431.9
1988-03-31,430.5,463.2,425.9,457.9
1988-04-29,461.5,464,448.2,452.6
1988-05-31,449.5,463,443.6,459.8
1988-06-30,461.6,473.8,432.3,437.7
1988-07-29,438.5,449.3,424,447.3
1988-08-31,447.6,448.6,433,439.9
1988-09-30,439,439.7,395.5,399.2
1988-10-31,398.8,419,398.1,415.1
1988-11-30,413.7,429.8,412.6,429.6
1988-12-30,429.8,438,409.5,412.3
1989-01-31,416.1,416.3,393.1,395.8
1989-02-28,396,401.2,382,390.4
1989-03-31,388.2,401.6,385.5,390
1989-04-28,390.3,396.9,379.6,380.5
1989-05-31,377.8,383,360.6,366.5
1989-06-30,366.3,384.8,360.5,377.3
1989-07-31,379.5,390.8,369,378.7
1989-08-31,378.5,382.5,364.6,365.4
1989-09-29,365,376.7,360.6,372
1989-10-31,371.8,382.3,364.3,377.6
1989-11-30,377.7,421.7,375.7,417.5
1989-12-29,418.2,424.2,400.1,405.2
1990-01-31,400.6,427.5,394.5,417.8
1990-02-28,418.7,430.3,407.5,408.9
1990-03-30,409.2,410.4,362.5,375
1990-04-30,372.2,385.4,367.7,371.4
1990-05-31,372.4,377.6,361,368.6
1990-06-29,367.5,368.9,348.2,359.9
1990-07-31,359.5,382.2,352,379.2
1990-08-31,379.3,425,379.2,389.2
1990-09-28,390.1,414.4,381.6,408.1
1990-10-31,402,404,361.5,381.3
1990-11-30,383,393.3,376,385.7
1990-12-31,384.9,396.5,369.1,396.2
1991-01-31,395.1,406.9,367.8,368.5
1991-02-28,371.5,373.7,357,369
1991-03-29,368.5,372.8,356.6,359.4
1991-04-30,359.1,368.2,352.6,357.7
1991-05-31,358.6,367.7,354.6,364.8
1991-06-28,366.7,377.9,361.5,370
1991-07-31,370.2,373.3,363.6,370.8
1991-08-30,370.6,370.9,350,352.9
1991-09-30,351.2,359.5,346,357.3
1991-10-31,357,367.4,356.7,359.5
1991-11-29,359.4,372,353.6,371.1
1991-12-31,371.5,374.9,352.3,355.2
1992-01-31,351,361.5,348.5,358.9
1992-02-28,359.4,360.5,349.4,354.1
1992-03-31,351.3,353,336.3,345.5
1992-04-30,346,346.9,334.9,337.9
1992-05-29,338.1,341.7,335.1,338.4
1992-06-30,338.6,346.9,338.2,344.4
