Date,Open,High,Low,Close,Volume,OpenInt
1967-01-31,119.89,119.89,119.89,119.89
1967-02-28,119.81,119.81,119.81,119.81
1967-03-31,119.79,119.79,119.79,119.79
1967-04-28,119.72,119.72,119.72,119.72
1967-05-31,119.64,119.64,119.64,119.64
1967-06-30,119.63,119.63,119.63,119.63
1967-07-31,119.7,119.7,119.7,119.7
1967-08-31,119.75,119.75,119.75,119.75
1967-09-29,119.74,119.74,119.74,119.74
1967-10-31,119.73,119.73,119.73,119.73
1967-11-30,120.27,120.27,120.27,120.27
1967-12-29,121.79,121.79,121.79,121.79
1968-01-31,122.07,122.07,122.07,122.07
1968-02-29,122.08,122.08,122.08,122.08
1968-03-29,122,122,122,122
1968-04-30,122.01,122.01,122.01,122.01
1968-05-31,122.04,122.04,122.04,122.04
1968-06-28,122.22,122.22,122.22,122.22
1968-07-31,122.18,122.18,122.18,122.18
1968-08-30,122.18,122.18,122.18,122.18
1968-09-30,121.98,121.98,121.98,121.98
1968-10-31,122.03,122.03,122.03,122.03
1968-11-29,121.95,121.95,121.95,121.95
1968-12-31,121.96,121.96,121.96,121.96
1969-01-31,122.08,122.08,122.08,122.08
1969-02-28,122.19,122.19,122.19,122.19
1969-03-31,122.29,122.29,122.29,122.29
1969-04-30,122.26,122.26,122.26,122.26
1969-05-30,122.24,122.24,122.24,122.24
1969-06-30,122.34,122.34,122.34,122.34
1969-07-31,122.36,122.36,122.36,122.36
1969-08-29,123.46,123.46,123.46,123.46
1969-09-30,123.82,123.82,123.82,123.82
1969-10-31,122.18,122.18,122.18,122.18
1969-11-28,121.77,121.77,121.77,121.77
1969-12-31,121.74,121.74,121.74,121.74
1970-01-30,121.75,121.75,121.75,121.75
1970-02-27,121.72,121.72,121.72,121.72
1970-03-31,121.6,121.6,121.6,121.6
1970-04-30,121.36,121.36,121.36,121.36
1970-05-29,121.32,121.32,121.32,121.32
1970-06-30,120.98,120.98,120.98,120.98
1970-07-31,120.9,120.9,120.9,120.9
1970-08-31,120.7,120.7,120.7,120.7
1970-09-30,120.62,120.62,120.62,120.62
1970-10-30,120.64,120.64,120.64,120.64
1970-11-30,120.55,120.55,120.55,120.55
1970-12-31,120.64,120.64,120.64,120.64
1971-01-29,120.53,120.55,120.24,120.24
1971-02-26,120.26,120.29,120.12,120.26
1971-03-31,120.25,120.25,120.13,120.17
1971-04-30,120.18,120.31,120.16,120.19
1971-05-31,120.17,120.17,118.91,119.43
1971-06-30,119.69,119.69,119.16,119.16
1971-07-30,119.17,119.21,118.76,118.76
1971-08-31,118.79,118.81,116.47,116.47
1971-09-30,116.58,116.58,114.93,114.93
1971-10-29,114.81,114.88,114.53,114.65
1971-11-30,114.63,114.68,113.93,114.01
1971-12-31,113.86,113.86,111.16,111.21
1972-01-31,111.19,111.27,109.6,109.6
1972-02-29,109.43,109.43,108.56,108.68
1972-03-31,108.65,109.19,107.76,108.4
1972-04-28,108.4,108.85,108.27,108.62
1972-05-31,108.58,108.58,108.17,108.17
1972-06-30,108.12,108.77,107.97,108.51
1972-07-31,108.61,108.79,108.46,108.76
1972-08-31,108.77,109.03,108.76,108.96
1972-09-29,108.98,109.39,108.91,109.39
1972-10-31,109.51,109.98,109.22,109.9
1972-11-30,109.75,109.93,109.73,109.85
1972-12-29,109.87,110.2,109.87,110.14
1973-01-31,110.2,110.31,109,109.01
1973-02-28,108.79,109.05,100.13,100.13
1973-03-30,99.69,101.17,98.72,101.17
1973-04-30,101.46,101.69,100.97,101.43
1973-05-31,101.4,101.49,98,98
1973-06-29,97.56,97.63,93.88,93.88
1973-07-31,93.42,94.22,90.54,92.91
1973-08-31,92.87,96.42,92.87,95.77
1973-09-28,95.78,95.78,94.3,94.79
1973-10-31,94.74,95.19,93.78,95.06
1973-11-30,95.3,100.9,95.3,100.35
1973-12-31,100.59,102.4,100.59,102.39
1974-01-31,103.66,109.5,103.66,105.9
1974-02-28,106.21,106.21,102.19,103.03
1974-03-29,103.69,103.74,99.06,99.51
1974-04-30,99.92,100.9,98.22,98.49
1974-05-31,98.48,100.1,96.86,99.77
1974-06-28,99.56,101.16,99.08,100.16
1974-07-31,100.43,100.68,98.96,100.54
1974-08-30,100.62,103.18,100.62,103.18
1974-09-30,103.16,103.44,102.46,102.48
1974-10-31,102.2,102.35,101.16,101.26
1974-11-29,101.08,101.39,99.14,99.57
1974-12-31,99.99,99.99,97.29,97.29
1975-01-31,97.71,97.71,94.43,95.61
1975-02-28,95.88,96.41,92.93,93
1975-03-31,92.82,94.87,92.82,94.82
1975-04-30,94.45,95.9,94.45,95.39
1975-05-30,95.36,95.44,94.24,94.63
1975-06-30,94.53,95.86,94.36,95.86
1975-07-31,96.07,101.25,96.07,101.25
1975-08-29,101.3,101.98,100.92,101.79
1975-09-30,101.89,104.81,101.69,104.24
1975-10-31,103.46,103.95,101.61,101.61
1975-11-28,101.59,103.53,101.59,103.53
1975-12-31,103.37,103.92,103.17,103.51
1976-01-30,103.49,103.88,102.91,103.88
1976-02-27,103.52,103.81,102.95,103.66
1976-03-31,104.01,106.02,104.01,105.34
1976-04-30,105.37,106.57,105.37,106.23
1976-05-31,106.29,107.29,105.61,107.29
1976-06-30,107.39,107.6,106.64,106.64
1976-07-30,106.59,107.21,106.53,106.56
1976-08-31,106.39,106.88,106,106.13
1976-09-30,105.94,106.01,105.37,105.5
1976-10-29,105.82,106.31,105.25,105.94
1976-11-30,106.1,106.19,105.56,106.19
1976-12-31,106.23,106.23,104.52,104.56
1977-01-31,104.17,106.01,104.09,105.54
1977-02-28,105.7,105.79,105.08,105.26
1977-03-31,105.28,105.5,104.88,105.03
1977-04-29,104.93,105.04,104.39,104.39
1977-05-31,104.41,104.76,104.22,104.52
1977-06-30,104.51,104.55,103.82,103.84
1977-07-29,103.8,103.8,101.78,102.86
1977-08-31,102.97,103.83,102.66,103.64
1977-09-30,103.69,103.99,103.21,103.21
1977-10-31,102.69,102.91,100.96,100.96
1977-11-30,100.42,101.46,100,100.37
1977-12-30,100.15,100.15,96.44,96.44
1978-01-31,95.21,97.87,94.99,96.64
1978-02-28,96.81,97.1,94.57,94.6
1978-03-31,94.56,96.1,93.84,93.84
1978-04-28,93.4,96.19,93.4,95.62
1978-05-31,95.58,97.11,95.39,95.46
1978-06-30,95.45,95.58,93.53,93.53
1978-07-31,93.17,93.23,90.94,90.94
1978-08-31,90.9,91.13,88,90
1978-09-29,89.73,90.54,88.67,88.83
1978-10-31,88.88,88.88,82.07,83.07
1978-11-30,86.68,90.22,86.68,90.22
1978-12-29,90.63,90.63,86.5,86.5
1979-01-31,86.52,88.86,86.52,88.86
1979-02-28,89.24,89.25,87.35,88.18
1979-03-30,88.28,88.59,88.09,88.53
1979-04-30,88.98,89.98,88.98,89.98
1979-05-31,90.11,91.02,89.55,90.53
1979-06-29,90.82,90.82,87.71,87.85
1979-07-31,87.89,87.89,86.02,87.31
1979-08-31,86.97,87.46,86.91,87.19
1979-09-28,87.26,87.47,85.45,85.45
1979-10-31,85.43,89.12,85.43,88.95
1979-11-30,88.79,89.02,86.79,86.79
1979-12-31,85.98,87.05,85.51,85.82
1980-01-31,85.32,86.14,84.79,86.14
1980-02-29,86.13,87.65,85.62,87.65
1980-03-31,87.85,93.58,87.85,93.58
1980-04-30,94.22,94.88,88.01,88.11
1980-05-30,88.22,88.9,85.15,85.93
1980-06-30,86.09,86.09,84.75,85.2
1980-07-31,85.1,86.08,84.12,86.08
1980-08-29,86.49,86.86,85.45,85.85
1980-09-30,85.19,86.29,85.08,86.02
1980-10-31,85.75,88.38,85.43,88.38
1980-11-28,88.64,90.12,88.43,90.01
1980-12-31,90.55,92.66,89.86,90.39
1981-01-30,90.51,95.24,88.95,95.24
1981-02-27,94.82,98.18,94.59,97.06
1981-03-31,97.95,97.95,94.24,96.76
1981-04-30,96.28,100.45,96.28,100.45
1981-05-29,100.28,105.36,100.28,104.95
1981-06-30,104.99,108.47,104.99,107.71
1981-07-31,108.52,111.72,108.52,111.72
1981-08-31,114.03,114.88,110.01,110.28
1981-09-30,110.76,110.76,103.84,107.73
1981-10-30,107.57,108.65,103.86,106.13
1981-11-30,104.99,105.35,103.18,103.18
1981-12-31,103.65,106.46,103.37,104.69
1982-01-29,104.62,108.78,104.62,108.03
1982-02-26,109.32,111.93,109.14,111.93
1982-03-31,111.96,114.73,110.28,114.73
1982-04-30,114.16,115.36,111.6,111.6
1982-05-31,111.51,112.79,109.7,112.79
1982-06-30,113.71,120.47,113.25,119.04
1982-07-30,119.33,121.06,116.12,119.05
1982-08-31,117.8,121.41,116.95,120.29
1982-09-30,120.03,122.76,118.78,122.2
1982-10-29,122.14,124.78,121.23,124.78
1982-11-30,124.36,126.02,121,121
1982-12-31,121.03,121.45,117.05,117.91
1983-01-31,116.52,121.12,115.43,121.12
1983-02-28,120.99,122.28,118.02,120.35
1983-03-31,120.79,122.65,118.97,122.21
1983-04-29,122.27,122.43,121.14,122.39
1983-05-31,122.04,123.79,120.9,123.79
1983-06-30,124.68,126.21,124.25,124.94
1983-07-29,124.98,128.44,124.98,128.44
1983-08-31,129.68,131.94,128.09,130.84
1983-09-30,130.74,130.77,128.35,128.35
1983-10-31,128.15,128.44,126.21,128.4
1983-11-30,129.23,131.36,128.9,130.64
1983-12-30,130.78,134.05,130.78,131.79
1984-01-31,133.19,136.15,133.19,135.51
1984-02-29,134.65,134.65,128.25,128.25
1984-03-30,128.68,129.97,126.18,128.22
1984-04-30,128.36,132.64,128.36,132.64
1984-05-31,132.95,135.06,132.1,133.69
1984-06-29,132,136.9,131.5,136.26
1984-07-31,136.7,141.29,136.7,141.29
1984-08-31,141.71,141.71,139.01,140.33
1984-09-28,141.92,149.3,141.92,147.55
1984-10-31,147.05,150.09,145.49,146.39
1984-11-30,144.76,149.21,142.32,149.21
1984-12-31,149.51,151.47,147.47,151.47
1985-01-31,152.23,153.89,151.8,152.72
1985-02-28,153.47,164.72,153.47,160.41
1985-03-29,161.04,163.83,149.18,149.18
