,match_type,date,home,away,score,points
0,UI-Cup 1995/1996,23/06/1995,A,Békéscsabai Előre FC,2:2 (1:1),1
1,UI-Cup 1995/1996,08/07/1995,H,Næstved IF,1:1,1
2,UI-Cup 1995/1996,14/07/1995,A,Ton Pentre FC,3:0,3
3,UI-Cup 1995/1996,22/07/1995,H,sc Heerenveen,1:0,3
4,Primeira Liga 1994/1995,20/08/1994,H,União da Madeira,1:2 (0:1),0
5,Primeira Liga 1994/1995,27/08/1994,A,Vitória Setúbal,2:2 (1:2),1
6,Primeira Liga 1994/1995,08/09/1994,A,CS Marítimo,0:2 (0:1),0
7,Primeira Liga 1994/1995,16/09/1994,H,SL Benfica,1:0 (0:0),3
8,Primeira Liga 1994/1995,23/09/1994,A,FC Porto,0:2 (0:0),0
9,Primeira Liga 1994/1995,01/10/1994,H,Gil Vicente,3:0 (0:0),3
10,Primeira Liga 1994/1995,23/10/1994,H,Vitória Guimarães,2:1 (0:0),3
11,Primeira Liga 1994/1995,29/10/1994,A,SC Farense,1:1 (1:0),1
12,Primeira Liga 1994/1995,04/11/1994,H,Os Belenenses,1:0 (0:0),3
13,Primeira Liga 1994/1995,14/11/1994,A,GD Chaves,1:1 (1:1),1
14,Primeira Liga 1994/1995,19/11/1994,A,Estrela Amadora,3:2 (1:1),3
15,Primeira Liga 1994/1995,25/11/1994,H,Sporting CP,0:3 (0:2),0
16,Primeira Liga 1994/1995,02/12/1994,A,Boavista,0:2 (0:1),0
17,Primeira Liga 1994/1995,09/12/1994,H,SC Salgueiros,2:1,3
18,Primeira Liga 1994/1995,30/12/1994,A,FC Tirsense,1:2 (1:1),0
19,Primeira Liga 1994/1995,07/01/1995,H,Sporting Braga,2:1 (0:0),3
20,Primeira Liga 1994/1995,13/01/1995,A,SC Beira-Mar,2:2 (0:1),1
21,Primeira Liga 1994/1995,20/01/1995,A,União da Madeira,0:1 (0:1),0
22,Primeira Liga 1994/1995,04/02/1995,H,Vitória Setúbal,1:0 (0:0),3
23,Primeira Liga 1994/1995,10/02/1995,H,CS Marítimo,2:2 (0:2),1
24,Primeira Liga 1994/1995,18/02/1995,A,SL Benfica,1:1 (0:1),1
25,Primeira Liga 1994/1995,27/02/1995,H,FC Porto,0:2 (0:1),0
26,Primeira Liga 1994/1995,03/03/1995,A,Gil Vicente,1:1 (0:0),1
27,Primeira Liga 1994/1995,11/03/1995,H,GD Chaves,1:0 (0:0),3
28,Primeira Liga 1994/1995,18/03/1995,A,Vitória Guimarães,0:3 (0:2),0
29,Primeira Liga 1994/1995,25/03/1995,H,SC Farense,5:0 (3:0),3
30,Primeira Liga 1994/1995,01/04/1995,A,Os Belenenses,0:0,1
31,Primeira Liga 1994/1995,08/04/1995,H,Estrela Amadora,1:0 (1:0),3
32,Primeira Liga 1994/1995,15/04/1995,A,Sporting CP,0:4 (0:1),0
33,Primeira Liga 1994/1995,29/04/1995,H,Boavista,1:1 (0:0),1
34,Primeira Liga 1994/1995,06/05/1995,A,SC Salgueiros,2:2 (2:0),1
35,Primeira Liga 1994/1995,13/05/1995,H,FC Tirsense,1:0 (0:0),3
36,Primeira Liga 1994/1995,20/05/1995,A,Sporting Braga,0:2 (0:1),0
37,Primeira Liga 1994/1995,27/05/1995,H,SC Beira-Mar,3:1 (1:1),3
