,match_type,date,home,away,score,points
0,Champions League Qual. 2000/2001,09/08/2000,A,RSC Anderlecht,0:1 (0:1),0
1,Champions League Qual. 2000/2001,23/08/2000,H,RSC Anderlecht,0:0 (0:0),1
2,Europa League 2000/2001,13/09/2000,A,Partizan,1:1 (0:1),1
3,Europa League 2000/2001,27/09/2000,H,Partizan,1:0 (0:0),3
4,Europa League 2000/2001,25/10/2000,A,Wisła Kraków,0:0 (0:0),1
5,Europa League 2000/2001,08/11/2000,H,Wisła Kraków,3:0 (1:0),3
6,Europa League 2000/2001,22/11/2000,A,Espanyol Barcelona,2:0 (0:0),3
7,Europa League 2000/2001,06/12/2000,H,Espanyol Barcelona,0:0 (0:0),1
8,Europa League 2000/2001,14/02/2001,H,FC Nantes,3:1 (1:1),3
9,Europa League 2000/2001,21/02/2001,A,FC Nantes,1:2 (1:0),0
10,Europa League 2000/2001,07/03/2001,H,Liverpool FC,0:0 (0:0),1
11,Europa League 2000/2001,14/03/2001,A,Liverpool FC,0:2 (0:2),0
12,Primeira Liga 2000/2001,18/08/2000,H,SL Benfica,2:0,3
13,Primeira Liga 2000/2001,26/08/2000,A,Os Belenenses,0:2,0
14,Primeira Liga 2000/2001,08/09/2000,H,Paços de Ferreira,2:1,3
15,Primeira Liga 2000/2001,17/09/2000,A,Campomaiorense,5:0,3
16,Primeira Liga 2000/2001,23/09/2000,H,CS Marítimo,1:0,3
17,Primeira Liga 2000/2001,01/10/2000,A,SC Farense,3:1,3
18,Primeira Liga 2000/2001,14/10/2000,H,Vitória Guimarães,2:0,3
19,Primeira Liga 2000/2001,20/10/2000,A,Sporting CP,1:0,3
20,Primeira Liga 2000/2001,29/10/2000,H,FC Alverca,6:0,3
21,Primeira Liga 2000/2001,03/11/2000,A,Gil Vicente,2:2,1
22,Primeira Liga 2000/2001,12/11/2000,H,SC Salgueiros,5:1,3
23,Primeira Liga 2000/2001,18/11/2000,A,CD Aves,1:0,3
24,Primeira Liga 2000/2001,01/12/2000,A,Sporting Braga,1:2,0
25,Primeira Liga 2000/2001,10/12/2000,H,SC Beira-Mar,2:0,3
26,Primeira Liga 2000/2001,15/12/2000,A,União Leiria,1:3,0
27,Primeira Liga 2000/2001,05/01/2001,H,Estrela Amadora,2:1 (0:1),3
28,Primeira Liga 2000/2001,12/01/2001,A,Boavista,0:1,0
29,Primeira Liga 2000/2001,20/01/2001,A,SL Benfica,1:2,0
30,Primeira Liga 2000/2001,26/01/2001,H,Os Belenenses,0:0,1
31,Primeira Liga 2000/2001,04/02/2001,A,Paços de Ferreira,0:1,0
32,Primeira Liga 2000/2001,17/02/2001,H,Campomaiorense,3:1,3
33,Primeira Liga 2000/2001,03/03/2001,H,SC Farense,2:0,3
34,Primeira Liga 2000/2001,11/03/2001,A,Vitória Guimarães,2:2 (1:0),1
35,Primeira Liga 2000/2001,18/03/2001,H,Sporting CP,2:2,1
36,Primeira Liga 2000/2001,31/03/2001,A,FC Alverca,3:1,3
37,Primeira Liga 2000/2001,08/04/2001,H,Gil Vicente,2:0,3
38,Primeira Liga 2000/2001,13/04/2001,A,SC Salgueiros,1:0,3
39,Primeira Liga 2000/2001,17/04/2001,A,CS Marítimo,1:0,3
40,Primeira Liga 2000/2001,21/04/2001,H,CD Aves,4:0,3
41,Primeira Liga 2000/2001,28/04/2001,H,Sporting Braga,3:2,3
42,Primeira Liga 2000/2001,05/05/2001,A,SC Beira-Mar,3:0,3
43,Primeira Liga 2000/2001,11/05/2001,H,União Leiria,3:0 (3:0),3
44,Primeira Liga 2000/2001,20/05/2001,A,Estrela Amadora,3:2,3
45,Primeira Liga 2000/2001,26/05/2001,H,Boavista,4:0,3
46,Taça 2000/2001,25/11/2000,H,Atlético CP,2:1,3
47,Taça 2000/2001,29/12/2000,A,FC Felgueiras,3:0,3
48,Taça 2000/2001,16/01/2001,A,SL Benfica,1:1 aet,1
49,Taça 2000/2001,22/01/2001,H,SL Benfica,4:0,3
50,Taça 2000/2001,10/02/2001,A,GD Bragança,2:1,3
51,Taça 2000/2001,21/03/2001,H,Sporting CP,2:1 aet,3
52,Taça 2000/2001,10/06/2001,N,CS Marítimo,2:0 (1:0),3
