,match_type,date,home,away,score,points
0,Champions League 2007/2008,19/09/2007,A,FC Barcelona,0:3 (0:1),0
1,Champions League 2007/2008,02/10/2007,H,Rangers FC,0:3 (0:1),0
2,Champions League 2007/2008,23/10/2007,A,VfB Stuttgart,2:0 (0:0),3
3,Champions League 2007/2008,07/11/2007,H,VfB Stuttgart,4:2 (3:1),3
4,Champions League 2007/2008,27/11/2007,H,FC Barcelona,2:2 (1:1),1
5,Champions League 2007/2008,12/12/2007,A,Rangers FC,3:0 (1:0),3
6,Champions League 2007/2008,20/02/2008,H,Manchester United,1:1 (0:0),1
7,Champions League 2007/2008,04/03/2008,A,Manchester United,0:1 (0:1),0
8,Ligue 1 2007/2008,05/08/2007,H,AJ Auxerre,2:0 (1:0),3
9,Ligue 1 2007/2008,11/08/2007,A,Toulouse FC,0:1 (0:0),0
10,Ligue 1 2007/2008,18/08/2007,A,FC Lorient,1:2 (1:1),0
11,Ligue 1 2007/2008,26/08/2007,H,AS Saint-Étienne,1:0 (0:0),3
12,Ligue 1 2007/2008,29/08/2007,A,FC Sochaux,2:1 (1:1),3
13,Ligue 1 2007/2008,01/09/2007,H,Le Mans UC 72,3:2 (0:1),3
14,Ligue 1 2007/2008,15/09/2007,A,FC Metz,5:1 (3:0),3
15,Ligue 1 2007/2008,23/09/2007,H,Lille OSC,1:1 (0:1),1
16,Ligue 1 2007/2008,29/09/2007,H,RC Lens,3:0 (1:0),3
17,Ligue 1 2007/2008,07/10/2007,A,Girondins Bordeaux,3:1 (2:0),3
18,Ligue 1 2007/2008,20/10/2007,H,AS Monaco,3:1 (2:1),3
19,Ligue 1 2007/2008,28/10/2007,A,Paris Saint-Germain,3:2 (2:0),3
20,Ligue 1 2007/2008,03/11/2007,H,Valenciennes FC,2:0 (1:0),3
21,Ligue 1 2007/2008,11/11/2007,H,Olympique Marseille,1:2 (1:2),0
22,Ligue 1 2007/2008,24/11/2007,A,Stade Rennes,2:0 (2:0),3
23,Ligue 1 2007/2008,02/12/2007,H,RC Strasbourg,5:0 (2:0),3
24,Ligue 1 2007/2008,08/12/2007,A,SM Caen,0:1 (0:1),0
25,Ligue 1 2007/2008,15/12/2007,H,OGC Nice,0:0 (0:0),1
26,Ligue 1 2007/2008,22/12/2007,A,AS Nancy,1:1 (0:0),1
27,Ligue 1 2007/2008,12/01/2008,H,Toulouse FC,3:2 (1:1),3
28,Ligue 1 2007/2008,20/01/2008,A,RC Lens,0:3 (0:0),0
29,Ligue 1 2007/2008,23/01/2008,H,FC Lorient,2:0 (1:0),3
30,Ligue 1 2007/2008,27/01/2008,A,AS Saint-Étienne,1:1 (0:1),1
31,Ligue 1 2007/2008,09/02/2008,H,FC Sochaux,4:1 (1:0),3
32,Ligue 1 2007/2008,16/02/2008,A,Le Mans UC 72,0:1 (0:0),0
33,Ligue 1 2007/2008,23/02/2008,H,FC Metz,2:0 (1:0),3
34,Ligue 1 2007/2008,01/03/2008,A,Lille OSC,1:0 (1:0),3
35,Ligue 1 2007/2008,09/03/2008,H,Girondins Bordeaux,4:2 (2:1),3
36,Ligue 1 2007/2008,15/03/2008,A,AS Monaco,3:0 (3:0),3
37,Ligue 1 2007/2008,23/03/2008,H,Paris Saint-Germain,4:2 (2:1),3
38,Ligue 1 2007/2008,30/03/2008,A,Valenciennes FC,2:1 (1:1),3
39,Ligue 1 2007/2008,06/04/2008,A,Olympique Marseille,1:3 (1:2),0
40,Ligue 1 2007/2008,12/04/2008,H,Stade Rennes,1:1 (1:0),1
41,Ligue 1 2007/2008,19/04/2008,A,RC Strasbourg,2:1 (0:1),3
42,Ligue 1 2007/2008,26/04/2008,H,SM Caen,2:2 (1:2),1
43,Ligue 1 2007/2008,03/05/2008,A,OGC Nice,0:0 (0:0),1
44,Ligue 1 2007/2008,10/05/2008,H,AS Nancy,1:0 (0:0),3
45,Ligue 1 2007/2008,17/05/2008,A,AJ Auxerre,3:1 (2:0),3
46,Coupe de France 2007/2008,06/01/2008,A,US Créteil-Lusitanos,4:0 (3:0),3
47,Coupe de France 2007/2008,03/02/2008,A,Football Croix de Savoie 74,1:0 (0:0),3
48,Coupe de France 2007/2008,18/03/2008,H,FC Sochaux,2:1 (0:0),3
49,Coupe de France 2007/2008,15/04/2008,H,FC Metz,1:0 (1:0),3
50,Coupe de France 2007/2008,07/05/2008,H,CS Sedan,1:0 (0:0),3
51,Coupe de France 2007/2008,24/05/2008,N,Paris Saint-Germain,"1:0 (0:0, 0:0) aet",3
52,Coupe de la Ligue 2007/2008,31/10/2007,A,SM Caen,3:1 (1:1),3
53,Coupe de la Ligue 2007/2008,16/01/2008,A,Le Mans UC 72,0:1 (0:1),0
