,match_type,date,home,away,score,points
0,Ligue 1 1993/1994,23/07/1993,A,Montpellier HSC,1:1,1
1,Ligue 1 1993/1994,30/07/1993,H,SM Caen,2:0,3
2,Ligue 1 1993/1994,06/08/1993,A,Angers SCO,1:3,0
3,Ligue 1 1993/1994,10/08/1993,H,FC Metz,2:0,3
4,Ligue 1 1993/1994,13/08/1993,A,FC Sochaux,1:0,3
5,Ligue 1 1993/1994,27/08/1993,A,AJ Auxerre,2:3,0
6,Ligue 1 1993/1994,31/08/1993,H,FC Martigues,0:0,1
7,Ligue 1 1993/1994,10/09/1993,A,RC Lens,0:2,0
8,Ligue 1 1993/1994,17/09/1993,H,Paris Saint-Germain,1:3,0
9,Ligue 1 1993/1994,23/09/1993,A,AS Cannes,0:1,0
10,Ligue 1 1993/1994,02/10/1993,H,FC Nantes,2:1,3
11,Ligue 1 1993/1994,06/10/1993,A,AS Monaco,1:1,1
12,Ligue 1 1993/1994,16/10/1993,H,Le Havre AC,1:1,1
13,Ligue 1 1993/1994,23/10/1993,A,Toulouse FC,0:2,0
14,Ligue 1 1993/1994,28/10/1993,H,AS Saint-Étienne,1:0,3
15,Ligue 1 1993/1994,05/11/1993,A,Girondins Bordeaux,0:2,0
16,Ligue 1 1993/1994,08/11/1993,H,Olympique Marseille,1:0,3
17,Ligue 1 1993/1994,19/11/1993,A,Lille OSC,1:2,0
18,Ligue 1 1993/1994,26/11/1993,H,RC Strasbourg,2:1,3
19,Ligue 1 1993/1994,02/12/1993,A,SM Caen,0:1,0
20,Ligue 1 1993/1994,10/12/1993,H,Angers SCO,1:1,1
21,Ligue 1 1993/1994,17/12/1993,A,FC Metz,1:0,3
22,Ligue 1 1993/1994,14/01/1994,H,FC Sochaux,1:0,3
23,Ligue 1 1993/1994,28/01/1994,H,AJ Auxerre,1:0,3
24,Ligue 1 1993/1994,04/02/1994,A,FC Martigues,1:0,3
25,Ligue 1 1993/1994,08/02/1994,H,RC Lens,1:2,0
26,Ligue 1 1993/1994,18/02/1994,A,Paris Saint-Germain,0:0,1
27,Ligue 1 1993/1994,24/02/1994,H,AS Cannes,2:2,1
28,Ligue 1 1993/1994,04/03/1994,A,FC Nantes,0:1,0
29,Ligue 1 1993/1994,10/03/1994,H,AS Monaco,1:0,3
30,Ligue 1 1993/1994,25/03/1994,A,Le Havre AC,1:0,3
31,Ligue 1 1993/1994,01/04/1994,H,Toulouse FC,1:0,3
32,Ligue 1 1993/1994,05/04/1994,A,AS Saint-Étienne,0:3,0
33,Ligue 1 1993/1994,08/04/1994,H,Girondins Bordeaux,4:2,3
34,Ligue 1 1993/1994,25/04/1994,A,Olympique Marseille,0:3,0
35,Ligue 1 1993/1994,29/04/1994,H,Lille OSC,0:0,1
36,Ligue 1 1993/1994,06/05/1994,A,RC Strasbourg,1:0,3
37,Ligue 1 1993/1994,20/05/1994,H,Montpellier HSC,3:2,3
