,match_type,date,home,away,score,points
0,Primera División 2010/2011,29/08/2010,H,Real Zaragoza,0:0 (0:0),1
1,Primera División 2010/2011,12/09/2010,A,Sevilla FC,0:0 (0:0),1
2,Primera División 2010/2011,20/09/2010,H,Getafe CF,2:2 (0:1),1
3,Primera División 2010/2011,23/09/2010,A,Villarreal CF,0:1 (0:1),0
4,Primera División 2010/2011,26/09/2010,H,UD Almería,0:2 (0:2),0
5,Primera División 2010/2011,03/10/2010,A,Real Madrid,1:6 (0:3),0
6,Primera División 2010/2011,17/10/2010,H,CA Osasuna,0:0 (0:0),1
7,Primera División 2010/2011,25/10/2010,A,Real Sociedad,0:3 (0:1),0
8,Primera División 2010/2011,31/10/2010,H,Espanyol Barcelona,3:0 (1:0),3
9,Primera División 2010/2011,07/11/2010,A,Levante UD,2:1 (1:0),3
10,Primera División 2010/2011,14/11/2010,A,RCD Mallorca,0:0 (0:0),1
11,Primera División 2010/2011,21/11/2010,H,Málaga CF,3:0 (2:0),3
12,Primera División 2010/2011,28/11/2010,A,Racing Santander,0:1 (0:0),0
13,Primera División 2010/2011,06/12/2010,H,Hércules CF,1:0 (0:0),3
14,Primera División 2010/2011,11/12/2010,A,Atlético Madrid,0:2 (0:2),0
15,Primera División 2010/2011,18/12/2010,H,Sporting Gijón,1:1 (1:0),1
16,Primera División 2010/2011,02/01/2011,A,Athletic Bilbao,2:1 (1:0),3
17,Primera División 2010/2011,08/01/2011,H,FC Barcelona,0:4 (0:1),0
18,Primera División 2010/2011,16/01/2011,A,Valencia CF,0:2 (0:0),0
19,Primera División 2010/2011,23/01/2011,A,Real Zaragoza,0:1 (0:1),0
20,Primera División 2010/2011,29/01/2011,H,Sevilla FC,3:3 (1:0),1
21,Primera División 2010/2011,05/02/2011,A,Getafe CF,1:4 (0:3),0
22,Primera División 2010/2011,13/02/2011,H,Villarreal CF,1:0 (0:0),3
23,Primera División 2010/2011,20/02/2011,A,UD Almería,1:1 (0:0),1
24,Primera División 2010/2011,26/02/2011,H,Real Madrid,0:0 (0:0),1
25,Primera División 2010/2011,02/03/2011,A,CA Osasuna,0:0 (0:0),1
26,Primera División 2010/2011,07/03/2011,H,Real Sociedad,2:1 (1:0),3
27,Primera División 2010/2011,13/03/2011,A,Espanyol Barcelona,0:2 (0:0),0
28,Primera División 2010/2011,20/03/2011,H,Levante UD,0:1 (0:0),0
29,Primera División 2010/2011,03/04/2011,H,RCD Mallorca,2:1 (0:1),3
30,Primera División 2010/2011,10/04/2011,A,Málaga CF,0:0 (0:0),1
31,Primera División 2010/2011,17/04/2011,H,Racing Santander,2:0 (1:0),3
32,Primera División 2010/2011,24/04/2011,A,Hércules CF,0:1 (0:0),0
33,Primera División 2010/2011,30/04/2011,H,Atlético Madrid,0:1 (0:0),0
34,Primera División 2010/2011,07/05/2011,A,Sporting Gijón,2:2 (2:1),1
35,Primera División 2010/2011,10/05/2011,H,Athletic Bilbao,2:1 (1:1),3
36,Primera División 2010/2011,15/05/2011,A,FC Barcelona,0:0 (0:0),1
37,Primera División 2010/2011,21/05/2011,H,Valencia CF,0:2 (0:1),0
38,Copa del Rey 2010/2011,28/10/2010,A,CA Osasuna,1:1 (0:0),1
39,Copa del Rey 2010/2011,10/11/2010,H,CA Osasuna,2:1 (0:0),3
40,Copa del Rey 2010/2011,21/12/2010,A,Córdoba CF,1:1 (1:0),1
41,Copa del Rey 2010/2011,05/01/2011,H,Córdoba CF,"3:1 (0:0, 1:1) aet",3
42,Copa del Rey 2010/2011,13/01/2011,A,UD Almería,0:1 (0:1),0
43,Copa del Rey 2010/2011,19/01/2011,H,UD Almería,2:3 (1:2),0
