"Real GDP by metropolitan area (millions of chained 2009 dollars)"
"Levels" 
"Bureau of Economic Analysis" 
"All industry total"
"Fips","Area","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"27780","Johnstown, PA (Metropolitan Statistical Area)",4099,3938,4018,4043,4140,4156,4203,4165,4127,4111,4126,4011,3921,3864,3746
"27860","Jonesboro, AR (Metropolitan Statistical Area)",3407,3466,3716,3857,3942,4020,3899,4026,4016,4183,4108,4058,4227,4189,4290
"27900","Joplin, MO (Metropolitan Statistical Area)",5216,5143,5455,5648,5724,5891,5890,5883,5844,6028,6029,6014,6049,5982,5972
"27980","Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",5580,5639,5998,6442,6852,7170,7263,7189,6741,6692,6855,6950,7025,7211,7037
"28020","Kalamazoo-Portage, MI (Metropolitan Statistical Area)",11959,12932,13253,13109,12803,12904,13100,12899,12577,12686,12808,12687,12956,13057,13236
"28100","Kankakee, IL (Metropolitan Statistical Area)",3066,3174,3200,3281,3239,3308,3268,3239,3266,3248,3225,3476,3423,3391,3410
"28140","Kansas City, MO-KS (Metropolitan Statistical Area)",94317,96048,97489,100100,102066,103466,105669,106457,103613,106376,106715,108967,109350,111239,112926
"28420","Kennewick-Richland, WA (Metropolitan Statistical Area)",7610,8169,8478,8525,8869,8836,9282,9541,10318,10957,10752,10177,10090,10110,10528
"28660","Killeen-Temple, TX (Metropolitan Statistical Area)",10481,10711,11166,11524,12390,13294,13790,14561,15025,14807,14888,14807,14452,14374,14927
"28700","Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",9706,9429,9463,10177,9840,10320,10333,10105,9818,10119,10652,10841,10758,10537,10377
"28740","Kingston, NY (Metropolitan Statistical Area)",4415,4527,4736,4822,4921,5139,5060,4982,5000,5115,4947,4970,5021,4967,5050
"28940","Knoxville, TN (Metropolitan Statistical Area)",27415,28925,30094,31489,32004,32151,31898,33014,32078,32586,33633,34045,34024,34543,35292
"29020","Kokomo, IN (Metropolitan Statistical Area)",3293,3665,4135,3987,3952,4260,4506,3719,2562,3661,3831,3836,3992,3939,4055
"29100","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",4971,5158,5393,5418,5531,5565,5595,5772,5752,5869,5959,6055,6072,6204,6256
"29180","Lafayette, LA (Metropolitan Statistical Area)",19528,18310,17870,17857,18037,20419,21280,22075,23495,23843,24243,24642,23936,23755,22853
"29200","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",6963,7266,7399,7764,7973,8102,8252,8400,7753,8301,8514,8477,8584,8741,8835
"29340","Lake Charles, LA (Metropolitan Statistical Area)",10181,11061,13077,14266,17676,15119,12536,12231,11475,12501,10836,11047,10368,11416,12368
"29420","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",3083,3269,3498,3646,3949,4323,4357,4001,3618,3588,3530,3461,3494,3540,3453
"29460","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",14572,15194,15780,16679,17536,18290,18320,17976,17162,17173,16859,16339,16945,16804,17051
"29540","Lancaster, PA (Metropolitan Statistical Area)",19061,19359,19644,20032,20464,20530,20295,20060,19635,20647,21165,21480,22030,22649,23286
"29620","Lansing-East Lansing, MI (Metropolitan Statistical Area)",18729,19492,19880,19478,19799,20040,20013,19024,17893,19169,18933,18592,18918,19118,18723
"29700","Laredo, TX (Metropolitan Statistical Area)",4979,5200,5366,5440,5710,5894,5894,6192,5858,6040,6307,6605,6609,6785,6880
"29740","Las Cruces, NM (Metropolitan Statistical Area)",4117,4490,4783,5109,5360,5453,5578,5781,6010,6096,5955,5763,5570,5636,5614
"29820","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",70859,73618,77249,86620,95132,98017,98461,95036,86171,84519,84421,84401,84743,88472,91943
"29940","Lawrence, KS (Metropolitan Statistical Area)",3340,3405,3430,3455,3471,3436,3568,3612,3646,3576,3618,3643,3648,3652,3652
"30020","Lawton, OK (Metropolitan Statistical Area)",3566,3611,3792,3906,3884,4089,4091,4199,4371,4570,4533,4399,4454,4417,4444
"30140","Lebanon, PA (Metropolitan Statistical Area)",3390,3426,3569,3680,3706,3789,3851,3933,3925,4085,4098,4119,4152,4120,4111
"30300","Lewiston, ID-WA (Metropolitan Statistical Area)",1848,1858,1922,1932,1952,1979,1996,1982,1928,1941,1895,1893,1911,1932,1935
"30340","Lewiston-Auburn, ME (Metropolitan Statistical Area)",3391,3627,3704,3793,3752,3840,3901,3870,3796,3763,3745,3790,3715,3798,3693
"30460","Lexington-Fayette, KY (Metropolitan Statistical Area)",20112,21405,21674,22103,22695,23615,23650,23256,22014,23416,23922,24422,24657,25186,25831
"30620","Lima, OH (Metropolitan Statistical Area)",4556,4623,4644,4794,4850,4845,4738,4354,4800,4774,4728,4429,4682,5150,5222
"30700","Lincoln, NE (Metropolitan Statistical Area)",12586,12765,13631,13774,13893,14243,14317,13935,13943,14388,14624,15449,16083,16359,16622
"30780","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",26530,27518,27970,28562,29708,30869,32979,32695,32771,32903,33613,34059,34964,35199,35547
"30860","Logan, UT-ID (Metropolitan Statistical Area)",2458,2553,2835,3000,3065,3168,3352,3475,3478,3668,3877,3774,3788,3927,4028
"30980","Longview, TX (Metropolitan Statistical Area)",7009,7068,7232,7621,7992,8688,9118,9879,9471,10104,9757,10249,10438,10788,10541
"31020","Longview, WA (Metropolitan Statistical Area)",2966,2888,3018,3042,3152,3221,3306,3229,3101,3164,3099,3160,3266,3373,3333
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",643914,662118,688398,720362,739109,767326,781892,794349,752773,753272,757050,766452,788592,806832,838101
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",52301,53003,53512,55489,56547,58226,58728,57951,55107,57511,58756,60205,59985,61785,63055
"31180","Lubbock, TX (Metropolitan Statistical Area)",8160,8543,8838,9190,9466,9775,9818,9971,10088,10346,10020,10524,11051,11166,11624
"31340","Lynchburg, VA (Metropolitan Statistical Area)",7844,7621,7854,8047,8294,8597,8581,8490,8452,8609,8461,8335,8274,8339,8286
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)",8845,8806,8608,8709,8603,8402,8098,8130,7816,7791,7838,7834,7985,8158,8285
"31460","Madera, CA (Metropolitan Statistical Area)",2677,2964,3153,3591,3776,3866,3839,3690,3372,3684,3740,3930,4237,4404,4428
"31540","Madison, WI (Metropolitan Statistical Area)",29462,30654,31606,33108,34475,35044,36005,35534,35759,36976,38151,38813,39820,40511,41894
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)",17469,18382,19977,20609,21519,21641,21823,22098,21632,21370,22317,22164,22292,22949,23139
"31740","Manhattan, KS (Metropolitan Statistical Area)",2295,2338,2457,2491,2543,2574,2732,2878,2837,2850,2913,2899,2883,2883,2952
"31860","Mankato-North Mankato, MN (Metropolitan Statistical Area)",3214,3316,3453,3632,3830,3960,3836,3907,3722,3889,4013,4100,4200,4293,4429
"31900","Mansfield, OH (Metropolitan Statistical Area)",3957,4122,4230,4432,4467,4494,4274,4132,3564,3657,3737,3753,3794,3875,3793
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",10550,10907,11554,12159,12789,13473,13749,13961,14134,14664,15022,15503,16058,16615,16852
"32780","Medford, OR (Metropolitan Statistical Area)",5908,6078,6340,6639,6789,6966,6866,6446,6179,6017,5900,6011,6098,6210,6410
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)",60079,62512,63653,65223,65597,66469,66092,64190,61302,61451,61673,63210,62856,62797,63039
"32900","Merced, CA (Metropolitan Statistical Area)",4800,5301,5780,6244,6370,6472,6778,6205,6134,6094,6478,6178,6637,7048,7436
"33100","Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",223994,232299,238949,250211,268379,276946,277817,269391,247461,247716,248496,257102,266615,274436,283439
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)",3492,3505,3507,3651,3641,3621,3697,3637,3379,3522,3505,3477,3488,3510,3429
"33220","Midland, MI (Metropolitan Statistical Area)",3786,4009,3864,4133,3731,3646,3723,3622,3564,3686,3763,3581,3542,3664,3619
"33260","Midland, TX (Metropolitan Statistical Area)",8195,7739,7135,7243,7357,8131,9418,10773,13281,13221,15177,18775,20185,23379,25582
"33340","Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",77586,78161,80355,82092,84454,86627,87008,87196,84829,86086,87994,88671,88817,90162,91738
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",177712,180677,187496,193622,199323,197922,199686,199461,192050,197380,203089,206003,210699,217783,223718
"33540","Missoula, MT (Metropolitan Statistical Area)",3795,3991,4122,4163,4298,4409,4440,4422,4383,4370,4392,4441,4376,4433,4593
"33660","Mobile, AL (Metropolitan Statistical Area)",13613,13585,13873,14482,14931,15779,16051,16028,16293,16325,16344,16139,16203,16273,16597
"33700","Modesto, CA (Metropolitan Statistical Area)",13423,14439,15205,16018,16663,16853,16311,15597,15335,15445,15568,15519,15723,16414,17048
"33740","Monroe, LA (Metropolitan Statistical Area)",5770,5772,5860,6092,6269,6506,6500,6281,6278,6458,6203,6256,6318,6297,6472
"33780","Monroe, MI (Metropolitan Statistical Area)",4006,4374,4564,4552,4481,4471,4286,4054,3701,3923,3962,4059,4203,4212,4150
"33860","Montgomery, AL (Metropolitan Statistical Area)",13888,14348,14724,15308,15683,16004,15738,15597,15179,15315,15393,15285,15312,15185,15231
"34060","Morgantown, WV (Metropolitan Statistical Area)",4239,4499,4653,4733,4912,5152,5182,5583,6008,6389,6240,6162,6271,6424,6592
"34100","Morristown, TN (Metropolitan Statistical Area)",3275,3286,3412,3588,3483,3539,3519,3376,3090,3286,3297,3411,3414,3463,3400
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",4271,5319,5076,4647,6095,5045,4969,4818,4996,4980,4121,3983,4153,4135,4369
"34620","Muncie, IN (Metropolitan Statistical Area)",3791,3767,3844,3715,3619,3679,3537,3486,3270,3326,3357,3451,3415,3423,3509
"34740","Muskegon, MI (Metropolitan Statistical Area)",4969,4944,5029,5081,5091,5027,4838,4697,4536,4734,4847,4952,5060,5137,5196
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",11473,11821,12257,12681,13374,13679,14096,14028,13445,13581,13872,13898,14003,14199,14266
"34900","Napa, CA (Metropolitan Statistical Area)",6526,6821,7000,7188,7535,7650,7668,7591,7353,6975,7002,7516,7909,8025,8285
"34940","Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",12346,12216,13147,14249,15736,15875,15303,13624,12078,12237,12187,12842,13582,14145,14890
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",68727,70652,73398,77371,78635,81651,81447,84206,81192,84128,87792,92434,94949,98356,102209
"35100","New Bern, NC (Metropolitan Statistical Area)",3970,3860,3984,4168,4330,4375,4395,4543,4625,4539,4420,4477,4344,4389,4454
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)",37346,38731,39518,42165,42129,42960,43665,42480,40343,40625,40185,40291,40244,40490,40380
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)",69517,70360,72959,75298,77056,70871,67915,67306,69072,72871,67209,66902,65220,66762,68468
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1172009,1172113,1174994,1207837,1257292,1293281,1311379,1273542,1277702,1324206,1327364,1365847,1368563,1388513,1412183
"35660","Niles-Benton Harbor, MI (Metropolitan Statistical Area)",5582,5800,5753,5761,5740,5901,6041,5837,5584,5934,5682,5476,5662,5785,5681
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",21040,22185,23141,24693,26881,27695,27124,25189,23568,23162,23054,22989,23663,24412,25412
"35980","Norwich-New London, CT (Metropolitan Statistical Area)",13016,14124,14920,16431,16732,17761,18167,17891,15992,15800,14776,14389,14063,14040,13972
"36100","Ocala, FL (Metropolitan Statistical Area)",5882,6089,6580,7095,7716,8325,8285,7823,7002,6946,6843,6762,6881,6900,7068
"36140","Ocean City, NJ (Metropolitan Statistical Area)",3686,3949,4208,4389,4554,4281,4176,4293,4313,4270,4296,4316,4257,4268,4222
"36220","Odessa, TX (Metropolitan Statistical Area)",4098,4075,4069,4137,4473,5057,5834,5963,5605,5922,7038,8170,8661,9394,8711
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)",15441,16107,16609,17384,17978,19323,19721,19287,19532,20139,20379,19888,20881,21103,22190
"36420","Oklahoma City, OK (Metropolitan Statistical Area)",46909,47696,49029,50874,51816,55084,55703,55983,55892,56591,59956,62908,65499,67844,69749
"36500","Olympia-Tumwater, WA (Metropolitan Statistical Area)",7686,7807,7985,8168,8537,8889,9265,9346,9189,9135,8950,9018,9141,9265,9589
"36540","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",39393,40758,42411,43890,44672,46144,46752,46479,46155,47287,48293,49746,50365,51388,52479
"36740","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",81047,84658,89471,95422,103576,107977,110054,105660,99863,100781,99811,100811,102004,105571,109226
"36780","Oshkosh-Neenah, WI (Metropolitan Statistical Area)",6996,7611,7584,7808,7927,8005,8067,7935,7566,8241,8541,8705,8645,8687,8780
"36980","Owensboro, KY (Metropolitan Statistical Area)",3860,4059,4231,4148,4199,4448,4234,4351,4420,4516,4562,4714,4961,5026,5234
"37100","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",30583,31202,33793,36086,37554,38818,39531,37098,37447,39303,40133,40694,41073,41906,42507
"37340","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",14184,14871,15875,17558,18474,18808,19419,19087,18360,18396,17487,17075,17121,17370,18107
"37460","Panama City, FL (Metropolitan Statistical Area)",5489,5787,6163,6510,7046,7211,7225,7198,7000,7110,6868,6558,6676,7006,7063
"37620","Parkersburg-Vienna, WV (Metropolitan Statistical Area)",3352,3270,3257,3302,3254,3423,3282,3304,3414,3251,3224,3236,3250,3305,3236
"37860","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",12986,12956,13312,14349,14435,15023,14868,14169,13726,14052,14107,13887,14057,14171,14448
"37900","Peoria, IL (Metropolitan Statistical Area)",14323,14364,14865,15995,16905,17966,18447,18754,17790,17981,19737,21269,18473,18173,18081
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",303035,308574,318432,326067,331026,336141,341433,344292,340696,344946,347861,353033,355912,362930,368210
"38060","Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",152888,157758,167002,173310,187530,198577,202940,196935,179571,181027,185596,191235,190522,194426,197913
"38220","Pine Bluff, AR (Metropolitan Statistical Area)",3020,3050,3129,3239,3228,3290,3150,3114,3032,3048,2971,2959,2883,2796,2711
"38300","Pittsburgh, PA (Metropolitan Statistical Area)",109442,110380,112221,113162,112867,113234,113712,113713,111702,115860,119099,121227,121733,126051,130205
"38340","Pittsfield, MA (Metropolitan Statistical Area)",5474,5829,6022,6140,6120,5891,5553,5477,5450,5242,5423,5673,5584,5559,5605
"38540","Pocatello, ID (Metropolitan Statistical Area)",2071,2084,2236,2387,2488,2489,2540,2550,2350,2362,2379,2341,2239,2235,2269
"38860","Portland-South Portland, ME (Metropolitan Statistical Area)",22713,23080,23900,24956,24963,25373,25250,25238,24945,25513,25418,25368,25197,25523,25883
"38900","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",86738,87681,91013,100646,103361,114475,120527,130062,131742,141114,149296,143397,140763,142184,148680
"38940","Port St. Lucie, FL (Metropolitan Statistical Area)",8695,9283,9823,11294,12308,12783,12939,11816,11094,11065,10875,10721,10659,10747,11114
"39140","Prescott, AZ (Metropolitan Statistical Area)",3843,3962,4220,4395,4851,5336,5437,5078,4612,4425,4243,4223,4366,4560,4614
"39300","Providence-Warwick, RI-MA (Metropolitan Statistical Area)",60920,62854,65668,67749,68038,69541,67966,67032,65785,67038,67302,68013,68194,69654,70561
"39340","Provo-Orem, UT (Metropolitan Statistical Area)",10411,10884,11606,12327,13127,14288,15611,15359,15113,15166,15591,16320,16741,17315,18627
"39380","Pueblo, CO (Metropolitan Statistical Area)",4138,4081,4081,4242,3984,3966,4054,4102,4167,4136,4215,4229,4192,4262,4307
"39460","Punta Gorda, FL (Metropolitan Statistical Area)",3166,3152,3324,3927,3858,4129,3842,3489,3206,3173,3118,3084,3165,3199,3384
"39540","Racine, WI (Metropolitan Statistical Area)",7104,7178,7307,7488,7268,7432,7279,6820,6548,7074,6954,7156,6887,6914,6824
"39580","Raleigh, NC (Metropolitan Statistical Area)",43821,44126,44934,46590,49606,52498,55776,57879,56025,58189,59734,60640,61374,63631,68087
"39660","Rapid City, SD (Metropolitan Statistical Area)",4198,4672,4705,4784,4867,4926,4988,5090,5091,5245,5431,5512,5437,5630,5686
"39740","Reading, PA (Metropolitan Statistical Area)",13920,14212,14503,14613,14900,15734,15476,15048,14755,14885,14924,15146,15237,15488,15803
"39820","Redding, CA (Metropolitan Statistical Area)",4980,5529,5770,5882,6011,5975,5808,5408,5046,5048,5104,5009,4981,5118,5274
"39900","Reno, NV (Metropolitan Statistical Area)",18001,18468,19021,20636,21442,21716,22692,21280,19101,18704,18709,18398,18367,19224,19856
"40060","Richmond, VA (Metropolitan Statistical Area)",58476,57282,57447,57311,60938,61445,61722,61725,61122,61984,61945,62508,62997,63387,65850
"40140","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",98547,102347,108877,116186,123536,127315,124433,120108,111373,113812,116238,115967,117723,120936,125518
"40220","Roanoke, VA (Metropolitan Statistical Area)",12232,12217,12451,12644,13011,13366,13545,13475,13234,13023,12891,12816,12798,12844,12947
"40340","Rochester, MN (Metropolitan Statistical Area)",7623,8250,9054,9343,9320,9391,9301,9246,9082,9654,9492,9598,9744,9976,10263
"40380","Rochester, NY (Metropolitan Statistical Area)",46279,47396,48381,49490,50109,50571,48735,47759,48085,48936,48244,48502,49269,48537,49316
"40420","Rockford, IL (Metropolitan Statistical Area)",12305,12471,12591,12858,13086,13646,13816,13295,12204,12581,13068,13586,13249,13290,13310
"40580","Rocky Mount, NC (Metropolitan Statistical Area)",5818,5943,6051,6105,6163,6499,6288,6520,6527,6286,5956,5679,5496,5356,5615
"40660","Rome, GA (Metropolitan Statistical Area)",3277,3292,3367,3563,3358,3370,3334,3332,3214,3190,3130,3144,3159,3195,3256
"40900","Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",81161,86994,93541,96953,102484,104467,103142,99651,95132,94830,96672,99977,101183,102574,106198
"40980","Saginaw, MI (Metropolitan Statistical Area)",7625,7677,7863,7685,7754,7789,7417,6849,6560,6938,7058,6919,6981,6940,6854
"41060","St. Cloud, MN (Metropolitan Statistical Area)",6860,7168,7395,7825,7882,7821,7644,7655,7445,7589,7654,7687,7838,8160,8390
"41100","St. George, UT (Metropolitan Statistical Area)",2436,2569,2805,3051,3440,3864,3999,3863,3586,3493,3634,3730,3897,4023,4147
"41140","St. Joseph, MO-KS (Metropolitan Statistical Area)",3917,3959,4039,4221,4198,4451,4655,4589,4707,4782,4778,4982,5115,5026,4992
"41180","St. Louis, MO-IL (Metropolitan Statistical Area)",125249,127935,130745,132060,133561,132793,132858,135205,131552,132168,132327,133674,134696,136654,138493
"41420","Salem, OR (Metropolitan Statistical Area)",10918,11412,11802,12109,12253,12921,12805,13170,12837,12423,12022,11888,11907,12228,12542
"41500","Salinas, CA (Metropolitan Statistical Area)",16720,17794,18354,17615,18609,19277,17940,17750,18049,18057,17331,17738,18179,18616,19319
"41540","Salisbury, MD-DE (Metropolitan Statistical Area)",11075,11032,11739,12685,13552,14199,14754,14213,13720,13574,13065,12774,13295,13773,14336
"41620","Salt Lake City, UT (Metropolitan Statistical Area)",50803,51208,51153,53074,56155,60531,64398,62806,61763,62560,64349,65325,66922,68089,70176
"41660","San Angelo, TX (Metropolitan Statistical Area)",3446,3475,3573,3670,3653,3636,3651,3729,3714,3810,3950,4087,4348,4550,4540
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",65584,65708,67836,69887,72008,75477,77874,78433,77132,80298,83981,87824,90866,94940,100533
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)",146734,155035,161425,169176,175692,178994,180962,180778,174252,174310,178956,184403,190153,193774,198550
"41860","San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",290573,289368,294693,301482,315482,324307,332530,341276,326961,325588,325411,343656,349283,363951,378763
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",125780,118581,123081,129262,137154,146046,157105,158620,149358,164047,176062,182694,190640,204783,223088
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",9116,10203,10784,11303,11733,11656,11492,11118,10666,11002,11049,11256,11557,11767,12071
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",11001,10862,10802,10632,10744,10824,10366,9880,9518,9451,9400,9386,9839,10132,10560
"42140","Santa Fe, NM (Metropolitan Statistical Area)",6112,6869,6495,6512,6693,6989,6984,7625,6798,6795,6604,6403,6526,6446,6726
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",17333,17963,18652,19171,20366,20365,20082,20155,20072,20161,20731,21239,21281,21696,22683
"42220","Santa Rosa, CA (Metropolitan Statistical Area)",19934,20588,20790,21043,21892,21826,21217,21044,19701,20150,20853,20739,21117,21887,23457
"42340","Savannah, GA (Metropolitan Statistical Area)",11525,11594,11835,12474,13062,13767,13877,13531,13144,13267,13346,13596,13858,14347,15015
"42540","Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",19136,18999,19434,20130,20300,20418,20596,19905,19570,20168,20234,20153,20502,20737,20961
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",198799,200246,202596,206476,218545,227899,244109,247855,240035,246506,252156,261447,266017,275689,283602
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",3417,3559,3916,4408,4622,4707,4831,4573,4224,4026,3935,4014,3951,4158,4357
"42700","Sebring, FL (Metropolitan Statistical Area)",1572,1693,1794,1905,1982,2118,2018,1872,1848,1834,1766,1781,1720,1672,1730
"43100","Sheboygan, WI (Metropolitan Statistical Area)",5091,5235,5398,5621,5594,5668,5680,5749,5505,5374,5419,5450,5555,5819,5887
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)",2805,2848,2952,3111,3171,3341,3339,3338,3290,3386,3476,3504,3657,3562,3604
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)",17562,17873,18287,19197,19440,20450,19388,19865,19811,20880,20962,20489,19241,19310,19344
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",3279,3269,3368,3503,3744,3840,3944,3945,4027,4112,4080,3863,3667,3520,3461
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)",6657,6906,6809,7013,7007,7181,7291,7494,7453,7623,7529,7367,7919,7919,8144
"43620","Sioux Falls, SD (Metropolitan Statistical Area)",10591,12417,12451,12782,13100,13339,13540,13850,13994,14238,15311,15882,15906,15982,16329
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",11082,11540,12096,12610,12487,12652,12710,12692,11840,12336,12720,12329,12009,12264,12373
"43900","Spartanburg, SC (Metropolitan Statistical Area)",10291,10676,11064,11012,11173,11582,11779,11753,10641,11402,11878,11808,12082,12498,12604
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",16855,16910,17337,17729,18564,19235,19821,19906,19391,19417,19574,19795,19944,20192,20553
"44100","Springfield, IL (Metropolitan Statistical Area)",9343,9239,8995,8890,8861,8884,8906,8741,8936,8815,8881,8731,8688,8762,8885
"44140","Springfield, MA (Metropolitan Statistical Area)",21125,21231,21647,21953,22130,22192,22439,22562,22059,22277,22423,22723,22519,22600,22587
"44180","Springfield, MO (Metropolitan Statistical Area)",13173,13041,13871,14450,15123,15325,15382,15307,15190,15455,15469,15473,15715,16048,16467
"44220","Springfield, OH (Metropolitan Statistical Area)",4081,3976,3866,3977,3972,4095,3923,3789,3525,3527,3698,3773,3799,3842,3765
"44300","State College, PA (Metropolitan Statistical Area)",5287,5438,5520,5743,5980,6091,6231,6282,6389,6557,6663,6736,6872,7174,7346
"44420","Staunton-Waynesboro, VA (Metropolitan Statistical Area)",4293,4106,4227,4362,4588,4557,4376,4394,4419,4464,4393,4342,4431,4495,4401
"44700","Stockton-Lodi, CA (Metropolitan Statistical Area)",17305,18604,19734,20472,21195,21492,21478,20630,20101,20014,20199,20764,20758,21155,22016
"44940","Sumter, SC (Metropolitan Statistical Area)",2914,2980,3046,3134,3187,3242,3197,3074,2980,2984,3066,3305,3281,3301,3262
"45060","Syracuse, NY (Metropolitan Statistical Area)",25810,26336,26647,27328,27802,28012,28178,27816,27702,28691,28315,28859,28611,28459,28408
"45220","Tallahassee, FL (Metropolitan Statistical Area)",13427,12842,13069,13289,13442,13637,14145,13850,13397,13347,12960,12723,12738,12929,13096
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",94706,99646,104241,109392,115008,118834,119462,114844,109806,109101,108863,111864,114147,117127,120278
"45460","Terre Haute, IN (Metropolitan Statistical Area)",5277,5443,5748,5946,5834,5977,6324,6310,5904,6241,6127,5972,6072,6026,5934
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)",4159,4265,4437,4657,4740,4835,4899,4842,4788,4837,4804,4771,4504,4576,4607
"45540","The Villages, FL (Metropolitan Statistical Area)",912,914,1075,1166,1392,1523,1617,1546,1602,1764,1832,1804,1965,1995,2052
"45780","Toledo, OH (Metropolitan Statistical Area)",26008,26596,27025,27470,27564,27732,27519,26440,26177,26352,27151,26925,27314,29622,29951
"45820","Topeka, KS (Metropolitan Statistical Area)",9007,8953,8913,8983,8930,8777,9060,9205,9099,8994,9178,9163,9067,9051,8731
"45940","Trenton, NJ (Metropolitan Statistical Area)",21327,22080,23492,24004,24649,25428,25023,25186,24607,25558,25518,26647,27037,27010,27394
"46060","Tucson, AZ (Metropolitan Statistical Area)",28660,28447,30175,30760,32524,33840,35394,34927,32475,32723,32342,32815,32736,33256,32474
"46140","Tulsa, OK (Metropolitan Statistical Area)",38588,38804,38436,39543,41667,44006,44502,46381,44802,44379,46932,49028,49370,51249,51633
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)",6812,7036,7394,7867,8309,8387,8761,8759,8806,9200,9349,9093,9553,9557,9688
"46340","Tyler, TX (Metropolitan Statistical Area)",6924,6988,7099,7567,7709,7886,7998,8813,8517,8752,9038,9434,9717,10165,10384
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)",40307,41430,43151,45934,47975,48900,49861,50605,49253,51522,52046,52555,52856,53152,54273
"46540","Utica-Rome, NY (Metropolitan Statistical Area)",8860,8979,9071,9332,9498,9574,9500,9407,9449,9780,9656,9786,9779,9614,9639
"46660","Valdosta, GA (Metropolitan Statistical Area)",3899,3763,3939,3947,4056,4134,4163,4394,4449,4305,4199,4157,4253,4296,4315
"46700","Vallejo-Fairfield, CA (Metropolitan Statistical Area)",12586,13015,14010,14429,15009,14942,14941,15488,15317,14655,13927,14916,16043,16343,16873
"47020","Victoria, TX (Metropolitan Statistical Area)",3190,3234,3358,3495,3615,3969,3942,4059,3781,4029,4208,4649,4866,5081,4991
