,match_type,date,home,away,score,points
0,Champions League 2000/2001,12/09/2000,A,Shakhtar Donetsk,3:0 (1:0),3
1,Champions League 2000/2001,20/09/2000,H,Sparta Praha,3:0 (1:0),3
2,Champions League 2000/2001,27/09/2000,A,Arsenal FC,0:2 (0:1),0
3,Champions League 2000/2001,17/10/2000,H,Arsenal FC,1:1 (1:0),1
4,Champions League 2000/2001,25/10/2000,H,Shakhtar Donetsk,5:1 (0:1),3
5,Champions League 2000/2001,07/11/2000,A,Sparta Praha,1:0 (1:0),3
6,Champions League 2000/2001,22/11/2000,A,RSC Anderlecht,0:1 (0:0),0
7,Champions League 2000/2001,05/12/2000,H,Leeds United,0:1 (0:0),0
8,Champions League 2000/2001,13/02/2001,A,Real Madrid,2:3 (1:1),0
9,Champions League 2000/2001,21/02/2001,H,Real Madrid,2:2 (1:1),1
10,Champions League 2000/2001,06/03/2001,H,RSC Anderlecht,2:1 (1:0),3
11,Champions League 2000/2001,14/03/2001,A,Leeds United,3:3 (2:2),1
12,Serie A 2000/2001,30/09/2000,A,Atalanta,2:2 (1:1),1
13,Serie A 2000/2001,14/10/2000,H,AC Perugia,3:0 (1:0),3
14,Serie A 2000/2001,21/10/2000,A,Hellas Verona,0:2 (0:0),0
15,Serie A 2000/2001,31/10/2000,H,Brescia Calcio,2:1 (1:1),3
16,Serie A 2000/2001,04/11/2000,H,Bologna FC,2:0 (1:0),3
17,Serie A 2000/2001,11/11/2000,A,Juventus,1:1 (1:1),1
18,Serie A 2000/2001,18/11/2000,H,AC Milan,1:1 (1:0),1
19,Serie A 2000/2001,25/11/2000,A,Parma AC,0:2 (0:1),0
20,Serie A 2000/2001,02/12/2000,H,Reggina Calcio,2:0 (1:0),3
21,Serie A 2000/2001,09/12/2000,A,Vicenza Calcio,4:1 (2:0),3
22,Serie A 2000/2001,16/12/2000,H,AS Roma,0:1 (0:0),0
23,Serie A 2000/2001,22/12/2000,A,AS Bari,2:1 (1:0),3
24,Serie A 2000/2001,06/01/2001,H,SSC Napoli,1:2 (0:2),0
25,Serie A 2000/2001,13/01/2001,A,Udinese Calcio,4:3 (2:0),3
26,Serie A 2000/2001,20/01/2001,H,Inter,2:0 (1:0),3
27,Serie A 2000/2001,27/01/2001,A,ACF Fiorentina,4:1 (1:0),3
28,Serie A 2000/2001,03/02/2001,H,US Lecce,3:2 (1:0),3
29,Serie A 2000/2001,10/02/2001,H,Atalanta,0:0 (0:0),1
30,Serie A 2000/2001,17/02/2001,A,AC Perugia,1:0 (0:0),3
31,Serie A 2000/2001,24/02/2001,H,Hellas Verona,5:3 (2:0),3
32,Serie A 2000/2001,03/03/2001,A,Brescia Calcio,1:0 (0:0),3
33,Serie A 2000/2001,10/03/2001,A,Bologna FC,0:2 (0:1),0
34,Serie A 2000/2001,17/03/2001,H,Juventus,4:1 (1:0),3
35,Serie A 2000/2001,31/03/2001,A,AC Milan,0:1 (0:0),0
36,Serie A 2000/2001,07/04/2001,H,Parma AC,1:0 (1:0),3
37,Serie A 2000/2001,13/04/2001,A,Reggina Calcio,2:0 (1:0),3
38,Serie A 2000/2001,21/04/2001,H,Vicenza Calcio,2:1 (1:0),3
39,Serie A 2000/2001,28/04/2001,A,AS Roma,2:2 (0:0),1
40,Serie A 2000/2001,05/05/2001,H,AS Bari,2:0 (2:0),3
41,Serie A 2000/2001,12/05/2001,A,SSC Napoli,4:2 (1:1),3
42,Serie A 2000/2001,19/05/2001,H,Udinese Calcio,3:1 (2:0),3
43,Serie A 2000/2001,26/05/2001,A,Inter,1:1 (1:0),1
44,Serie A 2000/2001,09/06/2001,H,ACF Fiorentina,3:0 (2:0),3
45,Serie A 2000/2001,16/06/2001,A,US Lecce,1:2 (1:0),0
46,Coppa Italia 2000/2001,15/09/2000,A,Sampdoria,1:1,1
47,Coppa Italia 2000/2001,23/09/2000,H,Sampdoria,5:2,3
48,Coppa Italia 2000/2001,29/11/2000,H,Udinese Calcio,2:1,3
49,Coppa Italia 2000/2001,12/12/2000,A,Udinese Calcio,1:4,0
50,Supercoppa 2000,08/09/2000,H,Inter,4:3,3
