,match_type,date,home,away,score,points
0,Premier League 2003/2004,16/08/2003,A,Arsenal FC,1:2 (0:1),0
1,Premier League 2003/2004,23/08/2003,H,Fulham FC,3:1 (3:0),3
2,Premier League 2003/2004,26/08/2003,A,Charlton Athletic,2:2 (1:1),1
3,Premier League 2003/2004,30/08/2003,H,Liverpool FC,0:3 (0:1),0
4,Premier League 2003/2004,13/09/2003,H,Newcastle United,2:2 (0:0),1
5,Premier League 2003/2004,21/09/2003,A,Middlesbrough FC,0:1 (0:1),0
6,Premier League 2003/2004,28/09/2003,H,Leeds United,4:0 (3:0),3
7,Premier League 2003/2004,04/10/2003,A,Tottenham Hotspur,0:3 (0:2),0
8,Premier League 2003/2004,19/10/2003,H,Southampton FC,0:0 (0:0),1
9,Premier League 2003/2004,25/10/2003,A,Aston Villa,0:0 (0:0),1
10,Premier League 2003/2004,01/11/2003,H,Chelsea FC,0:1 (0:0),0
11,Premier League 2003/2004,10/11/2003,A,Blackburn Rovers,1:2 (0:2),0
12,Premier League 2003/2004,22/11/2003,H,Wolverhampton Wanderers,2:0 (2:0),3
13,Premier League 2003/2004,29/11/2003,A,Bolton Wanderers,0:2 (0:1),0
14,Premier League 2003/2004,07/12/2003,H,Manchester City,0:0 (0:0),1
15,Premier League 2003/2004,13/12/2003,A,Portsmouth FC,2:1 (2:1),3
16,Premier League 2003/2004,20/12/2003,H,Leicester City,3:2 (1:1),3
17,Premier League 2003/2004,26/12/2003,A,Manchester United,2:3 (1:2),0
18,Premier League 2003/2004,28/12/2003,H,Birmingham City,1:0 (0:0),3
19,Premier League 2003/2004,07/01/2004,H,Arsenal FC,1:1 (0:1),1
20,Premier League 2003/2004,10/01/2004,A,Fulham FC,1:2 (0:1),0
21,Premier League 2003/2004,17/01/2004,H,Charlton Athletic,0:1 (0:1),0
22,Premier League 2003/2004,31/01/2004,A,Liverpool FC,0:0 (0:0),1
23,Premier League 2003/2004,07/02/2004,H,Manchester United,3:4 (0:3),0
24,Premier League 2003/2004,11/02/2004,A,Birmingham City,0:3 (0:2),0
25,Premier League 2003/2004,21/02/2004,A,Southampton FC,3:3 (2:0),1
26,Premier League 2003/2004,28/02/2004,H,Aston Villa,2:0 (0:0),3
27,Premier League 2003/2004,13/03/2004,H,Portsmouth FC,1:0 (0:0),3
28,Premier League 2003/2004,20/03/2004,A,Leicester City,1:1 (0:0),1
29,Premier League 2003/2004,27/03/2004,H,Middlesbrough FC,1:1 (0:0),1
30,Premier League 2003/2004,03/04/2004,A,Newcastle United,2:4 (1:2),0
31,Premier League 2003/2004,09/04/2004,H,Tottenham Hotspur,3:1 (3:0),3
32,Premier League 2003/2004,13/04/2004,A,Leeds United,1:1 (1:0),1
33,Premier League 2003/2004,17/04/2004,A,Chelsea FC,0:0 (0:0),1
34,Premier League 2003/2004,24/04/2004,H,Blackburn Rovers,0:1 (0:0),0
35,Premier League 2003/2004,01/05/2004,A,Wolverhampton Wanderers,1:2 (1:0),0
36,Premier League 2003/2004,08/05/2004,H,Bolton Wanderers,1:2 (0:1),0
37,Premier League 2003/2004,15/05/2004,A,Manchester City,1:5 (0:3),0
38,FA Cup 2003/2004,02/01/2004,H,Norwich City,3:1 (2:1),3
39,FA Cup 2003/2004,25/01/2004,H,Fulham FC,1:1 (0:0),1
40,FA Cup 2003/2004,04/02/2004,A,Fulham FC,"1:2 (0:0, 1:1) aet",0
41,League Cup 2003/2004,24/09/2003,H,Stockport County,3:0 (2:0),3
42,League Cup 2003/2004,29/10/2003,H,Charlton Athletic,1:0 (1:0),3
43,League Cup 2003/2004,03/12/2003,A,Middlesbrough FC,"4:5 (0:0, 0:0, 0:0) pso",0
