,match_type,date,home,away,score,points
0,Champions League 1998/1999,16/09/1998,H,Galatasaray,2:2 (1:1),1
1,Champions League 1998/1999,30/09/1998,A,Rosenborg BK,1:1 (1:0),1
2,Champions League 1998/1999,21/10/1998,A,Athletic Bilbao,0:0 (0:0),1
3,Champions League 1998/1999,04/11/1998,H,Athletic Bilbao,1:1 (0:1),1
4,Champions League 1998/1999,02/12/1998,A,Galatasaray,1:1 (0:0),1
5,Champions League 1998/1999,09/12/1998,H,Rosenborg BK,2:0 (2:0),3
6,Champions League 1998/1999,03/03/1999,H,Olympiakos Piräus,2:1 (1:0),3
7,Champions League 1998/1999,17/03/1999,A,Olympiakos Piräus,1:1 (0:1),1
8,Champions League 1998/1999,07/04/1999,A,Manchester United,1:1 (1:0),1
9,Champions League 1998/1999,21/04/1999,H,Manchester United,2:3 (2:2),0
10,Serie A 1998/1999,12/09/1998,A,AC Perugia,4:3 (3:0),3
11,Serie A 1998/1999,19/09/1998,H,Cagliari Calcio,1:0 (1:0),3
12,Serie A 1998/1999,25/09/1998,A,Parma AC,0:1 (0:0),0
13,Serie A 1998/1999,03/10/1998,H,Piacenza Calcio,1:0 (1:0),3
14,Serie A 1998/1999,17/10/1998,A,Vicenza Calcio,1:1 (1:1),1
15,Serie A 1998/1999,24/10/1998,H,Inter,1:0 (0:0),3
16,Serie A 1998/1999,31/10/1998,H,Sampdoria,2:0 (1:0),3
17,Serie A 1998/1999,07/11/1998,A,Udinese Calcio,2:2 (1:0),1
18,Serie A 1998/1999,14/11/1998,A,AS Roma,0:2 (0:1),0
19,Serie A 1998/1999,21/11/1998,H,Empoli FC,0:0 (0:0),1
20,Serie A 1998/1999,28/11/1998,A,Bologna FC,0:3 (0:3),0
21,Serie A 1998/1999,05/12/1998,H,Lazio Roma,0:1 (0:0),0
22,Serie A 1998/1999,12/12/1998,A,ACF Fiorentina,0:1 (0:0),0
23,Serie A 1998/1999,19/12/1998,H,Salernitana Sport,3:0 (2:0),3
24,Serie A 1998/1999,05/01/1999,A,AC Milan,1:1 (0:1),1
25,Serie A 1998/1999,09/01/1999,H,AS Bari,1:1 (0:0),1
26,Serie A 1998/1999,16/01/1999,A,AC Venezia,1:1 (0:1),1
27,Serie A 1998/1999,23/01/1999,H,AC Perugia,2:1 (0:1),3
28,Serie A 1998/1999,30/01/1999,A,Cagliari Calcio,0:1 (0:1),0
29,Serie A 1998/1999,06/02/1999,H,Parma AC,2:4 (1:3),0
30,Serie A 1998/1999,13/02/1999,A,Piacenza Calcio,2:0 (1:0),3
31,Serie A 1998/1999,20/02/1999,H,Vicenza Calcio,2:0 (2:0),3
32,Serie A 1998/1999,26/02/1999,A,Inter,0:0 (0:0),1
33,Serie A 1998/1999,06/03/1999,A,Sampdoria,2:1 (0:0),3
34,Serie A 1998/1999,12/03/1999,H,Udinese Calcio,2:1 (1:0),3
35,Serie A 1998/1999,20/03/1999,H,AS Roma,1:1 (0:0),1
36,Serie A 1998/1999,02/04/1999,A,Empoli FC,0:1 (0:1),0
37,Serie A 1998/1999,10/04/1999,H,Bologna FC,2:2 (1:1),1
38,Serie A 1998/1999,16/04/1999,A,Lazio Roma,3:1 (2:0),3
39,Serie A 1998/1999,24/04/1999,H,ACF Fiorentina,2:1 (1:0),3
40,Serie A 1998/1999,01/05/1999,A,Salernitana Sport,0:1 (0:1),0
41,Serie A 1998/1999,08/05/1999,H,AC Milan,0:2 (0:0),0
42,Serie A 1998/1999,15/05/1999,A,AS Bari,1:0 (0:0),3
43,Serie A 1998/1999,22/05/1999,H,AC Venezia,3:2 (2:0),3
44,Serie A 1998/1999 Uefa-Cup,27/05/1999,A,Udinese Calcio,0:0 (0:0),1
45,Serie A 1998/1999 Uefa-Cup,30/05/1999,H,Udinese Calcio,1:1 (1:0),1
46,Coppa Italia 1998/1999,09/09/1998,A,Ravenna Calcio,2:0,3
47,Coppa Italia 1998/1999,22/09/1998,H,Ravenna Calcio,4:0,3
48,Coppa Italia 1998/1999,26/10/1998,H,AC Venezia,1:1,1
49,Coppa Italia 1998/1999,10/11/1998,A,AC Venezia,2:2 aet,1
50,Coppa Italia 1998/1999,12/01/1999,H,Bologna FC,1:2,0
51,Coppa Italia 1998/1999,25/01/1999,A,Bologna FC,1:0,3
52,Supercoppa 1998,29/08/1998,H,Lazio Roma,1:2,0
