,match_type,date,home,away,score,points
0,Segunda División 1998/1999,29/08/1998,H,CD Ourense,3:0,3
1,Segunda División 1998/1999,05/09/1998,A,Recreativo Huelva,1:0,3
2,Segunda División 1998/1999,12/09/1998,H,CP Mérida,0:0,1
3,Segunda División 1998/1999,19/09/1998,A,CD Leganés,1:0,3
4,Segunda División 1998/1999,26/09/1998,H,CD Badajoz,0:0,1
5,Segunda División 1998/1999,03/10/1998,A,CA Osasuna,1:2,0
6,Segunda División 1998/1999,09/10/1998,H,Hércules CF,1:0,3
7,Segunda División 1998/1999,16/10/1998,A,FC Barcelona B,2:2,1
8,Segunda División 1998/1999,24/10/1998,H,Albacete,2:1,3
9,Segunda División 1998/1999,31/10/1998,A,CD Toledo,0:2,0
10,Segunda División 1998/1999,07/11/1998,H,SD Eibar,2:0,3
11,Segunda División 1998/1999,14/11/1998,A,Sporting Gijón,2:2,1
12,Segunda División 1998/1999,21/11/1998,H,UD Las Palmas,1:3,0
13,Segunda División 1998/1999,28/11/1998,A,RCD Mallorca B,0:0,1
14,Segunda División 1998/1999,05/12/1998,H,Atlético Madrid B,2:2,1
15,Segunda División 1998/1999,12/12/1998,A,Rayo Vallecano,4:1,3
16,Segunda División 1998/1999,19/12/1998,H,CD Logroñés,0:3,0
17,Segunda División 1998/1999,02/01/1999,A,UE Lleida,0:3,0
18,Segunda División 1998/1999,09/01/1999,H,CD Numancia,1:0,3
19,Segunda División 1998/1999,16/01/1999,A,SD Compostela,0:1,0
20,Segunda División 1998/1999,23/01/1999,H,Málaga CF,2:3,0
21,Segunda División 1998/1999,30/01/1999,A,CD Ourense,3:2,3
22,Segunda División 1998/1999,06/02/1999,H,Recreativo Huelva,1:0,3
23,Segunda División 1998/1999,13/02/1999,A,CP Mérida,3:3,1
24,Segunda División 1998/1999,20/02/1999,H,CD Leganés,1:0,3
25,Segunda División 1998/1999,27/02/1999,A,CD Badajoz,0:1,0
26,Segunda División 1998/1999,06/03/1999,H,CA Osasuna,4:0,3
27,Segunda División 1998/1999,13/03/1999,A,Hércules CF,0:0,1
28,Segunda División 1998/1999,19/03/1999,H,FC Barcelona B,0:3,0
29,Segunda División 1998/1999,27/03/1999,A,Albacete,1:3,0
30,Segunda División 1998/1999,03/04/1999,H,CD Toledo,2:2,1
31,Segunda División 1998/1999,10/04/1999,A,SD Eibar,3:1,3
32,Segunda División 1998/1999,17/04/1999,H,Sporting Gijón,2:0,3
33,Segunda División 1998/1999,23/04/1999,A,UD Las Palmas,2:2,1
34,Segunda División 1998/1999,30/04/1999,H,RCD Mallorca B,3:1,3
35,Segunda División 1998/1999,07/05/1999,A,Atlético Madrid B,1:0,3
36,Segunda División 1998/1999,14/05/1999,H,Rayo Vallecano,4:1,3
37,Segunda División 1998/1999,21/05/1999,A,CD Logroñés,1:0,3
38,Segunda División 1998/1999,28/05/1999,H,UE Lleida,2:2,1
39,Segunda División 1998/1999,05/06/1999,A,CD Numancia,2:3,0
40,Segunda División 1998/1999,12/06/1999,H,SD Compostela,5:1,3
41,Segunda División 1998/1999,19/06/1999,A,Málaga CF,1:0,3
42,Copa del Rey 1998/1999,01/09/1998,A,Real Jaén,1:1,1
43,Copa del Rey 1998/1999,08/09/1998,H,Real Jaén,2:0,3
44,Copa del Rey 1998/1999,23/09/1998,A,CP Cacereño,4:0,3
45,Copa del Rey 1998/1999,05/10/1998,H,CP Cacereño,2:2,1
46,Copa del Rey 1998/1999,27/10/1998,H,UD Salamanca,0:0,1
47,Copa del Rey 1998/1999,10/11/1998,A,UD Salamanca,2:0,3
48,Copa del Rey 1998/1999,15/12/1998,A,Villarreal CF,2:2,1
49,Copa del Rey 1998/1999,12/01/1999,H,Villarreal CF,1:3,0
