,match_type,date,home,away,score,points
0,Premier League 1992/1993,14/08/1992,H,Oldham Athletic,1:1 (0:0),1
1,Premier League 1992/1993,18/08/1992,A,Norwich City,1:2 (1:0),0
2,Premier League 1992/1993,21/08/1992,A,Sheffield Wednesday,3:3 (0:2),1
3,Premier League 1992/1993,25/08/1992,H,Blackburn Rovers,0:0 (0:0),1
4,Premier League 1992/1993,28/08/1992,H,Queens Park Rangers,1:0 (0:0),3
5,Premier League 1992/1993,01/09/1992,A,Aston Villa,3:1 (2:1),3
6,Premier League 1992/1993,04/09/1992,A,Liverpool FC,1:2 (0:1),0
7,Premier League 1992/1993,11/09/1992,H,Norwich City,2:3 (2:0),0
8,Premier League 1992/1993,19/09/1992,A,Manchester City,1:0 (1:0),3
9,Premier League 1992/1993,25/09/1992,H,Nottingham Forest,0:0 (0:0),1
10,Premier League 1992/1993,03/10/1992,A,Arsenal FC,1:2 (0:1),0
11,Premier League 1992/1993,17/10/1992,H,Ipswich Town,2:1 (1:0),3
12,Premier League 1992/1993,24/10/1992,A,Coventry City,2:1 (1:0),3
13,Premier League 1992/1993,30/10/1992,H,Sheffield United,1:2 (1:1),0
14,Premier League 1992/1993,06/11/1992,H,Crystal Palace,3:1 (2:0),3
15,Premier League 1992/1993,20/11/1992,A,Everton FC,1:0 (1:0),3
16,Premier League 1992/1993,28/11/1992,H,Leeds United,1:0 (0:0),3
17,Premier League 1992/1993,28/11/1992,A,Tottenham Hotspur,2:1 (0:0),3
18,Premier League 1992/1993,10/12/1992,A,Middlesbrough FC,0:0 (0:0),1
19,Premier League 1992/1993,18/12/1992,H,Manchester United,1:1 (0:0),1
20,Premier League 1992/1993,25/12/1992,H,Southampton FC,1:1 (0:1),1
21,Premier League 1992/1993,27/12/1992,A,Wimbledon FC,0:0 (0:0),1
22,Premier League 1992/1993,08/01/1993,H,Manchester City,2:4 (0:2),0
23,Premier League 1992/1993,15/01/1993,A,Nottingham Forest,0:3 (0:1),0
24,Premier League 1992/1993,26/01/1993,A,Queens Park Rangers,1:1 (0:0),1
25,Premier League 1992/1993,29/01/1993,H,Sheffield Wednesday,0:2 (0:1),0
26,Premier League 1992/1993,05/02/1993,A,Oldham Athletic,1:3 (0:1),0
27,Premier League 1992/1993,09/02/1993,H,Liverpool FC,0:0 (0:0),1
28,Premier League 1992/1993,12/02/1993,H,Aston Villa,0:1 (0:1),0
29,Premier League 1992/1993,20/02/1993,A,Blackburn Rovers,0:2 (0:1),0
30,Premier League 1992/1993,28/02/1993,H,Arsenal FC,1:0 (0:0),3
31,Premier League 1992/1993,09/03/1993,H,Everton FC,2:1 (1:1),3
32,Premier League 1992/1993,14/03/1993,A,Crystal Palace,1:1 (1:1),1
33,Premier League 1992/1993,19/03/1993,H,Tottenham Hotspur,1:1 (0:1),1
34,Premier League 1992/1993,23/03/1993,A,Leeds United,1:1 (0:1),1
35,Premier League 1992/1993,02/04/1993,H,Middlesbrough FC,4:0 (0:0),3
36,Premier League 1992/1993,05/04/1993,A,Ipswich Town,1:1 (0:1),1
37,Premier League 1992/1993,09/04/1993,A,Southampton FC,0:1 (0:0),0
38,Premier League 1992/1993,11/04/1993,H,Wimbledon FC,4:2 (1:0),3
39,Premier League 1992/1993,16/04/1993,A,Manchester United,0:3 (0:2),0
40,Premier League 1992/1993,30/04/1993,H,Coventry City,2:1 (1:1),3
41,Premier League 1992/1993,07/05/1993,A,Sheffield United,2:4 (0:3),0
42,FA Cup 1992/1993,12/01/1993,A,Middlesbrough FC,1:2,0
43,League Cup 1992/1993,27/10/1992,H,Newcastle United,2:1,3
44,League Cup 1992/1993,01/12/1992,A,Everton FC,2:2,1
45,League Cup 1992/1993,15/12/1992,H,Everton FC,1:0,3
46,League Cup 1992/1993,05/01/1993,A,Crystal Palace,1:3,0
