,match_type,date,home,away,score,points
0,Europa League 2001/2002,19/09/2001,A,Chernomorets Novorossisk,1:0 (0:0),3
1,Europa League 2001/2002,27/09/2001,H,Chernomorets Novorossisk,5:0 (3:0),3
2,Europa League 2001/2002,18/10/2001,A,Legia Warszawa,1:1 (0:1),1
3,Europa League 2001/2002,01/11/2001,H,Legia Warszawa,6:1 (4:0),3
4,Europa League 2001/2002,22/11/2001,H,Celtic FC,1:0 (0:0),3
5,Europa League 2001/2002,06/12/2001,A,Celtic FC,"5:4 (0:1, 0:1, 0:1) pso",3
6,Europa League 2001/2002,19/02/2002,H,Servette Genève,3:0 (1:0),3
7,Europa League 2001/2002,28/02/2002,A,Servette Genève,2:2 (2:1),1
8,Europa League 2001/2002,13/03/2002,A,Inter,1:1 (0:0),1
9,Europa League 2001/2002,20/03/2002,H,Inter,0:1 (0:1),0
10,Primera División 2001/2002,24/08/2001,H,Real Madrid,1:0 (1:0),3
11,Primera División 2001/2002,08/09/2001,A,Real Valladolid,1:1 (0:1),1
12,Primera División 2001/2002,15/09/2001,H,UD Las Palmas,1:0 (0:0),3
13,Primera División 2001/2002,22/09/2001,A,Athletic Bilbao,2:2 (1:0),1
14,Primera División 2001/2002,29/09/2001,H,CD Alavés,0:0 (0:0),1
15,Primera División 2001/2002,03/10/2001,A,Celta Vigo,1:1 (1:0),1
16,Primera División 2001/2002,06/10/2001,H,Villarreal CF,1:0 (1:0),3
17,Primera División 2001/2002,13/10/2001,A,FC Barcelona,2:2 (1:1),1
18,Primera División 2001/2002,20/10/2001,H,Real Zaragoza,2:0 (1:0),3
19,Primera División 2001/2002,27/10/2001,A,Sevilla FC,1:1 (1:0),1
20,Primera División 2001/2002,03/11/2001,H,Rayo Vallecano,2:1 (1:1),3
21,Primera División 2001/2002,10/11/2001,A,CA Osasuna,0:0 (0:0),1
22,Primera División 2001/2002,17/11/2001,H,CD Tenerife,0:0 (0:0),1
23,Primera División 2001/2002,24/11/2001,A,Real Sociedad,0:2 (0:1),0
24,Primera División 2001/2002,30/11/2001,H,RCD Mallorca,1:1 (0:1),1
25,Primera División 2001/2002,08/12/2001,A,Deportivo La Coruña,0:1 (0:0),0
26,Primera División 2001/2002,14/12/2001,A,Espanyol Barcelona,3:2 (0:2),3
27,Primera División 2001/2002,21/12/2001,H,Málaga CF,2:1 (2:1),3
28,Primera División 2001/2002,05/01/2002,A,Real Betis,3:1 (2:1),3
29,Primera División 2001/2002,12/01/2002,A,Real Madrid,0:1 (0:0),0
30,Primera División 2001/2002,19/01/2002,H,Real Valladolid,1:2 (1:2),0
31,Primera División 2001/2002,25/01/2002,A,UD Las Palmas,1:0 (1:0),3
32,Primera División 2001/2002,02/02/2002,H,Athletic Bilbao,2:1 (1:0),3
33,Primera División 2001/2002,05/02/2002,A,CD Alavés,2:1 (2:1),3
34,Primera División 2001/2002,08/02/2002,H,Celta Vigo,0:0 (0:0),1
35,Primera División 2001/2002,15/02/2002,A,Villarreal CF,1:1 (0:0),1
36,Primera División 2001/2002,22/02/2002,H,FC Barcelona,2:0 (1:0),3
37,Primera División 2001/2002,02/03/2002,A,Real Zaragoza,1:0 (1:0),3
38,Primera División 2001/2002,09/03/2002,H,Sevilla FC,2:0 (0:0),3
39,Primera División 2001/2002,16/03/2002,A,Rayo Vallecano,1:2 (1:1),0
40,Primera División 2001/2002,23/03/2002,H,CA Osasuna,2:1 (0:0),3
41,Primera División 2001/2002,29/03/2002,A,CD Tenerife,1:0 (0:0),3
42,Primera División 2001/2002,07/04/2002,H,Real Sociedad,4:0 (2:0),3
43,Primera División 2001/2002,12/04/2002,A,RCD Mallorca,1:1 (0:1),1
44,Primera División 2001/2002,20/04/2002,H,Deportivo La Coruña,1:0 (0:0),3
45,Primera División 2001/2002,26/04/2002,H,Espanyol Barcelona,2:1 (0:1),3
46,Primera División 2001/2002,04/05/2002,A,Málaga CF,2:0 (2:0),3
47,Primera División 2001/2002,10/05/2002,H,Real Betis,2:0 (1:0),3
48,Copa del Rey 2001/2002,10/10/2001,A,Novelda CF,0:3 dec.,0
