,match_type,date,home,away,score,points
0,Champions League 2013/2014,18/09/2013,H,Celtic FC,2:0 (0:0),3
1,Champions League 2013/2014,01/10/2013,A,AFC Ajax,1:1 (0:0),1
2,Champions League 2013/2014,22/10/2013,H,FC Barcelona,1:1 (1:1),1
3,Champions League 2013/2014,06/11/2013,A,FC Barcelona,1:3 (1:2),0
4,Champions League 2013/2014,26/11/2013,A,Celtic FC,3:0 (1:0),3
5,Champions League 2013/2014,11/12/2013,H,AFC Ajax,0:0 (0:0),1
6,Champions League 2013/2014,19/02/2014,H,Atlético Madrid,0:1 (0:0),0
7,Champions League 2013/2014,11/03/2014,A,Atlético Madrid,1:4 (1:2),0
8,Champions League Qual. 2013/2014,20/08/2013,A,PSV Eindhoven,1:1 (1:0),1
9,Champions League Qual. 2013/2014,28/08/2013,H,PSV Eindhoven,3:0 (1:0),3
10,Serie A 2013/2014,24/08/2013,A,Hellas Verona,1:2 (1:1),0
11,Serie A 2013/2014,01/09/2013,H,Cagliari Calcio,3:1 (2:1),3
12,Serie A 2013/2014,14/09/2013,A,Torino FC,2:2 (0:0),1
13,Serie A 2013/2014,22/09/2013,H,SSC Napoli,1:2 (0:1),0
14,Serie A 2013/2014,25/09/2013,A,Bologna FC,3:3 (1:1),1
15,Serie A 2013/2014,28/09/2013,H,Sampdoria,1:0 (0:0),3
16,Serie A 2013/2014,06/10/2013,A,Juventus,2:3 (1:1),0
17,Serie A 2013/2014,19/10/2013,H,Udinese Calcio,1:0 (1:0),3
18,Serie A 2013/2014,27/10/2013,A,Parma FC,2:3 (0:2),0
19,Serie A 2013/2014,30/10/2013,H,Lazio Roma,1:1 (0:0),1
20,Serie A 2013/2014,02/11/2013,H,ACF Fiorentina,0:2 (0:1),0
21,Serie A 2013/2014,10/11/2013,A,Chievo Verona,0:0 (0:0),1
22,Serie A 2013/2014,23/11/2013,H,Genoa CFC,1:1 (1:1),1
23,Serie A 2013/2014,01/12/2013,A,Calcio Catania,3:1 (1:1),3
24,Serie A 2013/2014,07/12/2013,A,AS Livorno,2:2 (1:1),1
25,Serie A 2013/2014,16/12/2013,H,AS Roma,2:2 (1:1),1
26,Serie A 2013/2014,22/12/2013,A,Inter,0:1 (0:0),0
27,Serie A 2013/2014,06/01/2014,H,Atalanta,3:0 (1:0),3
28,Serie A 2013/2014,12/01/2014,A,Sassuolo Calcio,3:4 (2:3),0
29,Serie A 2013/2014,19/01/2014,H,Hellas Verona,1:0 (0:0),3
30,Serie A 2013/2014,26/01/2014,A,Cagliari Calcio,2:1 (0:1),3
31,Serie A 2013/2014,01/02/2014,H,Torino FC,1:1 (0:1),1
32,Serie A 2013/2014,08/02/2014,A,SSC Napoli,1:3 (1:1),0
33,Serie A 2013/2014,14/02/2014,H,Bologna FC,1:0 (0:0),3
34,Serie A 2013/2014,23/02/2014,A,Sampdoria,2:0 (1:0),3
35,Serie A 2013/2014,02/03/2014,H,Juventus,0:2 (0:1),0
36,Serie A 2013/2014,08/03/2014,A,Udinese Calcio,0:1 (0:0),0
37,Serie A 2013/2014,16/03/2014,H,Parma FC,2:4 (0:1),0
38,Serie A 2013/2014,23/03/2014,A,Lazio Roma,1:1 (1:0),1
39,Serie A 2013/2014,26/03/2014,A,ACF Fiorentina,2:0 (1:0),3
40,Serie A 2013/2014,29/03/2014,H,Chievo Verona,3:0 (2:0),3
41,Serie A 2013/2014,07/04/2014,A,Genoa CFC,2:1 (1:0),3
42,Serie A 2013/2014,13/04/2014,H,Calcio Catania,1:0 (1:0),3
43,Serie A 2013/2014,19/04/2014,H,AS Livorno,3:0 (1:0),3
44,Serie A 2013/2014,25/04/2014,A,AS Roma,0:2 (0:1),0
45,Serie A 2013/2014,04/05/2014,H,Inter,1:0 (0:0),3
46,Serie A 2013/2014,11/05/2014,A,Atalanta,1:2 (0:0),0
47,Serie A 2013/2014,18/05/2014,H,Sassuolo Calcio,2:1 (2:0),3
48,Coppa Italia 2013/2014,15/01/2014,H,Spezia Calcio,3:1 (2:0),3
49,Coppa Italia 2013/2014,22/01/2014,H,Udinese Calcio,1:2 (1:1),0
