,match_type,date,home,away,score,points
0,Serie A 2015/2016,23/08/2015,A,ACF Fiorentina,0:2 (0:1),0
1,Serie A 2015/2016,29/08/2015,H,Empoli FC,2:1 (1:1),3
2,Serie A 2015/2016,13/09/2015,A,Inter,0:1 (0:0),0
3,Serie A 2015/2016,19/09/2015,H,US Palermo,3:2 (2:1),3
4,Serie A 2015/2016,22/09/2015,A,Udinese Calcio,3:2 (3:0),3
5,Serie A 2015/2016,27/09/2015,A,Genoa CFC,0:1 (0:1),0
6,Serie A 2015/2016,04/10/2015,H,SSC Napoli,0:4 (0:1),0
7,Serie A 2015/2016,17/10/2015,A,Torino FC,1:1 (0:0),1
8,Serie A 2015/2016,25/10/2015,H,Sassuolo Calcio,2:1 (1:0),3
9,Serie A 2015/2016,28/10/2015,H,Chievo Verona,1:0 (0:0),3
10,Serie A 2015/2016,01/11/2015,A,Lazio Roma,3:1 (1:0),3
11,Serie A 2015/2016,07/11/2015,H,Atalanta,0:0 (0:0),1
12,Serie A 2015/2016,21/11/2015,A,Juventus,0:1 (0:0),0
13,Serie A 2015/2016,28/11/2015,H,Sampdoria,4:1 (2:0),3
14,Serie A 2015/2016,06/12/2015,A,Carpi FC,0:0 (0:0),1
15,Serie A 2015/2016,13/12/2015,H,Hellas Verona,1:1 (0:0),1
16,Serie A 2015/2016,20/12/2015,A,Frosinone Calcio,4:2 (0:1),3
17,Serie A 2015/2016,06/01/2016,H,Bologna FC,0:1 (0:0),0
18,Serie A 2015/2016,09/01/2016,A,AS Roma,1:1 (0:1),1
19,Serie A 2015/2016,17/01/2016,H,ACF Fiorentina,2:0 (1:0),3
20,Serie A 2015/2016,23/01/2016,A,Empoli FC,2:2 (1:1),1
21,Serie A 2015/2016,31/01/2016,H,Inter,3:0 (1:0),3
22,Serie A 2015/2016,03/02/2016,A,US Palermo,2:0 (2:0),3
23,Serie A 2015/2016,07/02/2016,H,Udinese Calcio,1:1 (0:1),1
24,Serie A 2015/2016,14/02/2016,H,Genoa CFC,2:1 (1:0),3
25,Serie A 2015/2016,22/02/2016,A,SSC Napoli,1:1 (1:1),1
26,Serie A 2015/2016,27/02/2016,H,Torino FC,1:0 (1:0),3
27,Serie A 2015/2016,06/03/2016,A,Sassuolo Calcio,0:2 (0:1),0
28,Serie A 2015/2016,13/03/2016,A,Chievo Verona,0:0 (0:0),1
29,Serie A 2015/2016,20/03/2016,H,Lazio Roma,1:1 (1:1),1
30,Serie A 2015/2016,03/04/2016,A,Atalanta,1:2 (1:1),0
31,Serie A 2015/2016,09/04/2016,H,Juventus,1:2 (1:1),0
32,Serie A 2015/2016,17/04/2016,A,Sampdoria,1:0 (0:0),3
33,Serie A 2015/2016,21/04/2016,H,Carpi FC,0:0 (0:0),1
34,Serie A 2015/2016,25/04/2016,A,Hellas Verona,1:2 (1:0),0
35,Serie A 2015/2016,01/05/2016,H,Frosinone Calcio,3:3 (0:2),1
36,Serie A 2015/2016,07/05/2016,A,Bologna FC,1:0 (1:0),3
37,Serie A 2015/2016,14/05/2016,H,AS Roma,1:3 (0:1),0
38,Coppa Italia 2015/2016,17/08/2015,H,AC Perugia Calcio,2:0 (2:0),3
39,Coppa Italia 2015/2016,01/12/2015,H,FC Crotone,"3:1 (0:0, 1:1) aet",3
40,Coppa Italia 2015/2016,17/12/2015,A,Sampdoria,2:0 (0:0),3
41,Coppa Italia 2015/2016,13/01/2016,H,Carpi FC,2:1 (2:0),3
42,Coppa Italia 2015/2016,26/01/2016,A,US Alessandria 1912,1:0 (1:0),3
43,Coppa Italia 2015/2016,01/03/2016,H,US Alessandria 1912,5:0 (3:0),3
44,Coppa Italia 2015/2016,21/05/2016,N,Juventus,"0:1 (0:0, 0:0) aet",0
