,match_type,date,home,away,score,points
0,Premier League 1985/1986,16/08/1985,H,Arsenal FC,2:0,3
1,Premier League 1985/1986,20/08/1985,A,Aston Villa,2:2,1
2,Premier League 1985/1986,23/08/1985,A,Newcastle United,0:1,0
3,Premier League 1985/1986,25/08/1985,H,Ipswich Town,5:0,3
4,Premier League 1985/1986,30/08/1985,A,West Ham United,2:2,1
5,Premier League 1985/1986,02/09/1985,H,Nottingham Forest,2:0,3
6,Premier League 1985/1986,06/09/1985,H,Watford FC,3:1,3
7,Premier League 1985/1986,13/09/1985,A,Oxford United,2:2,1
8,Premier League 1985/1986,20/09/1985,A,Everton FC,3:2,3
9,Premier League 1985/1986,27/09/1985,H,Tottenham Hotspur,4:1,3
10,Premier League 1985/1986,05/10/1985,A,Queens Park Rangers,1:2,0
11,Premier League 1985/1986,12/10/1985,H,Southampton FC,1:0,3
12,Premier League 1985/1986,19/10/1985,A,Manchester United,1:1,1
13,Premier League 1985/1986,26/10/1985,H,Luton Town,3:2,3
14,Premier League 1985/1986,01/11/1985,H,Leicester City,1:0,3
15,Premier League 1985/1986,08/11/1985,A,Coventry City,3:0,3
16,Premier League 1985/1986,15/11/1985,H,West Bromwich Albion,4:1,3
17,Premier League 1985/1986,22/11/1985,A,Birmingham City,2:0,3
18,Premier League 1985/1986,29/11/1985,H,Chelsea FC,1:1,1
19,Premier League 1985/1986,06/12/1985,H,Aston Villa,3:0,3
20,Premier League 1985/1986,13/12/1985,A,Arsenal FC,0:2,0
21,Premier League 1985/1986,20/12/1985,H,Newcastle United,1:1,1
22,Premier League 1985/1986,25/12/1985,A,Manchester City,0:1,0
23,Premier League 1985/1986,27/12/1985,A,Nottingham Forest,1:1,1
24,Premier League 1985/1986,31/12/1985,H,Sheffield Wednesday,2:2,1
25,Premier League 1985/1986,11/01/1986,A,Watford FC,3:2,3
26,Premier League 1985/1986,17/01/1986,H,West Ham United,3:1,3
27,Premier League 1985/1986,31/01/1986,A,Ipswich Town,1:2,0
28,Premier League 1985/1986,08/02/1986,H,Manchester United,1:1,1
29,Premier League 1985/1986,21/02/1986,H,Everton FC,0:2,0
30,Premier League 1985/1986,01/03/1986,A,Tottenham Hotspur,2:1,3
31,Premier League 1985/1986,07/03/1986,H,Queens Park Rangers,4:1,3
32,Premier League 1985/1986,14/03/1986,A,Southampton FC,2:1,3
33,Premier League 1985/1986,21/03/1986,H,Oxford United,6:0,3
34,Premier League 1985/1986,28/03/1986,A,Sheffield Wednesday,0:0,1
35,Premier League 1985/1986,30/03/1986,H,Manchester City,2:0,3
36,Premier League 1985/1986,11/04/1986,H,Coventry City,5:0,3
37,Premier League 1985/1986,15/04/1986,A,Luton Town,1:0,3
38,Premier League 1985/1986,18/04/1986,A,West Bromwich Albion,2:1,3
39,Premier League 1985/1986,25/04/1986,H,Birmingham City,5:0,3
40,Premier League 1985/1986,29/04/1986,A,Leicester City,2:0,3
41,Premier League 1985/1986,02/05/1986,A,Chelsea FC,1:0,3
42,FA Cup 1985/1986,03/01/1986,H,Norwich City,5:0,3
43,FA Cup 1985/1986,25/01/1986,A,Chelsea FC,2:1,3
44,FA Cup 1985/1986,14/02/1986,A,York City,1:1,1
45,FA Cup 1985/1986,17/02/1986,H,York City,3:1,3
46,FA Cup 1985/1986,10/03/1986,H,Watford FC,0:0,1
47,FA Cup 1985/1986,16/03/1986,A,Watford FC,2:1,3
48,FA Cup 1985/1986,04/04/1986,H,Southampton FC,2:0,3
49,FA Cup 1985/1986,10/05/1986,N,Everton FC,3:1 (0:1),3
50,League Cup 1985/1986,28/10/1985,H,Brighton & Hove Albion,4:0,3
51,League Cup 1985/1986,25/11/1985,H,Manchester United,2:1,3
52,League Cup 1985/1986,20/01/1986,H,Ipswich Town,3:0,3
53,League Cup 1985/1986,11/02/1986,A,Queens Park Rangers,0:1,0
54,League Cup 1985/1986,04/03/1986,H,Queens Park Rangers,2:2,1
