,match_type,date,home,away,score,points
0,Champions League 2006/2007,12/09/2006,H,Shakhtar Donetsk,4:0 (0:0),3
1,Champions League 2006/2007,27/09/2006,A,Valencia CF,1:2 (1:2),0
2,Champions League 2006/2007,18/10/2006,A,Olympiakos Piräus,1:0 (0:0),3
3,Champions League 2006/2007,31/10/2006,H,Olympiakos Piräus,1:1 (0:1),1
4,Champions League 2006/2007,22/11/2006,A,Shakhtar Donetsk,0:1 (0:0),0
5,Champions League 2006/2007,05/12/2006,H,Valencia CF,1:0 (1:0),3
6,Champions League 2006/2007,21/02/2007,H,Olympique Lyon,0:0 (0:0),1
7,Champions League 2006/2007,06/03/2007,A,Olympique Lyon,2:0 (2:0),3
8,Champions League 2006/2007,04/04/2007,H,Manchester United,2:1 (1:0),3
9,Champions League 2006/2007,10/04/2007,A,Manchester United,1:7 (0:4),0
10,Serie A 2006/2007,09/09/2006,H,AS Livorno,2:0 (1:0),3
11,Serie A 2006/2007,17/09/2006,A,AC Siena,3:1 (0:0),3
12,Serie A 2006/2007,20/09/2006,H,Inter,0:1 (0:1),0
13,Serie A 2006/2007,24/09/2006,A,Parma FC,4:0 (1:0),3
14,Serie A 2006/2007,01/10/2006,H,Empoli FC,1:0 (1:0),3
15,Serie A 2006/2007,15/10/2006,A,Reggina Calcio,0:1 (0:0),0
16,Serie A 2006/2007,22/10/2006,H,Chievo Verona,1:1 (0:1),1
17,Serie A 2006/2007,25/10/2006,H,Ascoli Calcio,2:2 (0:1),1
18,Serie A 2006/2007,28/10/2006,A,Udinese Calcio,1:0 (0:0),3
19,Serie A 2006/2007,05/11/2006,H,ACF Fiorentina,3:1 (1:1),3
20,Serie A 2006/2007,11/11/2006,A,AC Milan,2:1 (1:0),3
21,Serie A 2006/2007,19/11/2006,H,Calcio Catania,7:0 (4:0),3
22,Serie A 2006/2007,26/11/2006,A,Sampdoria,4:2 (3:1),3
23,Serie A 2006/2007,02/12/2006,H,Atalanta,2:1 (0:1),3
24,Serie A 2006/2007,10/12/2006,A,Lazio Roma,0:3 (0:1),0
25,Serie A 2006/2007,17/12/2006,H,US Palermo,4:0 (1:0),3
26,Serie A 2006/2007,20/12/2006,A,Torino FC,2:1 (1:0),3
27,Serie A 2006/2007,23/12/2006,H,Cagliari Calcio,2:0 (1:0),3
28,Serie A 2006/2007,14/01/2007,A,FC Messina,1:1 (1:0),1
29,Serie A 2006/2007,21/01/2007,A,AS Livorno,1:1 (0:1),1
30,Serie A 2006/2007,28/01/2007,H,AC Siena,1:0 (0:0),3
31,Serie A 2006/2007,11/02/2007,H,Parma FC,3:0 (0:0),3
32,Serie A 2006/2007,17/02/2007,A,Empoli FC,0:1 (0:1),0
33,Serie A 2006/2007,25/02/2007,H,Reggina Calcio,3:0 (0:0),3
34,Serie A 2006/2007,28/02/2007,A,Chievo Verona,2:2 (1:2),1
35,Serie A 2006/2007,03/03/2007,A,Ascoli Calcio,1:1 (0:1),1
36,Serie A 2006/2007,11/03/2007,H,Udinese Calcio,3:1 (2:0),3
37,Serie A 2006/2007,18/03/2007,A,ACF Fiorentina,0:0 (0:0),1
38,Serie A 2006/2007,31/03/2007,H,AC Milan,1:1 (1:0),1
39,Serie A 2006/2007,07/04/2007,A,Calcio Catania,2:0 (1:0),3
40,Serie A 2006/2007,15/04/2007,H,Sampdoria,4:0 (1:0),3
41,Serie A 2006/2007,18/04/2007,A,Inter,3:1 (1:0),3
42,Serie A 2006/2007,22/04/2007,A,Atalanta,1:2 (0:2),0
43,Serie A 2006/2007,29/04/2007,H,Lazio Roma,0:0 (0:0),1
44,Serie A 2006/2007,06/05/2007,A,US Palermo,2:1 (2:0),3
45,Serie A 2006/2007,13/05/2007,H,Torino FC,0:1 (0:1),0
46,Serie A 2006/2007,20/05/2007,A,Cagliari Calcio,2:3 (1:2),0
47,Serie A 2006/2007,27/05/2007,H,FC Messina,4:3 (2:1),3
48,Coppa Italia 2006/2007,08/11/2006,A,Unione Triestina,2:1,3
49,Coppa Italia 2006/2007,29/11/2006,H,Unione Triestina,2:0,3
50,Coppa Italia 2006/2007,10/01/2007,H,Parma FC,2:1,3
51,Coppa Italia 2006/2007,17/01/2007,A,Parma FC,2:2,1
52,Coppa Italia 2006/2007,25/01/2007,A,AC Milan,2:2,1
53,Coppa Italia 2006/2007,31/01/2007,H,AC Milan,3:1,3
54,Coppa Italia 2006/2007,09/05/2007,H,Inter,6:2,3
55,Coppa Italia 2006/2007,17/05/2007,A,Inter,1:2,0
56,Supercoppa 2006,26/08/2006,N,Inter,"3:4 (3:1, 3:3) aet",0
