,match_type,date,home,away,score,points
0,Europa League 2016/2017,15/09/2016,A,Sassuolo Calcio,0:3 (0:0),0
1,Europa League 2016/2017,29/09/2016,H,Rapid Wien,1:0 (0:0),3
2,Europa League 2016/2017,20/10/2016,A,KRC Genk,0:2 (0:1),0
3,Europa League 2016/2017,03/11/2016,H,KRC Genk,5:3 (3:1),3
4,Europa League 2016/2017,24/11/2016,H,Sassuolo Calcio,3:2 (1:1),3
5,Europa League 2016/2017,08/12/2016,A,Rapid Wien,1:1 (0:0),1
6,Europa League 2016/2017,16/02/2017,H,APOEL Nikosia,3:2 (1:1),3
7,Europa League 2016/2017,23/02/2017,A,APOEL Nikosia,0:2 (0:0),0
8,Primera División 2016/2017,21/08/2016,A,Sporting Gijón,1:2 (0:0),0
9,Primera División 2016/2017,28/08/2016,H,FC Barcelona,0:1 (0:1),0
10,Primera División 2016/2017,11/09/2016,A,Deportivo La Coruña,1:0 (1:0),3
11,Primera División 2016/2017,18/09/2016,H,Valencia CF,2:1 (2:1),3
12,Primera División 2016/2017,21/09/2016,A,Granada CF,2:1 (1:1),3
13,Primera División 2016/2017,24/09/2016,H,Sevilla FC,3:1 (1:0),3
14,Primera División 2016/2017,02/10/2016,A,Málaga CF,1:2 (1:0),0
15,Primera División 2016/2017,16/10/2016,H,Real Sociedad,3:2 (0:1),3
16,Primera División 2016/2017,23/10/2016,A,Real Madrid,1:2 (1:1),0
17,Primera División 2016/2017,30/10/2016,H,CA Osasuna,1:1 (1:1),1
18,Primera División 2016/2017,06/11/2016,A,Espanyol Barcelona,0:0 (0:0),1
19,Primera División 2016/2017,20/11/2016,H,Villarreal CF,1:0 (0:0),3
20,Primera División 2016/2017,28/11/2016,A,UD Las Palmas,1:3 (0:1),0
21,Primera División 2016/2017,04/12/2016,H,SD Eibar,3:1 (1:0),3
22,Primera División 2016/2017,11/12/2016,A,Real Betis,0:1 (0:1),0
23,Primera División 2016/2017,19/12/2016,H,Celta Vigo,2:1 (0:0),3
24,Primera División 2016/2017,08/01/2017,H,CD Alavés,0:0 (0:0),1
25,Primera División 2016/2017,14/01/2017,A,CD Leganés,0:0 (0:0),1
26,Primera División 2016/2017,22/01/2017,H,Atlético Madrid,2:2 (1:1),1
27,Primera División 2016/2017,29/01/2017,H,Sporting Gijón,2:1 (0:1),3
28,Primera División 2016/2017,04/02/2017,A,FC Barcelona,0:3 (0:2),0
29,Primera División 2016/2017,11/02/2017,H,Deportivo La Coruña,2:1 (0:1),3
30,Primera División 2016/2017,19/02/2017,A,Valencia CF,0:2 (0:2),0
31,Primera División 2016/2017,26/02/2017,H,Granada CF,3:1 (2:1),3
32,Primera División 2016/2017,02/03/2017,A,Sevilla FC,0:1 (0:1),0
33,Primera División 2016/2017,05/03/2017,H,Málaga CF,1:0 (0:0),3
34,Primera División 2016/2017,12/03/2017,A,Real Sociedad,2:0 (1:0),3
35,Primera División 2016/2017,18/03/2017,H,Real Madrid,1:2 (0:1),0
36,Primera División 2016/2017,01/04/2017,A,CA Osasuna,2:1 (2:0),3
37,Primera División 2016/2017,04/04/2017,H,Espanyol Barcelona,2:0 (2:0),3
38,Primera División 2016/2017,07/04/2017,A,Villarreal CF,1:3 (1:1),0
39,Primera División 2016/2017,14/04/2017,H,UD Las Palmas,5:1 (3:1),3
40,Primera División 2016/2017,24/04/2017,A,SD Eibar,1:0 (0:0),3
41,Primera División 2016/2017,27/04/2017,H,Real Betis,2:1 (0:0),3
42,Primera División 2016/2017,30/04/2017,A,Celta Vigo,3:0 (1:0),3
43,Primera División 2016/2017,07/05/2017,A,CD Alavés,0:1 (0:0),0
44,Primera División 2016/2017,14/05/2017,H,CD Leganés,1:1 (1:0),1
45,Primera División 2016/2017,21/05/2017,A,Atlético Madrid,1:3 (0:2),0
46,Copa del Rey 2016/2017,01/12/2016,A,Racing Santander,2:1 (2:1),3
47,Copa del Rey 2016/2017,22/12/2016,H,Racing Santander,3:0 (1:0),3
48,Copa del Rey 2016/2017,05/01/2017,H,FC Barcelona,2:1 (2:0),3
49,Copa del Rey 2016/2017,11/01/2017,A,FC Barcelona,1:3 (0:1),0
