,match_type,date,home,away,score,points,Vic,GF,GA,GD,ExpGf,ExpGa,ExpGd,ExpPPM,ExpRate
506,Premier League 2011/2012,2011-01-10,H,Norwich City,2:0 (0:0),3.0,1.0,2.0,0.0,2.0,1.95857988166,0.838264299803,1.12031558185,2.1617357002,0.662721893491
507,Premier League 2010/2011,2011-01-16,A,Tottenham Hotspur,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.95472440945,0.836614173228,1.11811023622,2.1594488189,0.661417322835
508,Premier League 2010/2011,2011-01-22,H,Birmingham City,5:0 (3:0),3.0,1.0,5.0,0.0,5.0,1.96070726916,0.834970530452,1.1257367387,2.16110019646,0.662082514735
509,Premier League 2010/2011,2011-01-25,A,Blackpool FC,3:2 (0:2),3.0,1.0,3.0,2.0,1.0,1.96274509804,0.837254901961,1.12549019608,2.16274509804,0.662745098039
510,FA Cup 2010/2011,2011-01-29,A,Southampton FC,2:1 (0:1),3.0,1.0,2.0,1.0,1.0,1.96281800391,0.837573385519,1.1252446184,2.16438356164,0.663405088063
511,Premier League 2010/2011,2011-02-04,A,West Ham United,4:2 (0:2),3.0,1.0,4.0,2.0,2.0,1.966796875,0.83984375,1.126953125,2.166015625,0.6640625
512,Champions League 2011/2012,2011-02-11,H,Oţelul Galaţi,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.96686159844,0.83820662768,1.12865497076,2.16764132554,0.664717348928
513,FA Cup 2010/2011,2011-02-19,H,Crawley Town,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.96498054475,0.836575875486,1.12840466926,2.16926070039,0.665369649805
514,Champions League 2010/2011,2011-02-23,A,Olympique Marseille,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.96116504854,0.834951456311,1.12621359223,2.16699029126,0.664077669903
515,Premier League 2010/2011,2011-02-26,A,Wigan Athletic,4:0 (1:0),3.0,1.0,4.0,0.0,4.0,1.96511627907,0.833333333333,1.13178294574,2.16860465116,0.664728682171
516,Premier League 2011/2012,2011-03-12,A,Aston Villa,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.96324951644,0.831721470019,1.13152804642,2.17021276596,0.665377176015
517,Champions League 2010/2011,2011-03-15,H,Olympique Marseille,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.96332046332,0.832046332046,1.13127413127,2.17181467181,0.666023166023
518,Premier League 2010/2011,2011-03-19,H,Bolton Wanderers,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.96146435453,0.830443159923,1.13102119461,2.17341040462,0.666666666667
519,Premier League 2010/2011,2011-04-01,H,Stoke City,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.96153846154,0.830769230769,1.13076923077,2.175,0.667307692308
520,Champions League 2010/2011,2011-04-05,H,FC Schalke 04,4:1 (2:1),3.0,1.0,4.0,1.0,3.0,1.96545105566,0.831094049904,1.13435700576,2.17658349328,0.667946257198
521,FA Cup 2010/2011,2011-04-16,N,Manchester City,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.96168582375,0.831417624521,1.13026819923,2.1724137931,0.666666666667
522,Premier League 2010/2011,2011-04-19,A,Newcastle United,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.95793499044,0.82982791587,1.12810707457,2.17017208413,0.665391969407
523,Premier League 2010/2011,2011-04-23,H,Everton FC,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.95610687023,0.828244274809,1.12786259542,2.17175572519,0.666030534351
524,Champions League 2010/2011,2011-04-26,A,FC Schalke 04,2:0 (0:0),3.0,1.0,2.0,0.0,2.0,1.95619047619,0.826666666667,1.12952380952,2.17333333333,0.666666666667
525,Premier League 2010/2011,2011-05-02,A,Wolverhampton Wanderers,1:2 (1:2),0.0,0.0,1.0,2.0,-1.0,1.95437262357,0.828897338403,1.12547528517,2.16920152091,0.665399239544
526,Premier League 2011/2012,2011-05-11,H,Sunderland AFC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.95256166983,0.827324478178,1.12523719165,2.17077798861,0.666034155598
527,Premier League 2010/2011,2011-05-14,A,Blackburn Rovers,1:1 (0:1),1.0,0.0,1.0,1.0,0.0,1.95075757576,0.827651515152,1.12310606061,2.16856060606,0.664772727273
528,Premier League 2010/2011,2011-05-22,H,Blackpool FC,4:2 (1:1),3.0,1.0,4.0,2.0,2.0,1.95463137996,0.829867674858,1.1247637051,2.17013232514,0.665406427221
529,Champions League 2010/2011,2011-05-28,N,FC Barcelona,1:3 (1:1),0.0,0.0,1.0,3.0,-2.0,1.95283018868,0.833962264151,1.11886792453,2.16603773585,0.664150943396
530,Premier League 2010/2011,2011-06-03,A,Liverpool FC,1:3 (0:2),0.0,0.0,1.0,3.0,-2.0,1.95103578154,0.838041431262,1.11299435028,2.16195856874,0.662900188324
531,Champions League 2010/2011,2011-06-04,A,Chelsea FC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.9492481203,0.836466165414,1.11278195489,2.16353383459,0.663533834586
532,FA Community Shield 2011,2011-07-08,N,Manchester City,3:2 (0:2),3.0,1.0,3.0,2.0,1.0,1.9512195122,0.838649155722,1.11257035647,2.16510318949,0.664165103189
533,Champions League 2011/2012,2011-07-12,A,FC Basel,1:2 (0:1),0.0,0.0,1.0,2.0,-1.0,1.94943820225,0.840823970037,1.10861423221,2.16104868914,0.662921348315
534,Premier League 2010/2011,2011-08-05,H,Chelsea FC,2:1 (2:0),3.0,1.0,2.0,1.0,1.0,1.94953271028,0.841121495327,1.10841121495,2.16261682243,0.663551401869
535,Premier League 2011/2012,2011-08-14,A,West Bromwich Albion,2:1 (1:1),3.0,1.0,2.0,1.0,1.0,1.94962686567,0.841417910448,1.10820895522,2.16417910448,0.664179104478
536,Premier League 2011/2012,2011-08-22,H,Tottenham Hotspur,3:0 (0:0),3.0,1.0,3.0,0.0,3.0,1.95158286778,0.839851024209,1.11173184358,2.16573556797,0.664804469274
537,Premier League 2011/2012,2011-08-28,H,Arsenal FC,8:2 (3:1),3.0,1.0,8.0,2.0,6.0,1.96282527881,0.842007434944,1.12081784387,2.16728624535,0.665427509294
538,FA Cup 2010/2011,2011-09-01,H,Liverpool FC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.96103896104,0.840445269017,1.12059369202,2.16883116883,0.666048237477
539,Premier League 2010/2011,2011-09-04,H,Fulham FC,2:0 (2:0),3.0,1.0,2.0,0.0,2.0,1.96111111111,0.838888888889,1.12222222222,2.17037037037,0.666666666667
540,Champions League 2011/2012,2011-09-14,A,SL Benfica,1:1 (1:1),1.0,0.0,1.0,1.0,0.0,1.95933456562,0.839186691312,1.12014787431,2.16820702403,0.665434380776
541,Premier League 2011/2012,2011-09-18,H,Chelsea FC,3:1 (3:0),3.0,1.0,3.0,1.0,2.0,1.96125461255,0.839483394834,1.12177121771,2.16974169742,0.666051660517
542,League Cup 2011/2012,2011-09-20,A,Leeds United,3:0 (3:0),3.0,1.0,3.0,0.0,3.0,1.96316758748,0.837937384899,1.12523020258,2.17127071823,0.666666666667
543,Premier League 2011/2012,2011-09-24,A,Stoke City,1:1 (1:0),1.0,0.0,1.0,1.0,0.0,1.96139705882,0.838235294118,1.12316176471,2.16911764706,0.665441176471
544,Champions League 2011/2012,2011-09-27,H,FC Basel,3:3 (2:0),1.0,0.0,3.0,3.0,0.0,1.96330275229,0.842201834862,1.12110091743,2.16697247706,0.664220183486
545,Premier League 2011/2012,2011-10-09,A,Bolton Wanderers,5:0 (3:0),3.0,1.0,5.0,0.0,5.0,1.96886446886,0.840659340659,1.12820512821,2.1684981685,0.664835164835
546,Premier League 2011/2012,2011-10-12,H,Wolverhampton Wanderers,4:1 (2:0),3.0,1.0,4.0,1.0,3.0,1.97257769653,0.840950639854,1.13162705667,2.17001828154,0.665447897623
547,Premier League 2011/2012,2011-10-15,A,Liverpool FC,1:1 (0:0),1.0,0.0,1.0,1.0,0.0,1.97080291971,0.841240875912,1.1295620438,2.16788321168,0.664233576642
548,Champions League 2011/2012,2011-10-18,A,Oţelul Galaţi,2:0 (0:0),3.0,1.0,2.0,0.0,2.0,1.970856102,0.83970856102,1.13114754098,2.1693989071,0.664845173042
549,Premier League 2011/2012,2011-10-23,H,Manchester City,1:6 (0:1),0.0,0.0,1.0,6.0,-5.0,1.96909090909,0.849090909091,1.12,2.16545454545,0.663636363636
550,League Cup 2011/2012,2011-10-25,A,Aldershot Town,3:0 (2:0),3.0,1.0,3.0,0.0,3.0,1.97096188748,0.847549909256,1.12341197822,2.16696914701,0.664246823956
551,Premier League 2011/2012,2011-10-29,A,Everton FC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.96920289855,0.846014492754,1.1231884058,2.16847826087,0.664855072464
552,Premier League 2011/2012,2011-11-19,A,Swansea City,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.96745027125,0.844484629295,1.12296564195,2.16998191682,0.665461121157
553,Champions League 2011/2012,2011-11-22,H,SL Benfica,2:2 (1:1),1.0,0.0,2.0,2.0,0.0,1.96750902527,0.846570397112,1.12093862816,2.1678700361,0.664259927798
554,Premier League 2011/2012,2011-11-26,H,Newcastle United,1:1 (0:0),1.0,0.0,1.0,1.0,0.0,1.96576576577,0.846846846847,1.11891891892,2.16576576577,0.663063063063
555,League Cup 2011/2012,2011-11-30,H,Crystal Palace,"1:2 (0:0, 1:1) aet",0.0,0.0,1.0,2.0,-1.0,1.96402877698,0.848920863309,1.11510791367,2.1618705036,0.661870503597
556,Premier League 2010/2011,2011-12-02,H,Manchester City,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.96409335727,0.849192100539,1.11490125673,2.16337522442,0.662477558348
557,FA Cup 2010/2011,2011-12-03,H,Arsenal FC,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.96415770609,0.847670250896,1.1164874552,2.16487455197,0.663082437276
558,Champions League 2010/2011,2011-12-04,H,Chelsea FC,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.96422182469,0.847942754919,1.11627906977,2.16636851521,0.663685152057
559,Premier League 2011/2012,2011-12-18,A,Queens Park Rangers,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.96428571429,0.846428571429,1.11785714286,2.16785714286,0.664285714286
560,Premier League 2011/2012,2011-12-21,A,Fulham FC,5:0 (3:0),3.0,1.0,5.0,0.0,5.0,1.9696969697,0.844919786096,1.1247771836,2.16934046346,0.664884135472
561,Premier League 2011/2012,2011-12-26,H,Wigan Athletic,5:0 (2:0),3.0,1.0,5.0,0.0,5.0,1.97508896797,0.843416370107,1.13167259786,2.17081850534,0.665480427046
562,Premier League 2011/2012,2011-12-31,H,Blackburn Rovers,2:3 (0:1),0.0,0.0,2.0,3.0,-1.0,1.97513321492,0.847246891652,1.12788632327,2.16696269982,0.664298401421
563,Premier League 2012/2013,2012-01-12,A,Reading FC,4:3 (4:3),3.0,1.0,4.0,3.0,1.0,1.97872340426,0.851063829787,1.12765957447,2.16843971631,0.664893617021
564,Premier League 2011/2012,2012-01-14,H,Bolton Wanderers,3:0 (1:0),3.0,1.0,3.0,0.0,3.0,1.98053097345,0.849557522124,1.13097345133,2.16991150442,0.665486725664
565,Premier League 2011/2012,2012-01-22,A,Arsenal FC,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.98056537102,0.849823321555,1.13074204947,2.17137809187,0.666077738516
566,FA Cup 2011/2012,2012-01-28,A,Liverpool FC,1:2 (1:1),0.0,0.0,1.0,2.0,-1.0,1.97883597884,0.851851851852,1.12698412698,2.16754850088,0.664902998236
567,Premier League 2011/2012,2012-01-31,H,Stoke City,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.97887323944,0.850352112676,1.12852112676,2.16901408451,0.665492957746
568,Premier League 2011/2012,2012-02-04,A,Blackburn Rovers,2:0 (0:0),3.0,1.0,2.0,0.0,2.0,1.97891036907,0.848857644991,1.13005272408,2.1704745167,0.666080843585
569,Premier League 2012/2013,2012-02-09,A,Southampton FC,3:2 (1:1),3.0,1.0,3.0,2.0,1.0,1.98070175439,0.850877192982,1.1298245614,2.17192982456,0.666666666667
570,Champions League 2012/2013,2012-02-10,A,CFR Cluj,2:1 (1:1),3.0,1.0,2.0,1.0,1.0,1.98073555166,0.851138353765,1.1295971979,2.17338003503,0.667250437828
571,Europa League 2011/2012,2012-02-16,A,AFC Ajax,2:0 (0:0),3.0,1.0,2.0,0.0,2.0,1.98076923077,0.84965034965,1.13111888112,2.17482517483,0.667832167832
572,Europa League 2011/2012,2012-02-23,H,AFC Ajax,1:2 (1:1),0.0,0.0,1.0,2.0,-1.0,1.97905759162,0.851657940663,1.12739965096,2.17102966841,0.666666666667
573,Premier League 2011/2012,2012-02-26,A,Norwich City,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.97909407666,0.851916376307,1.12717770035,2.1724738676,0.66724738676
574,Premier League 2012/2013,2012-03-11,H,Arsenal FC,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.97913043478,0.852173913043,1.12695652174,2.17391304348,0.667826086957
575,Europa League 2011/2012,2012-03-15,A,Athletic Bilbao,1:2 (0:1),0.0,0.0,1.0,2.0,-1.0,1.97743055556,0.854166666667,1.12326388889,2.17013888889,0.666666666667
576,Premier League 2011/2012,2012-03-18,A,Wolverhampton Wanderers,5:0 (3:0),3.0,1.0,5.0,0.0,5.0,1.98266897747,0.852686308492,1.12998266898,2.17157712305,0.667244367418
577,Premier League 2011/2012,2012-03-26,H,Fulham FC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.98096885813,0.851211072664,1.12975778547,2.17301038062,0.667820069204
578,Premier League 2011/2012,2012-04-01,A,Newcastle United,0:3 (0:1),0.0,0.0,0.0,3.0,-3.0,1.97754749568,0.854922279793,1.12262521589,2.16925734024,0.666666666667
579,Premier League 2011/2012,2012-04-03,A,Tottenham Hotspur,3:1 (1:0),3.0,1.0,3.0,1.0,2.0,1.97931034483,0.855172413793,1.12413793103,2.17068965517,0.66724137931
580,Premier League 2011/2012,2012-04-15,H,Aston Villa,4:0 (2:0),3.0,1.0,4.0,0.0,4.0,1.98278829604,0.853700516351,1.12908777969,2.17211703959,0.667814113597
581,Premier League 2011/2012,2012-04-22,H,Everton FC,4:4 (1:1),1.0,0.0,4.0,4.0,0.0,1.98625429553,0.85910652921,1.12714776632,2.17010309278,0.666666666667
582,Premier League 2011/2012,2012-04-30,A,Manchester City,0:1 (0:1),0.0,0.0,0.0,1.0,-1.0,1.98284734134,0.859348198971,1.12349914237,2.16638078902,0.665523156089
583,Premier League 2011/2012,2012-05-02,A,Chelsea FC,3:3 (0:1),1.0,0.0,3.0,3.0,0.0,1.9845890411,0.86301369863,1.12157534247,2.16438356164,0.664383561644
584,Champions League 2012/2013,2012-05-12,H,CFR Cluj,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.9811965812,0.863247863248,1.11794871795,2.16068376068,0.663247863248
585,Premier League 2011/2012,2012-05-13,A,Sunderland AFC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.9795221843,0.861774744027,1.11774744027,2.16211604096,0.663822525597
586,Premier League 2011/2012,2012-06-05,H,Swansea City,2:0 (2:0),3.0,1.0,2.0,0.0,2.0,1.97955706985,0.860306643952,1.11925042589,2.16354344123,0.664395229983
587,Premier League 2012/2013,2012-07-10,A,Newcastle United,3:0 (2:0),3.0,1.0,3.0,0.0,3.0,1.98129251701,0.858843537415,1.12244897959,2.16496598639,0.664965986395
588,Champions League 2012/2013,2012-07-11,A,Sporting Braga,3:1 (0:0),3.0,1.0,3.0,1.0,2.0,1.98302207131,0.859083191851,1.12393887946,2.16638370119,0.665534804754
589,FA Cup 2011/2012,2012-08-01,A,Manchester City,3:2 (3:0),3.0,1.0,3.0,2.0,1.0,1.98474576271,0.861016949153,1.12372881356,2.16779661017,0.666101694915
590,Europa League 2011/2012,2012-08-03,H,Athletic Bilbao,2:3 (1:1),0.0,0.0,2.0,3.0,-1.0,1.9847715736,0.864636209814,1.12013536379,2.1641285956,0.664974619289
591,Premier League 2011/2012,2012-08-04,H,Queens Park Rangers,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.9847972973,0.863175675676,1.12162162162,2.16554054054,0.665540540541
592,Premier League 2012/2013,2012-08-20,A,Everton FC,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.98145025295,0.863406408094,1.11804384486,2.16188870152,0.664418212479
593,Premier League 2012/2013,2012-08-25,H,Fulham FC,3:2 (3:1),3.0,1.0,3.0,2.0,1.0,1.98316498316,0.86531986532,1.11784511785,2.1632996633,0.664983164983
594,Premier League 2012/2013,2012-09-12,A,Manchester City,3:2 (2:0),3.0,1.0,3.0,2.0,1.0,1.98487394958,0.867226890756,1.11764705882,2.16470588235,0.665546218487
595,Premier League 2012/2013,2012-09-15,H,Wigan Athletic,4:0 (0:0),3.0,1.0,4.0,0.0,4.0,1.98825503356,0.865771812081,1.12248322148,2.16610738255,0.66610738255
596,Champions League 2012/2013,2012-09-19,H,Galatasaray,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.98659966499,0.86432160804,1.12227805695,2.1675041876,0.666666666667
597,Premier League 2012/2013,2012-09-23,A,Liverpool FC,2:1 (0:0),3.0,1.0,2.0,1.0,1.0,1.98662207358,0.864548494983,1.1220735786,2.16889632107,0.667224080268
598,League Cup 2012/2013,2012-09-26,H,Newcastle United,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.98664440735,0.864774624374,1.12186978297,2.17028380634,0.667779632721
599,Premier League 2012/2013,2012-09-29,H,Tottenham Hotspur,2:3 (0:2),0.0,0.0,2.0,3.0,-1.0,1.98666666667,0.868333333333,1.11833333333,2.16666666667,0.666666666667
600,Premier League 2012/2013,2012-10-11,A,Aston Villa,3:2 (0:1),3.0,1.0,3.0,2.0,1.0,1.98835274542,0.870216306156,1.11813643927,2.16805324459,0.667221297837
601,Premier League 2012/2013,2012-10-20,H,Stoke City,4:2 (2:1),3.0,1.0,4.0,2.0,2.0,1.99169435216,0.872093023256,1.1196013289,2.16943521595,0.667774086379
602,Champions League 2012/2013,2012-10-23,H,Sporting Braga,3:2 (1:2),3.0,1.0,3.0,2.0,1.0,1.99336650083,0.873963515755,1.11940298507,2.17081260365,0.668325041459
603,Premier League 2012/2013,2012-10-28,A,Chelsea FC,3:2 (2:1),3.0,1.0,3.0,2.0,1.0,1.99503311258,0.87582781457,1.11920529801,2.17218543046,0.668874172185
604,League Cup 2012/2013,2012-10-31,A,Chelsea FC,"4:5 (2:1, 3:3) aet",0.0,0.0,4.0,5.0,-1.0,1.99834710744,0.882644628099,1.11570247934,2.16859504132,0.667768595041
605,Premier League 2011/2012,2012-11-02,H,Liverpool FC,2:1 (0:0),3.0,1.0,2.0,1.0,1.0,1.99834983498,0.882838283828,1.11551155116,2.1699669967,0.668316831683
606,Premier League 2011/2012,2012-11-03,H,West Bromwich Albion,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.99835255354,0.881383855025,1.11696869852,2.17133443163,0.668863261944
607,Premier League 2011/2012,2012-11-04,A,Wigan Athletic,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.99506578947,0.881578947368,1.11348684211,2.16776315789,0.667763157895
608,Premier League 2012/2013,2012-11-17,A,Norwich City,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.99178981938,0.881773399015,1.11001642036,2.16420361248,0.666666666667
609,Champions League 2012/2013,2012-11-20,A,Galatasaray,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.98852459016,0.881967213115,1.10655737705,2.1606557377,0.665573770492
610,Premier League 2012/2013,2012-11-24,H,Queens Park Rangers,3:1 (0:0),3.0,1.0,3.0,1.0,2.0,1.99018003273,0.882160392799,1.10801963993,2.1620294599,0.66612111293
611,Premier League 2012/2013,2012-11-28,H,West Ham United,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.9885620915,0.880718954248,1.10784313725,2.16339869281,0.666666666667
612,Premier League 2012/2013,2012-12-15,H,Sunderland AFC,3:1 (2:0),3.0,1.0,3.0,1.0,2.0,1.99021207178,0.880913539967,1.10929853181,2.1647634584,0.667210440457
613,Premier League 2012/2013,2012-12-23,A,Swansea City,1:1 (1:1),1.0,0.0,1.0,1.0,0.0,1.98859934853,0.881107491857,1.10749185668,2.16286644951,0.666123778502
614,Premier League 2012/2013,2012-12-26,H,Newcastle United,4:3 (1:2),3.0,1.0,4.0,3.0,1.0,1.9918699187,0.884552845528,1.10731707317,2.16422764228,0.666666666667
615,Premier League 2012/2013,2012-12-29,H,West Bromwich Albion,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.99188311688,0.883116883117,1.10876623377,2.16558441558,0.667207792208
616,Premier League 2012/2013,2013-01-01,A,Wigan Athletic,4:0 (2:0),3.0,1.0,4.0,0.0,4.0,1.99513776337,0.881685575365,1.11345218801,2.16693679092,0.667747163695
617,FA Cup 2012/2013,2013-01-04,A,Chelsea FC,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.99190938511,0.881877022654,1.11003236246,2.16343042071,0.666666666667
618,Premier League 2013/2014,2013-01-09,A,Liverpool FC,0:1 (0:1),0.0,0.0,0.0,1.0,-1.0,1.9886914378,0.882067851373,1.10662358643,2.15993537964,0.665589660743
619,Premier League 2013/2014,2013-01-12,A,Tottenham Hotspur,2:2 (1:1),1.0,0.0,2.0,2.0,0.0,1.98870967742,0.883870967742,1.10483870968,2.15806451613,0.664516129032
620,Premier League 2012/2013,2013-01-13,H,Liverpool FC,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.98872785829,0.884057971014,1.10466988728,2.15942028986,0.665056360709
621,FA Cup 2012/2013,2013-01-16,H,West Ham United,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.98713826367,0.882636655949,1.10450160772,2.16077170418,0.665594855305
622,Premier League 2012/2013,2013-01-20,A,Tottenham Hotspur,1:1 (1:0),1.0,0.0,1.0,1.0,0.0,1.98555377207,0.882825040128,1.10272873194,2.15890850722,0.664526484751
623,FA Cup 2012/2013,2013-01-26,H,Fulham FC,4:1 (1:0),3.0,1.0,4.0,1.0,3.0,1.98878205128,0.883012820513,1.10576923077,2.16025641026,0.665064102564
624,Premier League 2012/2013,2013-01-30,H,Southampton FC,2:1 (2:1),3.0,1.0,2.0,1.0,1.0,1.9888,0.8832,1.1056,2.1616,0.6656
625,Premier League 2012/2013,2013-02-02,A,Fulham FC,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.98722044728,0.88178913738,1.1054313099,2.16293929712,0.666134185304
626,Premier League 2012/2013,2013-02-03,H,Norwich City,4:0 (1:0),3.0,1.0,4.0,0.0,4.0,1.99043062201,0.88038277512,1.11004784689,2.16427432217,0.666666666667
627,Champions League 2013/2014,2013-02-10,A,Shakhtar Donetsk,1:1 (1:0),1.0,0.0,1.0,1.0,0.0,1.98885350318,0.880573248408,1.10828025478,2.16242038217,0.665605095541
628,Premier League 2013/2014,2013-02-11,A,Fulham FC,3:1 (3:0),3.0,1.0,3.0,1.0,2.0,1.99046104928,0.880763116057,1.10969793323,2.16375198728,0.66613672496
629,Champions League 2012/2013,2013-02-13,A,Real Madrid,1:1 (1:1),1.0,0.0,1.0,1.0,0.0,1.98888888889,0.880952380952,1.10793650794,2.1619047619,0.665079365079
630,FA Cup 2012/2013,2013-02-18,H,Reading FC,2:1 (0:0),3.0,1.0,2.0,1.0,1.0,1.98890649762,0.881141045959,1.10776545166,2.16323296355,0.665610142631
631,Premier League 2012/2013,2013-02-23,A,Queens Park Rangers,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.98892405063,0.879746835443,1.10917721519,2.16455696203,0.666139240506
632,Premier League 2012/2013,2013-03-16,H,Reading FC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.98736176935,0.878357030016,1.10900473934,2.16587677725,0.666666666667
633,Premier League 2012/2013,2013-03-30,A,Sunderland AFC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.9858044164,0.876971608833,1.10883280757,2.16719242902,0.667192429022
634,Premier League 2013/2014,2013-04-12,H,Everton FC,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.98267716535,0.877165354331,1.10551181102,2.16377952756,0.666141732283
635,Premier League 2012/2013,2013-04-14,A,Stoke City,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.98270440252,0.875786163522,1.10691823899,2.16509433962,0.666666666667
636,Premier League 2012/2013,2013-04-17,A,West Ham United,2:2 (1:1),1.0,0.0,2.0,2.0,0.0,1.98273155416,0.877551020408,1.10518053375,2.16326530612,0.665620094192
637,Premier League 2012/2013,2013-04-22,H,Aston Villa,3:0 (3:0),3.0,1.0,3.0,0.0,3.0,1.98432601881,0.876175548589,1.10815047022,2.16457680251,0.666144200627
638,Premier League 2012/2013,2013-04-28,A,Arsenal FC,1:1 (1:1),1.0,0.0,1.0,1.0,0.0,1.9827856025,0.876369327074,1.10641627543,2.1627543036,0.66510172144
639,FA Cup 2012/2013,2013-05-01,A,West Ham United,2:2 (1:1),1.0,0.0,2.0,2.0,0.0,1.9828125,0.878125,1.1046875,2.1609375,0.6640625
640,Champions League 2012/2013,2013-05-03,H,Real Madrid,1:2 (0:0),0.0,0.0,1.0,2.0,-1.0,1.98127925117,0.879875195008,1.10140405616,2.15756630265,0.663026521061
641,Premier League 2012/2013,2013-05-05,H,Chelsea FC,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.97819314642,0.880062305296,1.09813084112,2.15420560748,0.66199376947
642,Premier League 2013/2014,2013-05-10,A,Sunderland AFC,2:1 (0:1),3.0,1.0,2.0,1.0,1.0,1.97822706065,0.880248833593,1.09797822706,2.15552099533,0.662519440124
643,Champions League 2013/2014,2013-05-11,A,Real Sociedad,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.9751552795,0.878881987578,1.09627329193,2.15372670807,0.66149068323
644,Premier League 2012/2013,2013-05-19,A,West Bromwich Albion,5:5 (3:1),1.0,0.0,5.0,5.0,0.0,1.97984496124,0.885271317829,1.09457364341,2.1519379845,0.660465116279
645,Premier League 2013/2014,2013-07-12,H,Newcastle United,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.97678018576,0.885448916409,1.09133126935,2.14860681115,0.659442724458
646,Premier League 2012/2013,2013-08-04,H,Manchester City,1:2 (0:0),0.0,0.0,1.0,2.0,-1.0,1.97527047913,0.887171561051,1.08809891808,2.14528593509,0.658423493045
647,Premier League 2013/2014,2013-08-17,A,Swansea City,4:1 (2:0),3.0,1.0,4.0,1.0,3.0,1.97839506173,0.887345679012,1.09104938272,2.14660493827,0.658950617284
648,Premier League 2013/2014,2013-08-26,H,Chelsea FC,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.97534668721,0.885978428351,1.08936825886,2.14483821263,0.657935285054
649,Premier League 2013/2014,2013-09-14,H,Crystal Palace,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.97538461538,0.884615384615,1.09076923077,2.14615384615,0.658461538462
650,Champions League 2013/2014,2013-09-17,H,Bayer Leverkusen,4:2 (1:0),3.0,1.0,4.0,2.0,2.0,1.97849462366,0.886328725038,1.09216589862,2.14746543779,0.658986175115
651,Premier League 2013/2014,2013-09-22,A,Manchester City,1:4 (0:2),0.0,0.0,1.0,4.0,-3.0,1.97699386503,0.891104294479,1.08588957055,2.14417177914,0.657975460123
652,League Cup 2013/2014,2013-09-25,H,Liverpool FC,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.97549770291,0.889739663093,1.08575803982,2.14548238897,0.658499234303
653,Premier League 2013/2014,2013-09-28,H,West Bromwich Albion,1:2 (0:0),0.0,0.0,1.0,2.0,-1.0,1.97400611621,0.891437308869,1.08256880734,2.14220183486,0.65749235474
