,match_type,date,home,away,score,points,Vic,GF,GA,GD,ExpGf,ExpGa,ExpGd,ExpPPM,ExpRate
358,Premier League 2008/2009,2008-09-13,A,Liverpool FC,1:2 (1:1),0.0,0.0,1.0,2.0,-1.0,1.92200557103,0.846796657382,1.07520891365,2.13091922006,0.651810584958
359,Champions League 2008/2009,2008-09-17,H,Villarreal CF,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.91666666667,0.844444444444,1.07222222222,2.12777777778,0.65
360,Premier League 2008/2009,2008-09-21,A,Chelsea FC,1:1 (1:0),1.0,0.0,1.0,1.0,0.0,1.91412742382,0.84487534626,1.06925207756,2.12465373961,0.648199445983
361,League Cup 2008/2009,2008-09-23,H,Middlesbrough FC,3:1 (1:0),3.0,1.0,3.0,1.0,2.0,1.91712707182,0.845303867403,1.07182320442,2.1270718232,0.649171270718
362,Premier League 2008/2009,2008-09-27,H,Bolton Wanderers,2:0 (0:0),3.0,1.0,2.0,0.0,2.0,1.9173553719,0.842975206612,1.07438016529,2.12947658402,0.650137741047
363,Champions League 2008/2009,2008-09-30,A,Aalborg BK,3:0 (1:0),3.0,1.0,3.0,0.0,3.0,1.92032967033,0.840659340659,1.07967032967,2.13186813187,0.651098901099
364,Premier League 2007/2008,2008-10-02,H,Manchester City,1:2 (0:2),0.0,0.0,1.0,2.0,-1.0,1.91780821918,0.843835616438,1.07397260274,2.12602739726,0.649315068493
365,FA Community Shield 2008,2008-10-08,N,Portsmouth FC,"3:1 (0:0, 0:0, 0:0) pso",3.0,1.0,3.0,1.0,2.0,1.92076502732,0.844262295082,1.07650273224,2.12841530055,0.650273224044
366,Champions League 2008/2009,2008-10-12,H,Aalborg BK,2:2 (1:2),1.0,0.0,2.0,2.0,0.0,1.92098092643,0.847411444142,1.07356948229,2.12534059946,0.648501362398
367,Premier League 2008/2009,2008-10-18,H,West Bromwich Albion,4:0 (0:0),3.0,1.0,4.0,0.0,4.0,1.92663043478,0.845108695652,1.08152173913,2.1277173913,0.649456521739
368,Champions League 2008/2009,2008-10-21,H,Celtic FC,3:0 (1:0),3.0,1.0,3.0,0.0,3.0,1.92953929539,0.842818428184,1.08672086721,2.13008130081,0.650406504065
369,Premier League 2008/2009,2008-10-25,A,Everton FC,1:1 (1:0),1.0,0.0,1.0,1.0,0.0,1.92702702703,0.843243243243,1.08378378378,2.12702702703,0.648648648649
370,Premier League 2008/2009,2008-10-29,H,West Ham United,2:0 (2:0),3.0,1.0,2.0,0.0,2.0,1.92722371968,0.840970350404,1.08625336927,2.12938005391,0.649595687332
371,Premier League 2007/2008,2008-11-05,A,Wigan Athletic,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.92741935484,0.838709677419,1.08870967742,2.13172043011,0.650537634409
372,League Cup 2008/2009,2008-11-11,H,Queens Park Rangers,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.92493297587,0.836461126005,1.08847184987,2.13404825737,0.651474530831
373,Premier League 2008/2009,2008-11-15,H,Stoke City,5:0 (2:0),3.0,1.0,5.0,0.0,5.0,1.93315508021,0.83422459893,1.09893048128,2.13636363636,0.652406417112
374,Premier League 2008/2009,2008-11-22,A,Aston Villa,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.928,0.832,1.096,2.13333333333,0.650666666667
375,Champions League 2008/2009,2008-11-25,A,Villarreal CF,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.92287234043,0.829787234043,1.09308510638,2.13031914894,0.648936170213
376,Premier League 2008/2009,2008-11-30,A,Manchester City,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.92042440318,0.827586206897,1.09283819629,2.13262599469,0.649867374005
377,Premier League 2007/2008,2008-12-01,H,Newcastle United,6:0 (0:0),3.0,1.0,6.0,0.0,6.0,1.93121693122,0.825396825397,1.10582010582,2.13492063492,0.650793650794
378,Premier League 2008/2009,2008-12-13,A,Tottenham Hotspur,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.92612137203,0.823218997361,1.10290237467,2.13192612137,0.64907651715
379,Club World Cup 2008,2008-12-18,N,Gamba Osaka,5:3 (2:0),3.0,1.0,5.0,3.0,2.0,1.93421052632,0.828947368421,1.10526315789,2.13421052632,0.65
380,Club World Cup 2008,2008-12-21,N,LDU Quito,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.93175853018,0.826771653543,1.10498687664,2.13648293963,0.650918635171
381,Premier League 2008/2009,2008-12-26,A,Stoke City,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.92931937173,0.824607329843,1.10471204188,2.1387434555,0.651832460733
382,Premier League 2008/2009,2008-12-29,H,Middlesbrough FC,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.92689295039,0.822454308094,1.1044386423,2.1409921671,0.65274151436
383,League Cup 2008/2009,2009-01-03,N,Tottenham Hotspur,"4:1 (0:0, 0:0, 0:0) pso",3.0,1.0,4.0,1.0,3.0,1.93229166667,0.822916666667,1.109375,2.14322916667,0.653645833333
384,League Cup 2009/2010,2009-01-12,H,Tottenham Hotspur,2:0 (2:0),3.0,1.0,2.0,0.0,2.0,1.93246753247,0.820779220779,1.11168831169,2.14545454545,0.654545454545
385,Premier League 2008/2009,2009-01-14,H,Wigan Athletic,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.93005181347,0.818652849741,1.11139896373,2.14766839378,0.655440414508
386,Premier League 2008/2009,2009-01-17,A,Bolton Wanderers,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.92764857881,0.8165374677,1.11111111111,2.14987080103,0.656330749354
387,League Cup 2008/2009,2009-01-20,H,Derby County,4:2 (3:0),3.0,1.0,4.0,2.0,2.0,1.93298969072,0.819587628866,1.11340206186,2.15206185567,0.657216494845
388,FA Cup 2008/2009,2009-01-24,H,Tottenham Hotspur,2:1 (2:1),3.0,1.0,2.0,1.0,1.0,1.93316195373,0.820051413882,1.11311053985,2.15424164524,0.658097686375
389,Premier League 2008/2009,2009-01-27,A,West Bromwich Albion,5:0 (2:0),3.0,1.0,5.0,0.0,5.0,1.94102564103,0.817948717949,1.12307692308,2.15641025641,0.658974358974
390,Premier League 2008/2009,2009-01-31,H,Everton FC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.93861892583,0.815856777494,1.12276214834,2.15856777494,0.659846547315
391,Premier League 2008/2009,2009-02-05,A,Middlesbrough FC,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.9387755102,0.813775510204,1.125,2.16071428571,0.660714285714
392,FA Cup 2008/2009,2009-02-15,A,Derby County,4:1 (2:0),3.0,1.0,4.0,1.0,3.0,1.94402035623,0.814249363868,1.12977099237,2.16284987277,0.661577608142
393,Premier League 2008/2009,2009-02-18,H,Fulham FC,3:0 (2:0),3.0,1.0,3.0,0.0,3.0,1.94670050761,0.812182741117,1.1345177665,2.16497461929,0.662436548223
394,Premier League 2008/2009,2009-02-21,H,Blackburn Rovers,2:1 (1:1),3.0,1.0,2.0,1.0,1.0,1.94683544304,0.812658227848,1.13417721519,2.16708860759,0.663291139241
395,Champions League 2008/2009,2009-02-24,A,Inter,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.94191919192,0.810606060606,1.13131313131,2.16414141414,0.661616161616
396,Premier League 2009/2010,2009-03-10,H,Sunderland AFC,2:2 (0:1),1.0,0.0,2.0,2.0,0.0,1.94206549118,0.813602015113,1.12846347607,2.16120906801,0.659949622166
397,Champions League 2009/2010,2009-03-11,H,CSKA Moskva,3:3 (1:2),1.0,0.0,3.0,3.0,0.0,1.94472361809,0.819095477387,1.1256281407,2.15829145729,0.658291457286
398,Premier League 2008/2009,2009-03-14,H,Liverpool FC,1:4 (1:2),0.0,0.0,1.0,4.0,-3.0,1.94235588972,0.827067669173,1.11528822055,2.15288220551,0.65664160401
399,Premier League 2008/2009,2009-03-21,A,Fulham FC,0:2 (0:1),0.0,0.0,0.0,2.0,-2.0,1.9375,0.83,1.1075,2.1475,0.655
400,FA Cup 2008/2009,2009-04-01,A,Southampton FC,3:0 (1:0),3.0,1.0,3.0,0.0,3.0,1.94014962594,0.827930174564,1.11221945137,2.14962593516,0.655860349127
401,Premier League 2008/2009,2009-04-03,A,Newcastle United,2:1 (1:1),3.0,1.0,2.0,1.0,1.0,1.94029850746,0.828358208955,1.11194029851,2.15174129353,0.65671641791
402,Champions League 2008/2009,2009-04-15,A,FC Porto,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.93796526055,0.826302729529,1.11166253102,2.15384615385,0.657568238213
403,FA Cup 2008/2009,2009-04-19,N,Everton FC,"2:4 (0:0, 0:0, 0:0) pso",0.0,0.0,2.0,4.0,-2.0,1.93811881188,0.834158415842,1.10396039604,2.14851485149,0.655940594059
404,Premier League 2008/2009,2009-04-22,H,Portsmouth FC,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.93827160494,0.832098765432,1.10617283951,2.15061728395,0.656790123457
405,Premier League 2008/2009,2009-04-25,H,Tottenham Hotspur,5:2 (0:2),3.0,1.0,5.0,2.0,3.0,1.94581280788,0.834975369458,1.11083743842,2.15270935961,0.65763546798
406,Champions League 2008/2009,2009-04-29,H,Arsenal FC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.94348894349,0.832923832924,1.11056511057,2.15479115479,0.658476658477
407,Premier League 2008/2009,2009-05-04,H,Aston Villa,3:2 (1:1),3.0,1.0,3.0,2.0,1.0,1.94607843137,0.835784313725,1.11029411765,2.1568627451,0.65931372549
408,Champions League 2008/2009,2009-05-05,A,Arsenal FC,3:1 (2:0),3.0,1.0,3.0,1.0,2.0,1.94865525672,0.836185819071,1.11246943765,2.15892420538,0.660146699267
409,Premier League 2009/2010,2009-05-12,A,West Ham United,4:0 (1:0),3.0,1.0,4.0,0.0,4.0,1.95365853659,0.834146341463,1.11951219512,2.16097560976,0.660975609756
410,Premier League 2008/2009,2009-05-13,A,Wigan Athletic,2:1 (0:1),3.0,1.0,2.0,1.0,1.0,1.95377128954,0.834549878345,1.11922141119,2.16301703163,0.661800486618
411,Premier League 2008/2009,2009-05-16,H,Arsenal FC,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.94902912621,0.832524271845,1.11650485437,2.16019417476,0.660194174757
412,Premier League 2008/2009,2009-05-24,A,Hull City,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.94673123487,0.830508474576,1.11622276029,2.16222760291,0.661016949153
413,Champions League 2008/2009,2009-05-27,N,FC Barcelona,0:2 (0:1),0.0,0.0,0.0,2.0,-2.0,1.94202898551,0.833333333333,1.10869565217,2.15700483092,0.659420289855
414,League Cup 2008/2009,2009-07-01,A,Derby County,0:1 (0:1),0.0,0.0,0.0,1.0,-1.0,1.93734939759,0.833734939759,1.10361445783,2.15180722892,0.657831325301
415,FA Cup 2008/2009,2009-07-03,A,Fulham FC,4:0 (2:0),3.0,1.0,4.0,0.0,4.0,1.94230769231,0.831730769231,1.11057692308,2.15384615385,0.658653846154
416,Champions League 2008/2009,2009-07-04,H,FC Porto,2:2 (1:1),1.0,0.0,2.0,2.0,0.0,1.94244604317,0.834532374101,1.10791366906,2.15107913669,0.657074340528
417,Premier League 2008/2009,2009-08-02,A,West Ham United,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.94019138756,0.832535885167,1.10765550239,2.15311004785,0.657894736842
418,Premier League 2009/2010,2009-08-11,A,Chelsea FC,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.93556085919,0.832935560859,1.10262529833,2.14797136038,0.656324582339
419,Champions League 2009/2010,2009-08-12,A,VfL Wolfsburg,3:1 (1:0),3.0,1.0,3.0,1.0,2.0,1.9380952381,0.833333333333,1.10476190476,2.15,0.657142857143
420,Premier League 2009/2010,2009-08-16,H,Birmingham City,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.93586698337,0.83135391924,1.10451306413,2.15201900238,0.657957244656
421,Premier League 2009/2010,2009-08-19,A,Burnley FC,0:1 (0:1),0.0,0.0,0.0,1.0,-1.0,1.93127962085,0.831753554502,1.09952606635,2.14691943128,0.656398104265
422,Premier League 2009/2010,2009-08-22,A,Wigan Athletic,5:0 (0:0),3.0,1.0,5.0,0.0,5.0,1.93853427896,0.829787234043,1.10874704492,2.14893617021,0.657210401891
423,Premier League 2009/2010,2009-08-29,H,Arsenal FC,2:1 (0:1),3.0,1.0,2.0,1.0,1.0,1.93867924528,0.830188679245,1.10849056604,2.15094339623,0.658018867925
424,FA Community Shield 2009,2009-09-08,N,Chelsea FC,"1:4 (1:0, 2:2, 2:2) pso",0.0,0.0,1.0,4.0,-3.0,1.93647058824,0.837647058824,1.09882352941,2.14588235294,0.656470588235
425,Champions League 2009/2010,2009-09-15,A,Beşiktaş,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.93427230047,0.835680751174,1.0985915493,2.14788732394,0.657276995305
426,Premier League 2009/2010,2009-09-20,H,Manchester City,4:3 (1:1),3.0,1.0,4.0,3.0,1.0,1.93911007026,0.84074941452,1.09836065574,2.14988290398,0.658079625293
427,League Cup 2009/2010,2009-09-23,H,Wolverhampton Wanderers,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.93691588785,0.838785046729,1.09813084112,2.15186915888,0.658878504673
428,Premier League 2009/2010,2009-09-26,A,Stoke City,2:0 (0:0),3.0,1.0,2.0,0.0,2.0,1.93706293706,0.83682983683,1.10023310023,2.15384615385,0.659673659674
429,Champions League 2009/2010,2009-09-30,H,VfL Wolfsburg,2:1 (0:0),3.0,1.0,2.0,1.0,1.0,1.93720930233,0.837209302326,1.1,2.15581395349,0.660465116279
430,Premier League 2008/2009,2009-10-05,H,Manchester City,2:0 (2:0),3.0,1.0,2.0,0.0,2.0,1.9373549884,0.835266821346,1.10208816705,2.15777262181,0.661252900232
431,Premier League 2009/2010,2009-10-17,H,Bolton Wanderers,2:1 (2:0),3.0,1.0,2.0,1.0,1.0,1.9375,0.835648148148,1.10185185185,2.15972222222,0.662037037037
432,Champions League 2009/2010,2009-10-21,A,CSKA Moskva,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.93533487298,0.833718244804,1.10161662818,2.16166281755,0.662817551963
433,Premier League 2009/2010,2009-10-25,A,Liverpool FC,0:2 (0:0),0.0,0.0,0.0,2.0,-2.0,1.93087557604,0.836405529954,1.09447004608,2.15668202765,0.661290322581
434,League Cup 2009/2010,2009-10-27,A,Barnsley FC,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.93103448276,0.834482758621,1.09655172414,2.15862068966,0.662068965517
435,Premier League 2009/2010,2009-10-31,H,Blackburn Rovers,2:0 (0:0),3.0,1.0,2.0,0.0,2.0,1.93119266055,0.832568807339,1.09862385321,2.16055045872,0.662844036697
436,Premier League 2008/2009,2009-11-01,H,Chelsea FC,3:0 (1:0),3.0,1.0,3.0,0.0,3.0,1.93363844394,0.830663615561,1.10297482838,2.16247139588,0.663615560641
437,Champions League 2008/2009,2009-11-03,H,Inter,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.93378995434,0.828767123288,1.10502283105,2.16438356164,0.664383561644
438,Premier League 2008/2009,2009-11-04,A,Sunderland AFC,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.93394077449,0.829157175399,1.10478359909,2.16628701595,0.665148063781
439,Premier League 2009/2010,2009-11-21,H,Everton FC,3:0 (1:0),3.0,1.0,3.0,0.0,3.0,1.93636363636,0.827272727273,1.10909090909,2.16818181818,0.665909090909
440,Champions League 2009/2010,2009-11-25,H,Beşiktaş,0:1 (0:1),0.0,0.0,0.0,1.0,-1.0,1.93197278912,0.827664399093,1.10430839002,2.16326530612,0.664399092971
441,Premier League 2009/2010,2009-11-28,A,Portsmouth FC,4:1 (1:1),3.0,1.0,4.0,1.0,3.0,1.93665158371,0.828054298643,1.10859728507,2.16515837104,0.665158371041
442,Premier League 2009/2010,2009-12-09,A,Tottenham Hotspur,3:1 (2:1),3.0,1.0,3.0,1.0,2.0,1.93905191874,0.828442437923,1.11060948081,2.16704288939,0.665914221219
443,Premier League 2009/2010,2009-12-12,H,Aston Villa,0:1 (0:1),0.0,0.0,0.0,1.0,-1.0,1.93468468468,0.828828828829,1.10585585586,2.16216216216,0.664414414414
444,Premier League 2009/2010,2009-12-15,H,Wolverhampton Wanderers,3:0 (2:0),3.0,1.0,3.0,0.0,3.0,1.93707865169,0.826966292135,1.11011235955,2.16404494382,0.665168539326
445,Premier League 2009/2010,2009-12-19,A,Fulham FC,0:3 (0:1),0.0,0.0,0.0,3.0,-3.0,1.93273542601,0.831838565022,1.10089686099,2.15919282511,0.663677130045
446,Premier League 2009/2010,2009-12-27,A,Hull City,3:1 (1:0),3.0,1.0,3.0,1.0,2.0,1.93512304251,0.832214765101,1.1029082774,2.1610738255,0.664429530201
447,Premier League 2009/2010,2009-12-30,H,Wigan Athletic,5:0 (3:0),3.0,1.0,5.0,0.0,5.0,1.94196428571,0.830357142857,1.11160714286,2.16294642857,0.665178571429
448,Premier League 2009/2010,2010-01-16,H,Burnley FC,3:0 (0:0),3.0,1.0,3.0,0.0,3.0,1.94432071269,0.8285077951,1.11581291759,2.16481069042,0.665924276169
449,League Cup 2009/2010,2010-01-19,A,Manchester City,1:2 (1:1),0.0,0.0,1.0,2.0,-1.0,1.94222222222,0.831111111111,1.11111111111,2.16,0.664444444444
450,Premier League 2009/2010,2010-01-23,H,Hull City,4:0 (1:0),3.0,1.0,4.0,0.0,4.0,1.94678492239,0.829268292683,1.11751662971,2.16186252772,0.665188470067
451,League Cup 2009/2010,2010-01-27,H,Manchester City,3:1 (0:0),3.0,1.0,3.0,1.0,2.0,1.94911504425,0.829646017699,1.11946902655,2.16371681416,0.66592920354
452,Premier League 2009/2010,2010-01-31,A,Arsenal FC,3:1 (2:0),3.0,1.0,3.0,1.0,2.0,1.95143487859,0.830022075055,1.12141280353,2.16556291391,0.666666666667
453,Premier League 2009/2010,2010-02-05,A,Sunderland AFC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.94933920705,0.828193832599,1.12114537445,2.16740088106,0.667400881057
454,Premier League 2010/2011,2010-02-10,A,Sunderland AFC,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.94505494505,0.826373626374,1.11868131868,2.16483516484,0.665934065934
455,Champions League 2010/2011,2010-02-11,A,Bursaspor,3:0 (0:0),3.0,1.0,3.0,0.0,3.0,1.94736842105,0.824561403509,1.12280701754,2.16666666667,0.666666666667
456,Champions League 2009/2010,2010-02-16,A,AC Milan,3:2 (1:1),3.0,1.0,3.0,2.0,1.0,1.94967177243,0.827133479212,1.12253829322,2.16849015317,0.667396061269
457,Premier League 2009/2010,2010-02-20,A,Everton FC,1:3 (1:1),0.0,0.0,1.0,3.0,-2.0,1.94759825328,0.831877729258,1.11572052402,2.16375545852,0.665938864629
458,Premier League 2009/2010,2010-02-23,H,West Ham United,3:0 (1:0),3.0,1.0,3.0,0.0,3.0,1.94989106754,0.830065359477,1.11982570806,2.16557734205,0.666666666667
459,League Cup 2009/2010,2010-02-28,N,Aston Villa,2:1 (1:1),3.0,1.0,2.0,1.0,1.0,1.95,0.830434782609,1.11956521739,2.16739130435,0.667391304348
460,FA Cup 2009/2010,2010-03-01,H,Leeds United,0:1 (0:1),0.0,0.0,0.0,1.0,-1.0,1.94577006508,0.830802603037,1.11496746204,2.16268980477,0.665943600868
461,Premier League 2009/2010,2010-03-04,H,Chelsea FC,1:2 (0:1),0.0,0.0,1.0,2.0,-1.0,1.94372294372,0.833333333333,1.11038961039,2.15800865801,0.664502164502
462,Premier League 2009/2010,2010-03-14,H,Fulham FC,3:0 (0:0),3.0,1.0,3.0,0.0,3.0,1.94600431965,0.831533477322,1.11447084233,2.15982721382,0.665226781857
463,Premier League 2009/2010,2010-03-21,H,Liverpool FC,2:1 (1:1),3.0,1.0,2.0,1.0,1.0,1.94612068966,0.831896551724,1.11422413793,2.16163793103,0.665948275862
464,Premier League 2009/2010,2010-03-27,A,Bolton Wanderers,4:0 (1:0),3.0,1.0,4.0,0.0,4.0,1.95053763441,0.830107526882,1.12043010753,2.16344086022,0.666666666667
465,Champions League 2009/2010,2010-03-30,A,Bayern München,1:2 (1:0),0.0,0.0,1.0,2.0,-1.0,1.94849785408,0.832618025751,1.11587982833,2.15879828326,0.665236051502
466,Premier League 2009/2010,2010-04-17,A,Manchester City,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.94646680942,0.830835117773,1.11563169165,2.16059957173,0.665952890792
467,Premier League 2009/2010,2010-04-24,H,Tottenham Hotspur,3:1 (0:0),3.0,1.0,3.0,1.0,2.0,1.94871794872,0.831196581197,1.11752136752,2.16239316239,0.666666666667
468,Premier League 2009/2010,2010-06-02,H,Portsmouth FC,5:0 (2:0),3.0,1.0,5.0,0.0,5.0,1.9552238806,0.829424307036,1.12579957356,2.16417910448,0.667377398721
469,Premier League 2009/2010,2010-06-03,A,Wolverhampton Wanderers,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.95319148936,0.827659574468,1.12553191489,2.16595744681,0.668085106383
470,Premier League 2010/2011,2010-06-11,H,Wolverhampton Wanderers,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.95329087049,0.828025477707,1.12526539278,2.16772823779,0.668789808917
471,Champions League 2009/2010,2010-07-04,H,Bayern München,3:2 (3:1),3.0,1.0,3.0,2.0,1.0,1.95550847458,0.830508474576,1.125,2.16949152542,0.669491525424
472,Champions League 2010/2011,2010-07-12,H,Valencia CF,1:1 (0:1),1.0,0.0,1.0,1.0,0.0,1.95348837209,0.830866807611,1.12262156448,2.16701902748,0.668076109937
473,FA Community Shield 2010,2010-08-08,N,Chelsea FC,3:1 (1:0),3.0,1.0,3.0,1.0,2.0,1.95569620253,0.831223628692,1.12447257384,2.16877637131,0.668776371308
474,Premier League 2010/2011,2010-08-16,H,Newcastle United,3:0 (2:0),3.0,1.0,3.0,0.0,3.0,1.95789473684,0.829473684211,1.12842105263,2.17052631579,0.669473684211
475,Premier League 2010/2011,2010-08-22,A,Fulham FC,2:2 (1:0),1.0,0.0,2.0,2.0,0.0,1.95798319328,0.831932773109,1.12605042017,2.16806722689,0.668067226891
476,Premier League 2010/2011,2010-08-28,H,West Ham United,3:0 (1:0),3.0,1.0,3.0,0.0,3.0,1.96016771488,0.830188679245,1.12997903564,2.16981132075,0.668763102725
477,Premier League 2009/2010,2010-09-01,A,Birmingham City,1:1 (0:1),1.0,0.0,1.0,1.0,0.0,1.95815899582,0.830543933054,1.12761506276,2.16736401674,0.667364016736
478,Premier League 2009/2010,2010-09-05,H,Stoke City,4:0 (2:0),3.0,1.0,4.0,0.0,4.0,1.9624217119,0.828810020877,1.13361169102,2.16910229645,0.668058455115
479,Champions League 2010/2011,2010-09-14,H,Rangers FC,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.95833333333,0.827083333333,1.13125,2.16666666667,0.666666666667
480,Premier League 2010/2011,2010-09-19,H,Liverpool FC,3:2 (1:0),3.0,1.0,3.0,2.0,1.0,1.9604989605,0.829521829522,1.13097713098,2.1683991684,0.66735966736
481,League Cup 2010/2011,2010-09-22,A,Scunthorpe United,5:2 (2:1),3.0,1.0,5.0,2.0,3.0,1.96680497925,0.831950207469,1.13485477178,2.17012448133,0.668049792531
482,Premier League 2010/2011,2010-09-26,A,Bolton Wanderers,2:2 (1:1),1.0,0.0,2.0,2.0,0.0,1.966873706,0.834368530021,1.13250517598,2.16770186335,0.666666666667
483,Champions League 2010/2011,2010-09-29,A,Valencia CF,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.96487603306,0.832644628099,1.13223140496,2.1694214876,0.667355371901
484,Premier League 2009/2010,2010-10-02,A,Aston Villa,1:1 (1:1),1.0,0.0,1.0,1.0,0.0,1.96288659794,0.832989690722,1.12989690722,2.16701030928,0.665979381443
485,Champions League 2009/2010,2010-10-03,H,AC Milan,4:0 (1:0),3.0,1.0,4.0,0.0,4.0,1.9670781893,0.831275720165,1.13580246914,2.16872427984,0.666666666667
486,Premier League 2010/2011,2010-10-11,A,Manchester City,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.96303901437,0.829568788501,1.13347022587,2.16632443532,0.665297741273
487,Premier League 2010/2011,2010-10-16,H,West Bromwich Albion,2:2 (2:0),1.0,0.0,2.0,2.0,0.0,1.9631147541,0.831967213115,1.13114754098,2.16393442623,0.66393442623
488,Champions League 2010/2011,2010-10-20,H,Bursaspor,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.96114519427,0.830265848671,1.1308793456,2.16564417178,0.664621676892
489,Premier League 2010/2011,2010-10-24,A,Stoke City,2:1 (1:0),3.0,1.0,2.0,1.0,1.0,1.9612244898,0.830612244898,1.1306122449,2.16734693878,0.665306122449
490,League Cup 2010/2011,2010-10-26,H,Wolverhampton Wanderers,3:2 (0:0),3.0,1.0,3.0,2.0,1.0,1.9633401222,0.83299389002,1.13034623218,2.16904276986,0.665987780041
491,Premier League 2010/2011,2010-10-30,H,Tottenham Hotspur,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.96341463415,0.831300813008,1.13211382114,2.17073170732,0.666666666667
492,Premier League 2009/2010,2010-11-04,A,Blackburn Rovers,0:0 (0:0),1.0,0.0,0.0,0.0,0.0,1.95943204868,0.829614604462,1.12981744422,2.16835699797,0.665314401623
493,Premier League 2010/2011,2010-11-09,A,Everton FC,3:3 (1:1),1.0,0.0,3.0,3.0,0.0,1.96153846154,0.834008097166,1.12753036437,2.16599190283,0.663967611336
494,Premier League 2010/2011,2010-11-13,A,Aston Villa,2:2 (0:0),1.0,0.0,2.0,2.0,0.0,1.96161616162,0.836363636364,1.12525252525,2.16363636364,0.662626262626
495,Premier League 2010/2011,2010-11-20,H,Wigan Athletic,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.96169354839,0.834677419355,1.12701612903,2.16532258065,0.663306451613
496,Champions League 2010/2011,2010-11-24,A,Rangers FC,1:0 (0:0),3.0,1.0,1.0,0.0,1.0,1.95975855131,0.832997987928,1.12676056338,2.16700201207,0.663983903421
497,Premier League 2010/2011,2010-11-27,H,Blackburn Rovers,7:1 (3:0),3.0,1.0,7.0,1.0,6.0,1.96987951807,0.833333333333,1.13654618474,2.1686746988,0.664658634538
498,League Cup 2010/2011,2010-11-30,A,West Ham United,0:4 (0:2),0.0,0.0,0.0,4.0,-4.0,1.96593186373,0.839679358717,1.12625250501,2.16432865731,0.663326653307
499,Premier League 2010/2011,2010-12-13,H,Arsenal FC,1:0 (1:0),3.0,1.0,1.0,0.0,1.0,1.964,0.838,1.126,2.166,0.664
500,Premier League 2010/2011,2010-12-26,H,Sunderland AFC,2:0 (1:0),3.0,1.0,2.0,0.0,2.0,1.96407185629,0.836327345309,1.12774451098,2.16766467066,0.664670658683
501,Premier League 2010/2011,2010-12-28,A,Birmingham City,1:1 (0:0),1.0,0.0,1.0,1.0,0.0,1.96215139442,0.836653386454,1.12549800797,2.16533864542,0.663346613546
502,Premier League 2010/2011,2011-01-01,A,West Bromwich Albion,2:1 (1:1),3.0,1.0,2.0,1.0,1.0,1.96222664016,0.836978131213,1.12524850895,2.16699801193,0.664015904573
503,Premier League 2010/2011,2011-01-02,H,Aston Villa,3:1 (2:0),3.0,1.0,3.0,1.0,2.0,1.96428571429,0.837301587302,1.12698412698,2.16865079365,0.664682539683
504,Premier League 2010/2011,2011-01-03,A,Chelsea FC,1:2 (1:0),0.0,0.0,1.0,2.0,-1.0,1.96237623762,0.839603960396,1.12277227723,2.16435643564,0.663366336634
505,Premier League 2010/2011,2011-01-05,A,Arsenal FC,0:1 (0:0),0.0,0.0,0.0,1.0,-1.0,1.95849802372,0.839920948617,1.1185770751,2.16007905138,0.662055335968
