,match_type,date,home,away,score,points
0,Europa League 1995/1996,11/09/1995,H,Leeds United,0:3 (0:1),0
1,Europa League 1995/1996,26/09/1995,A,Leeds United,1:0 (1:0),3
2,Ligue 1 1995/1996,18/07/1995,H,Stade Rennes,3:1 (0:1),3
3,Ligue 1 1995/1996,24/07/1995,A,OGC Nice,2:1 (1:1),3
4,Ligue 1 1995/1996,04/08/1995,H,AJ Auxerre,2:2 (2:0),1
5,Ligue 1 1995/1996,08/08/1995,A,SC Bastia,1:2 (0:0),0
6,Ligue 1 1995/1996,18/08/1995,H,FC Martigues,0:1 (0:0),0
7,Ligue 1 1995/1996,25/08/1995,A,Girondins Bordeaux,4:2 (4:0),3
8,Ligue 1 1995/1996,28/08/1995,H,Lille OSC,2:1 (0:0),3
9,Ligue 1 1995/1996,08/09/1995,A,Paris Saint-Germain,1:2 (1:2),0
10,Ligue 1 1995/1996,15/09/1995,H,FC Metz,0:1 (0:1),0
11,Ligue 1 1995/1996,20/09/1995,A,AS Saint-Étienne,4:2 (1:1),3
12,Ligue 1 1995/1996,30/09/1995,H,EA Guingamp,1:0 (1:0),3
13,Ligue 1 1995/1996,03/10/1995,A,FC Nantes,2:2 (0:0),1
14,Ligue 1 1995/1996,14/10/1995,H,FC Gueugnon,0:0 (0:0),1
15,Ligue 1 1995/1996,21/10/1995,H,Montpellier HSC,3:1 (1:1),3
16,Ligue 1 1995/1996,26/10/1995,A,AS Cannes,1:1 (1:0),1
17,Ligue 1 1995/1996,03/11/1995,H,RC Lens,1:1 (0:1),1
18,Ligue 1 1995/1996,07/11/1995,A,Le Havre AC,1:2 (1:1),0
19,Ligue 1 1995/1996,17/11/1995,H,Olympique Lyon,0:2 (0:0),0
20,Ligue 1 1995/1996,23/11/1995,A,RC Strasbourg,0:2 (0:1),0
21,Ligue 1 1995/1996,30/11/1995,H,OGC Nice,1:0 (0:0),3
22,Ligue 1 1995/1996,08/12/1995,A,AJ Auxerre,2:1 (1:1),3
23,Ligue 1 1995/1996,15/12/1995,H,SC Bastia,0:0 (0:0),1
24,Ligue 1 1995/1996,08/01/1996,A,FC Martigues,4:0 (1:0),3
25,Ligue 1 1995/1996,19/01/1996,H,Girondins Bordeaux,2:0 (0:0),3
26,Ligue 1 1995/1996,26/01/1996,A,Lille OSC,0:0 (0:0),1
27,Ligue 1 1995/1996,06/02/1996,H,Paris Saint-Germain,1:0 (0:0),3
28,Ligue 1 1995/1996,16/02/1996,H,AS Saint-Étienne,2:0 (1:0),3
29,Ligue 1 1995/1996,26/02/1996,A,EA Guingamp,0:0 (0:0),1
30,Ligue 1 1995/1996,29/02/1996,H,FC Nantes,4:1 (2:0),3
31,Ligue 1 1995/1996,08/03/1996,A,FC Gueugnon,2:2 (0:1),1
32,Ligue 1 1995/1996,22/03/1996,A,Montpellier HSC,0:0 (0:0),1
33,Ligue 1 1995/1996,29/03/1996,H,AS Cannes,1:0 (0:0),3
34,Ligue 1 1995/1996,07/04/1996,A,RC Lens,1:2 (1:0),0
35,Ligue 1 1995/1996,13/04/1996,A,FC Metz,3:0 (2:0),3
36,Ligue 1 1995/1996,19/04/1996,H,Le Havre AC,2:1 (1:1),3
37,Ligue 1 1995/1996,26/04/1996,A,Olympique Lyon,3:3 (2:3),1
38,Ligue 1 1995/1996,10/05/1996,H,RC Strasbourg,5:1 (2:1),3
39,Ligue 1 1995/1996,17/05/1996,A,Stade Rennes,3:2 (0:0),3
