,match_type,date,home,away,score,points
0,Champions League 2001/2002,11/09/2001,A,Dinamo Kiev,2:2 (0:2),1
1,Champions League 2001/2002,19/09/2001,H,Liverpool FC,0:0 (0:0),1
2,Champions League 2001/2002,26/09/2001,A,Boavista,1:2 (0:2),0
3,Champions League 2001/2002,16/10/2001,H,Boavista,2:1 (0:1),3
4,Champions League 2001/2002,24/10/2001,H,Dinamo Kiev,1:0 (1:0),3
5,Champions League 2001/2002,30/10/2001,A,Liverpool FC,0:2 (0:1),0
6,Champions League Qual. 2001/2002,06/08/2001,A,Shakhtar Donetsk,2:0 (1:0),3
7,Champions League Qual. 2001/2002,21/08/2001,H,Shakhtar Donetsk,3:1 (0:1),3
8,Europa League 2001/2002,22/11/2001,A,FC København,1:0 (0:0),3
9,Europa League 2001/2002,04/12/2001,H,FC København,1:0 (0:0),3
10,Europa League 2001/2002,21/02/2002,A,Lille OSC,1:1 (0:0),1
11,Europa League 2001/2002,28/02/2002,H,Lille OSC,0:0 (0:0),1
12,Europa League 2001/2002,13/03/2002,A,Slovan Liberec,0:0 (0:0),1
13,Europa League 2001/2002,20/03/2002,H,Slovan Liberec,4:0 (0:0),3
14,Europa League 2001/2002,04/04/2002,H,AC Milan,4:0 (3:0),3
15,Europa League 2001/2002,11/04/2002,A,AC Milan,1:3 (0:2),0
16,Europa League 2001/2002,08/05/2002,A,Feyenoord,2:3 (0:2),0
17,Bundesliga 2001/2002,28/07/2001,H,1. FC Nürnberg,2:0 (2:0),3
18,Bundesliga 2001/2002,04/08/2001,A,Hertha BSC,2:0 (0:0),3
19,Bundesliga 2001/2002,11/08/2001,H,VfL Wolfsburg,4:0 (3:0),3
20,Bundesliga 2001/2002,18/08/2001,A,Hansa Rostock,2:0 (2:0),3
21,Bundesliga 2001/2002,08/09/2001,H,Bayern München,0:2 (0:2),0
22,Bundesliga 2001/2002,15/09/2001,A,FC Schalke 04,0:1 (0:1),0
23,Bundesliga 2001/2002,22/09/2001,H,Bayer Leverkusen,1:1 (1:0),1
24,Bundesliga 2001/2002,29/09/2001,A,FC St. Pauli,2:1 (2:0),3
25,Bundesliga 2001/2002,13/10/2001,A,Bor. Mönchengladbach,2:1 (2:0),3
26,Bundesliga 2001/2002,21/10/2001,H,SC Freiburg,0:2 (0:1),0
27,Bundesliga 2001/2002,27/10/2001,A,Energie Cottbus,2:0 (0:0),3
28,Bundesliga 2001/2002,03/11/2001,H,VfB Stuttgart,1:0 (0:0),3
29,Bundesliga 2001/2002,17/11/2001,A,TSV 1860 München,3:1 (0:0),3
30,Bundesliga 2001/2002,25/11/2001,H,1. FC Kaiserslautern,3:0 (0:0),3
31,Bundesliga 2001/2002,01/12/2001,A,1. FC Köln,2:0 (2:0),3
32,Bundesliga 2001/2002,08/12/2001,H,Hamburger SV,1:0 (0:0),3
33,Bundesliga 2001/2002,15/12/2001,A,Werder Bremen,1:1 (0:1),1
34,Bundesliga 2001/2002,18/12/2001,A,1. FC Nürnberg,2:2 (0:0),1
35,Bundesliga 2001/2002,27/01/2002,H,Hertha BSC,3:1 (1:0),3
36,Bundesliga 2001/2002,02/02/2002,A,VfL Wolfsburg,1:1 (1:1),1
37,Bundesliga 2001/2002,06/02/2002,H,Hansa Rostock,2:0 (0:0),3
38,Bundesliga 2001/2002,09/02/2002,A,Bayern München,1:1 (0:0),1
39,Bundesliga 2001/2002,16/02/2002,H,FC Schalke 04,1:1 (0:1),1
40,Bundesliga 2001/2002,24/02/2002,A,Bayer Leverkusen,0:4 (0:1),0
41,Bundesliga 2001/2002,03/03/2002,H,FC St. Pauli,1:1 (0:1),1
42,Bundesliga 2001/2002,09/03/2002,H,Bor. Mönchengladbach,3:1 (1:0),3
43,Bundesliga 2001/2002,17/03/2002,A,SC Freiburg,5:1 (1:1),3
44,Bundesliga 2001/2002,24/03/2002,H,Energie Cottbus,3:0 (2:0),3
45,Bundesliga 2001/2002,30/03/2002,A,VfB Stuttgart,2:3 (0:2),0
46,Bundesliga 2001/2002,07/04/2002,H,TSV 1860 München,2:1 (2:1),3
47,Bundesliga 2001/2002,14/04/2002,A,1. FC Kaiserslautern,0:1 (0:0),0
48,Bundesliga 2001/2002,20/04/2002,H,1. FC Köln,2:1 (1:0),3
49,Bundesliga 2001/2002,27/04/2002,A,Hamburger SV,4:3 (2:1),3
50,Bundesliga 2001/2002,04/05/2002,H,Werder Bremen,2:1 (1:1),3
51,DFB-Pokal 2001/2002,25/08/2001,A,VfL Wolfsburg II,0:1 (0:0),0
52,League Cup 2001,11/07/2001,N,SC Freiburg,"3:1 (0:0, 1:1, 1:1) pso",3
53,League Cup 2001,17/07/2001,N,FC Schalke 04,1:2 (0:2),0
