,match_type,date,home,away,score,points
0,Champions League 2011/2012,14/09/2011,A,Villarreal CF,2:0 (1:0),3
1,Champions League 2011/2012,27/09/2011,H,Manchester City,2:0 (2:0),3
2,Champions League 2011/2012,18/10/2011,A,SSC Napoli,1:1 (1:1),1
3,Champions League 2011/2012,02/11/2011,H,SSC Napoli,3:2 (3:1),3
4,Champions League 2011/2012,22/11/2011,H,Villarreal CF,3:1 (2:0),3
5,Champions League 2011/2012,07/12/2011,A,Manchester City,0:2 (0:1),0
6,Champions League 2011/2012,22/02/2012,A,FC Basel,0:1 (0:0),0
7,Champions League 2011/2012,13/03/2012,H,FC Basel,7:0 (3:0),3
8,Champions League 2011/2012,28/03/2012,A,Olympique Marseille,2:0 (1:0),3
9,Champions League 2011/2012,03/04/2012,H,Olympique Marseille,2:0 (2:0),3
10,Champions League 2011/2012,17/04/2012,H,Real Madrid,2:1 (1:0),3
11,Champions League 2011/2012,25/04/2012,A,Real Madrid,"3:1 (1:2, 1:2, 1:2) pso",3
12,Champions League 2011/2012,19/05/2012,N,Chelsea FC,"3:4 (0:0, 1:1, 1:1) pso",0
13,Champions League Qual. 2011/2012,17/08/2011,H,FC Zürich,2:0 (1:0),3
14,Champions League Qual. 2011/2012,23/08/2011,A,FC Zürich,1:0 (1:0),3
15,Bundesliga 2011/2012,07/08/2011,H,Bor. Mönchengladbach,0:1 (0:0),0
16,Bundesliga 2011/2012,13/08/2011,A,VfL Wolfsburg,1:0 (0:0),3
17,Bundesliga 2011/2012,20/08/2011,H,Hamburger SV,5:0 (3:0),3
18,Bundesliga 2011/2012,27/08/2011,A,1. FC Kaiserslautern,3:0 (1:0),3
19,Bundesliga 2011/2012,10/09/2011,H,SC Freiburg,7:0 (3:0),3
20,Bundesliga 2011/2012,18/09/2011,A,FC Schalke 04,2:0 (1:0),3
21,Bundesliga 2011/2012,24/09/2011,H,Bayer Leverkusen,3:0 (2:0),3
22,Bundesliga 2011/2012,01/10/2011,A,1899 Hoffenheim,0:0 (0:0),1
23,Bundesliga 2011/2012,15/10/2011,H,Hertha BSC,4:0 (3:0),3
24,Bundesliga 2011/2012,23/10/2011,A,Hannover 96,1:2 (0:1),0
25,Bundesliga 2011/2012,29/10/2011,H,1. FC Nürnberg,4:0 (3:0),3
26,Bundesliga 2011/2012,06/11/2011,A,FC Augsburg,2:1 (2:0),3
27,Bundesliga 2011/2012,19/11/2011,H,Borussia Dortmund,0:1 (0:0),0
28,Bundesliga 2011/2012,27/11/2011,A,1. FSV Mainz 05,2:3 (0:1),0
29,Bundesliga 2011/2012,03/12/2011,H,Werder Bremen,4:1 (1:0),3
30,Bundesliga 2011/2012,11/12/2011,A,VfB Stuttgart,2:1 (1:1),3
31,Bundesliga 2011/2012,16/12/2011,H,1. FC Köln,3:0 (0:0),3
32,Bundesliga 2011/2012,20/01/2012,A,Bor. Mönchengladbach,1:3 (0:2),0
33,Bundesliga 2011/2012,28/01/2012,H,VfL Wolfsburg,2:0 (0:0),3
34,Bundesliga 2011/2012,04/02/2012,A,Hamburger SV,1:1 (0:1),1
35,Bundesliga 2011/2012,11/02/2012,H,1. FC Kaiserslautern,2:0 (2:0),3
36,Bundesliga 2011/2012,18/02/2012,A,SC Freiburg,0:0 (0:0),1
37,Bundesliga 2011/2012,26/02/2012,H,FC Schalke 04,2:0 (1:0),3
38,Bundesliga 2011/2012,03/03/2012,A,Bayer Leverkusen,0:2 (0:0),0
39,Bundesliga 2011/2012,10/03/2012,H,1899 Hoffenheim,7:1 (5:0),3
40,Bundesliga 2011/2012,17/03/2012,A,Hertha BSC,6:0 (3:0),3
41,Bundesliga 2011/2012,24/03/2012,H,Hannover 96,2:1 (1:0),3
42,Bundesliga 2011/2012,31/03/2012,A,1. FC Nürnberg,1:0 (0:0),3
43,Bundesliga 2011/2012,07/04/2012,H,FC Augsburg,2:1 (1:1),3
44,Bundesliga 2011/2012,11/04/2012,A,Borussia Dortmund,0:1 (0:0),0
45,Bundesliga 2011/2012,14/04/2012,H,1. FSV Mainz 05,0:0 (0:0),1
46,Bundesliga 2011/2012,21/04/2012,A,Werder Bremen,2:1 (0:0),3
47,Bundesliga 2011/2012,28/04/2012,H,VfB Stuttgart,2:0 (1:0),3
48,Bundesliga 2011/2012,05/05/2012,A,1. FC Köln,4:1 (1:0),3
49,DFB-Pokal 2011/2012,01/08/2011,A,Eintracht Braunschweig,3:0 (2:0),3
50,DFB-Pokal 2011/2012,26/10/2011,H,FC Ingolstadt 04,6:0 (1:0),3
51,DFB-Pokal 2011/2012,20/12/2011,A,VfL Bochum,2:1 (0:1),3
52,DFB-Pokal 2011/2012,08/02/2012,A,VfB Stuttgart,2:0 (1:0),3
53,DFB-Pokal 2011/2012,21/03/2012,A,Bor. Mönchengladbach,"4:2 (0:0, 0:0, 0:0) pso",3
54,DFB-Pokal 2011/2012,12/05/2012,N,Borussia Dortmund,2:5 (1:3),0
