,match_type,date,home,away,score,points
0,Europa League 2003/2004,25/09/2003,A,Kamen Ingrad,0:0 (0:0),1
1,Europa League 2003/2004,16/10/2003,H,Kamen Ingrad,1:0 (0:0),3
2,Europa League 2003/2004,06/11/2003,H,Brøndby IF,2:1 (0:1),3
3,Europa League 2003/2004,27/11/2003,A,Brøndby IF,"1:3 (0:1, 1:2, 1:2) pso",0
4,UI-Cup 2003/2004,19/07/2003,A,Dacia Chişinău,1:0 (1:0),3
5,UI-Cup 2003/2004,26/07/2003,H,Dacia Chişinău,2:1 (0:0),3
6,UI-Cup 2003/2004,30/07/2003,H,Slovan Liberec,2:1 (0:0),3
7,UI-Cup 2003/2004,06/08/2003,A,Slovan Liberec,0:0 (0:0),1
8,UI-Cup 2003/2004,12/08/2003,A,FC Superfund,2:0 (1:0),3
9,UI-Cup 2003/2004,26/08/2003,H,FC Superfund,0:0 (0:0),1
10,Bundesliga 2003/2004,02/08/2003,H,Borussia Dortmund,2:2 (1:0),1
11,Bundesliga 2003/2004,09/08/2003,A,TSV 1860 München,1:1 (0:1),1
12,Bundesliga 2003/2004,17/08/2003,H,1. FC Köln,2:1 (1:0),3
13,Bundesliga 2003/2004,23/08/2003,A,Werder Bremen,1:4 (0:3),0
14,Bundesliga 2003/2004,13/09/2003,H,VfB Stuttgart,0:0 (0:0),1
15,Bundesliga 2003/2004,20/09/2003,A,SC Freiburg,1:2 (1:2),0
16,Bundesliga 2003/2004,28/09/2003,H,Eintracht Frankfurt,1:1 (1:1),1
17,Bundesliga 2003/2004,04/10/2003,A,Hannover 96,2:1 (2:1),3
18,Bundesliga 2003/2004,19/10/2003,H,VfL Bochum,0:2 (0:0),0
19,Bundesliga 2003/2004,25/10/2003,A,Hamburger SV,2:2 (0:1),1
20,Bundesliga 2003/2004,01/11/2003,H,Bayern München,2:0 (1:0),3
21,Bundesliga 2003/2004,09/11/2003,A,Bayer Leverkusen,1:3 (1:2),0
22,Bundesliga 2003/2004,22/11/2003,H,Hansa Rostock,0:1 (0:0),0
23,Bundesliga 2003/2004,30/11/2003,A,Hertha BSC,3:1 (0:1),3
24,Bundesliga 2003/2004,07/12/2003,H,Bor. Mönchengladbach,2:1 (1:1),3
25,Bundesliga 2003/2004,13/12/2003,A,1. FC Kaiserslautern,2:0 (1:0),3
26,Bundesliga 2003/2004,17/12/2003,H,VfL Wolfsburg,1:1 (1:1),1
27,Bundesliga 2003/2004,30/01/2004,A,Borussia Dortmund,1:0 (0:0),3
28,Bundesliga 2003/2004,07/02/2004,H,TSV 1860 München,0:0 (0:0),1
29,Bundesliga 2003/2004,14/02/2004,A,1. FC Köln,2:0 (1:0),3
30,Bundesliga 2003/2004,21/02/2004,H,Werder Bremen,0:0 (0:0),1
31,Bundesliga 2003/2004,28/02/2004,A,VfB Stuttgart,0:0 (0:0),1
32,Bundesliga 2003/2004,06/03/2004,H,SC Freiburg,3:0 (1:0),3
33,Bundesliga 2003/2004,13/03/2004,A,Eintracht Frankfurt,0:3 (0:0),0
34,Bundesliga 2003/2004,20/03/2004,H,Hannover 96,2:2 (0:1),1
35,Bundesliga 2003/2004,27/03/2004,A,VfL Bochum,2:1 (0:1),3
36,Bundesliga 2003/2004,03/04/2004,H,Hamburger SV,4:1 (3:1),3
37,Bundesliga 2003/2004,10/04/2004,A,Bayern München,1:2 (1:1),0
38,Bundesliga 2003/2004,17/04/2004,H,Bayer Leverkusen,2:3 (0:1),0
39,Bundesliga 2003/2004,24/04/2004,A,Hansa Rostock,1:3 (1:1),0
40,Bundesliga 2003/2004,02/05/2004,H,Hertha BSC,3:0 (1:0),3
41,Bundesliga 2003/2004,08/05/2004,A,Bor. Mönchengladbach,0:2 (0:2),0
42,Bundesliga 2003/2004,15/05/2004,H,1. FC Kaiserslautern,4:1 (3:0),3
43,Bundesliga 2003/2004,22/05/2004,A,VfL Wolfsburg,1:1 (1:1),1
44,DFB-Pokal 2003/2004,30/08/2003,A,TSV Aindling,3:0 (1:0),3
45,DFB-Pokal 2003/2004,29/10/2003,A,SC Freiburg,"3:7 (1:2, 3:3) aet",0
