,match_type,date,home,away,score,points
0,Champions League Qual. 2008/2009,13/08/2008,H,Atlético Madrid,1:0 (1:0),3
1,Champions League Qual. 2008/2009,27/08/2008,A,Atlético Madrid,0:4 (0:1),0
2,Europa League 2008/2009,16/09/2008,A,APOEL Nikosia,4:1 (3:0),3
3,Europa League 2008/2009,02/10/2008,H,APOEL Nikosia,1:1 (0:1),1
4,Europa League 2008/2009,23/10/2008,H,Paris Saint-Germain,3:1 (2:0),3
5,Europa League 2008/2009,06/11/2008,A,Racing Santander,1:1 (0:0),1
6,Europa League 2008/2009,27/11/2008,H,Manchester City,0:2 (0:1),0
7,Europa League 2008/2009,03/12/2008,A,FC Twente,1:2 (0:1),0
8,Bundesliga 2008/2009,16/08/2008,H,Hannover 96,3:0 (2:0),3
9,Bundesliga 2008/2009,23/08/2008,A,Werder Bremen,1:1 (0:0),1
10,Bundesliga 2008/2009,30/08/2008,H,VfL Bochum,1:0 (1:0),3
11,Bundesliga 2008/2009,13/09/2008,A,Borussia Dortmund,3:3 (2:0),1
12,Bundesliga 2008/2009,20/09/2008,H,Eintracht Frankfurt,1:0 (1:0),3
13,Bundesliga 2008/2009,26/09/2008,A,1. FC Köln,0:1 (0:1),0
14,Bundesliga 2008/2009,05/10/2008,H,VfL Wolfsburg,2:2 (1:0),1
15,Bundesliga 2008/2009,19/10/2008,A,Hamburger SV,1:1 (0:1),1
16,Bundesliga 2008/2009,25/10/2008,H,Arminia Bielefeld,0:0 (0:0),1
17,Bundesliga 2008/2009,28/10/2008,A,Karlsruher SC,3:0 (2:0),3
18,Bundesliga 2008/2009,01/11/2008,A,Energie Cottbus,2:0 (0:0),3
19,Bundesliga 2008/2009,09/11/2008,H,Bayern München,1:2 (1:2),0
20,Bundesliga 2008/2009,15/11/2008,A,Bayer Leverkusen,1:2 (0:2),0
21,Bundesliga 2008/2009,22/11/2008,H,Bor. Mönchengladbach,3:1 (3:1),3
22,Bundesliga 2008/2009,30/11/2008,A,VfB Stuttgart,0:2 (0:0),0
23,Bundesliga 2008/2009,06/12/2008,H,Hertha BSC,1:0 (0:0),3
24,Bundesliga 2008/2009,14/12/2008,A,1899 Hoffenheim,1:1 (1:0),1
25,Bundesliga 2008/2009,31/01/2009,A,Hannover 96,0:1 (0:1),0
26,Bundesliga 2008/2009,07/02/2009,H,Werder Bremen,1:0 (0:0),3
27,Bundesliga 2008/2009,14/02/2009,A,VfL Bochum,1:2 (1:1),0
28,Bundesliga 2008/2009,20/02/2009,H,Borussia Dortmund,1:1 (1:0),1
29,Bundesliga 2008/2009,28/02/2009,A,Eintracht Frankfurt,2:1 (1:0),3
30,Bundesliga 2008/2009,06/03/2009,H,1. FC Köln,1:0 (1:0),3
31,Bundesliga 2008/2009,13/03/2009,A,VfL Wolfsburg,3:4 (1:2),0
32,Bundesliga 2008/2009,22/03/2009,H,Hamburger SV,1:2 (0:0),0
33,Bundesliga 2008/2009,03/04/2009,A,Arminia Bielefeld,2:0 (1:0),3
34,Bundesliga 2008/2009,11/04/2009,H,Karlsruher SC,2:0 (1:0),3
35,Bundesliga 2008/2009,17/04/2009,H,Energie Cottbus,4:0 (2:0),3
36,Bundesliga 2008/2009,25/04/2009,A,Bayern München,1:0 (1:0),3
37,Bundesliga 2008/2009,02/05/2009,H,Bayer Leverkusen,1:2 (0:2),0
38,Bundesliga 2008/2009,10/05/2009,A,Bor. Mönchengladbach,0:1 (0:0),0
39,Bundesliga 2008/2009,13/05/2009,H,VfB Stuttgart,1:2 (1:1),0
40,Bundesliga 2008/2009,16/05/2009,A,Hertha BSC,0:0 (0:0),1
41,Bundesliga 2008/2009,23/05/2009,H,1899 Hoffenheim,2:3 (2:1),0
42,DFB-Pokal 2008/2009,09/08/2008,A,FC 08 Homburg,3:0 (1:0),3
43,DFB-Pokal 2008/2009,23/09/2008,H,Hannover 96,2:0 (0:0),3
44,DFB-Pokal 2008/2009,27/01/2009,A,FC Carl Zeiss Jena,4:1 (1:0),3
45,DFB-Pokal 2008/2009,03/03/2009,A,1. FSV Mainz 05,0:1 (0:0),0
